ID,Urne,QR-Code,Categorie,1 - Renover le terrain du stade de la Muette,2 - Acquerir un kiosque mobile d informations sociales pour Auteuil-Sud,3 - Nettoyer le mur des rampes du Pont de Bir-Hakeim,4 - Nettoyer les murs exterieurs du cimetiere de Passy,5 - Apaiser la circulation automobile dans le 16e,6 - Installer des preaux dans deux ecoles du 16e,7 - Aider a la renovation du domaine de Bagatelle,8 - Restaurer le monument Claude Debussy,9 - Ameliorer le cadre de vie dans le Bois de Boulogne,10 - Restaurer la Fontaine Victor Hugo,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
12294,U16-004,2022AR16B,Valide,novote,4,2,novote,4,3,2,novote,1,1,7,2,2,1,2,3
12297,U16-004,2022AR16B,Valide,novote,novote,novote,1,1,novote,1,1,novote,novote,4,4,0,0,0,6
12309,U16-004,2022AR16A,Valide,novote,3,3,novote,novote,1,2,novote,novote,novote,4,1,1,2,0,6
12313,U16-004,2022AR16B,Valide,3,3,3,3,1,3,3,3,1,3,10,2,0,8,0,0
12322,U16-004,2022AR16A,Valide,novote,novote,2,2,2,2,novote,novote,novote,novote,4,0,4,0,0,6
12331,U16-004,2022AR16B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
12333,U16-004,2022AR16A,Valide,4,4,2,2,3,1,1,1,2,1,10,4,3,1,2,0
12335,U16-004,2022AR16A,Valide,2,novote,1,1,2,1,1,3,novote,1,8,5,2,1,0,2
12341,U16-004,2022AR16A,Valide,2,4,1,2,2,1,novote,novote,2,1,8,3,4,0,1,2
12344,U16-004,2022AR16B,Valide,novote,1,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
12346,U16-004,2022AR16A,Valide,2,novote,novote,novote,1,2,novote,novote,2,novote,4,1,3,0,0,6
12349,U16-004,2022AR16A,Valide,2,1,1,3,1,1,2,1,1,2,10,6,3,1,0,0
12350,U16-004,2022AR16B,Valide,2,4,1,1,3,2,1,1,3,1,10,5,2,2,1,0
12351,U16-004,2022AR16B,Valide,novote,1,1,novote,novote,novote,1,novote,1,novote,4,4,0,0,0,6
12352,U16-004,2022AR16A,Valide,novote,novote,novote,novote,1,2,2,2,novote,novote,4,1,3,0,0,6
12353,U16-004,2022AR16B,Valide,1,3,1,1,3,1,2,2,1,2,10,5,3,2,0,0
12356,U16-004,2022AR16A,Valide,1,2,3,novote,1,1,1,2,2,2,9,4,4,1,0,1
12361,U16-004,2022AR16B,Valide,1,1,4,4,4,1,4,4,2,4,10,3,1,0,6,0
12368,U16-004,2022AR16B,Valide,1,1,2,1,1,2,3,1,3,1,10,6,2,2,0,0
12369,U16-004,2022AR16A,Valide,novote,novote,novote,novote,1,1,1,novote,1,novote,4,4,0,0,0,6
12373,U16-004,2022AR16B,Valide,1,novote,novote,novote,novote,1,novote,novote,2,2,4,2,2,0,0,6
12377,U16-004,2022AR16A,Valide,3,1,1,4,2,1,1,4,novote,4,9,4,1,1,3,1
12379,U16-004,2022AR16A,Valide,2,3,2,2,1,1,1,2,1,2,10,4,5,1,0,0
12382,U16-004,2022AR16A,Valide,2,3,1,3,3,1,3,3,1,2,10,3,2,5,0,0
12389,U16-004,2022AR16B,Valide,novote,1,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,6
12398,U16-004,2022AR16B,Valide,novote,novote,1,novote,3,2,novote,novote,3,novote,4,1,1,2,0,6
12400,U16-004,2022AR16B,Nul,1 2,4,4,2,1 2,4,3,3,4,4,8,0,1,2,5,0
12404,U16-004,2022AR16A,Valide,1,4,3,3,1,2,2,3,2,2,10,2,4,3,1,0
12408,U16-004,2022AR16B,Valide,1,novote,novote,novote,1,novote,1,novote,1,novote,4,4,0,0,0,6
12410,U16-004,2022AR16A,Valide,2,novote,novote,novote,1,1,novote,novote,1,novote,4,3,1,0,0,6
12412,U16-004,2022AR16A,Valide,2,2,2,2,novote,2,novote,novote,1,novote,6,1,5,0,0,4
12414,U16-004,2022AR16B,Valide,1,novote,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
12416,U16-004,2022AR16A,Valide,1,1,1,1,1,1,novote,2,2,1,9,7,2,0,0,1
12430,U16-004,2022AR16A,Valide,novote,novote,novote,1,1,novote,1,novote,1,novote,4,4,0,0,0,6
12444,U16-004,2022AR16B,Valide,3,3,3,3,3,2,4,3,3,3,10,0,1,8,1,0
12448,U16-004,2022AR16A,Valide,2,novote,2,novote,1,2,novote,novote,novote,novote,4,1,3,0,0,6
12450,U16-004,2022AR16B,Valide,3,1,4,4,1,1,4,4,1,novote,9,4,0,1,4,1
12452,U16-004,2022AR16B,Valide,3,3,1,3,4,2,1,novote,1,3,9,3,1,4,1,1
12457,U16-004,2022AR16B,Valide,4,4,3,novote,4,2,4,4,4,4,9,0,1,1,7,1
12458,U16-004,2022AR16A,Valide,2,2,1,2,1,3,3,2,1,3,10,3,4,3,0,0
12459,U16-004,2022AR16A,Valide,1,2,3,2,1,3,2,3,1,3,10,3,3,4,0,0
12468,U16-004,2022AR16B,Valide,3,3,4,4,4,3,3,4,4,4,10,0,0,4,6,0
12471,U16-004,2022AR16B,Valide,4,4,4,4,1,1,4,4,4,4,10,2,0,0,8,0
12473,U16-004,2022AR16B,Valide,2,1,3,novote,1,1,4,3,2,4,9,3,2,2,2,1
12474,U16-004,2022AR16A,Valide,2,3,2,2,4,1,2,1,2,1,10,3,5,1,1,0
12475,U16-004,2022AR16A,Valide,2,novote,novote,4,novote,1,novote,novote,2,novote,4,1,2,0,1,6
12477,U16-004,2022AR16A,Valide,4,4,4,4,4,2,4,4,2,4,10,0,2,0,8,0
12480,U16-004,2022AR16A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
12482,U16-004,2022AR16A,Valide,novote,4,1,1,1,1,2,1,1,2,9,6,2,0,1,1
12491,U16-004,2022AR16A,Valide,2,3,1,1,4,2,2,2,2,2,10,2,6,1,1,0
12499,U16-004,2022AR16A,Valide,3,4,2,2,1,1,2,novote,2,3,9,2,4,2,1,1
12507,U16-004,2022AR16B,Valide,3,4,2,2,4,4,2,novote,novote,novote,7,0,3,1,3,3
12513,U16-004,2022AR16A,Valide,3,2,2,2,2,2,2,3,1,4,10,1,6,2,1,0
12515,U16-004,2022AR16A,Valide,4,2,3,3,1,1,3,4,2,4,10,2,2,3,3,0
12516,U16-004,2022AR16A,Valide,novote,1,novote,novote,novote,3,novote,3,novote,2,4,1,1,2,0,6
12519,U16-004,2022AR16A,Valide,2,novote,novote,novote,1,3,novote,novote,2,novote,4,1,2,1,0,6
12535,U16-004,2022AR16A,Valide,2,1,4,4,4,2,4,4,2,4,10,1,3,0,6,0
12540,U16-004,2022AR16A,Valide,1,1,4,4,3,1,1,3,1,2,10,5,1,2,2,0
12544,U16-004,2022AR16B,Valide,1,3,3,3,1,1,3,3,1,3,10,4,0,6,0,0
12549,U16-004,2022AR16A,Valide,3,4,2,4,2,1,4,4,2,3,10,1,3,2,4,0
12553,U16-004,2022AR16B,Valide,1,3,3,3,2,2,2,2,1,3,10,2,4,4,0,0
12555,U16-004,2022AR16A,Valide,1,4,1,1,1,4,4,4,1,4,10,5,0,0,5,0
12557,U16-004,2022AR16A,Valide,novote,novote,4,novote,novote,1,4,novote,4,novote,4,1,0,0,3,6
12562,U16-004,2022AR16A,Nul,novote,novote,novote,novote,novote,novote,1,novote,novote,1,2,2,0,0,0,8
12567,U16-004,2022AR16A,Valide,2,3,3,2,1,2,1,3,1,1,10,4,3,3,0,0
12575,U16-004,2022AR16A,Valide,2,4,2,2,2,3,2,2,2,2,10,0,8,1,1,0
12577,U16-004,2022AR16B,Valide,1,3,2,2,1,1,2,2,1,2,10,4,5,1,0,0
12578,U16-004,2022AR16A,Valide,1,3,2,3,1,2,3,3,1,2,10,3,3,4,0,0
12580,U16-004,2022AR16A,Valide,1,1,3,2,4,1,3,2,1,4,10,4,2,2,2,0
12586,U16-004,2022AR16B,Valide,3,novote,novote,1,3,novote,2,novote,novote,novote,4,1,1,2,0,6
12589,U16-004,2022AR16B,Valide,1,2,2,2,1,1,1,1,2,1,10,6,4,0,0,0
12595,U16-004,2022AR16A,Valide,novote,novote,novote,1,novote,1,1,novote,1,novote,4,4,0,0,0,6
12597,U16-004,2022AR16B,Valide,novote,novote,1,novote,novote,1,novote,1,1,1,5,5,0,0,0,5
12602,U16-004,2022AR16A,Valide,1,1,3,3,1,1,novote,1,1,3,9,6,0,3,0,1
12603,U16-004,2022AR16B,Valide,novote,novote,3,novote,1,1,novote,novote,1,novote,4,3,0,1,0,6
12612,U16-004,2022AR16A,Nul,novote,1,novote,2,1,novote,novote,novote,novote,novote,3,2,1,0,0,7
12620,U16-004,2022AR16B,Valide,1,1,1,2,2,2,1,1,1,1,10,7,3,0,0,0
12626,U16-004,2022AR16A,Valide,2,1,2,3,2,3,1,novote,1,2,9,3,4,2,0,1
12628,U16-004,2022AR16B,Valide,2,3,2,3,2,3,novote,1,novote,2,8,1,4,3,0,2
12632,U16-004,2022AR16A,Valide,1,novote,1,1,2,2,novote,novote,novote,novote,5,3,2,0,0,5
12634,U16-004,2022AR16A,Valide,1,1,2,2,2,1,3,1,2,2,10,4,5,1,0,0
12640,U16-004,2022AR16B,Nul,1,novote,novote,novote,1,novote,novote,novote,novote,novote,2,2,0,0,0,8
12642,U16-004,2022AR16A,Valide,novote,novote,4,4,4,1,novote,novote,novote,novote,4,1,0,0,3,6
12646,U16-004,2022AR16B,Valide,3,3,3,3,2,2,2,3,2,2,10,0,5,5,0,0
12649,U16-004,2022AR16A,Valide,2,3,2,3,2,1,2,2,1,2,10,2,6,2,0,0
12654,U16-004,2022AR16A,Valide,1,1,2,2,2,1,2,2,1,novote,9,4,5,0,0,1
12655,U16-004,2022AR16A,Valide,1,novote,1,novote,1,1,novote,2,2,novote,6,4,2,0,0,4
12657,U16-004,2022AR16B,Valide,4,4,3,4,4,2,4,4,4,4,10,0,1,1,8,0
12664,U16-004,2022AR16A,Valide,novote,1,novote,novote,1,novote,1,novote,novote,1,4,4,0,0,0,6
12690,U16-004,2022AR16B,Valide,2,novote,novote,novote,1,4,4,4,4,4,7,1,1,0,5,3
12692,U16-004,2022AR16B,Valide,1,novote,3,1,1,3,2,1,2,2,9,4,3,2,0,1
12699,U16-004,2022AR16A,Valide,2,2,novote,novote,1,novote,novote,novote,1,novote,4,2,2,0,0,6
12702,U16-004,2022AR16A,Valide,novote,2,1,novote,1,novote,novote,novote,1,novote,4,3,1,0,0,6
12703,U16-004,2022AR16B,Valide,2,4,3,4,2,3,3,3,1,3,10,1,2,5,2,0
12704,U16-004,2022AR16A,Valide,1,3,1,1,3,3,1,4,2,4,10,4,1,3,2,0
12713,U16-004,2022AR16A,Valide,3,2,4,2,1,1,1,3,2,3,10,3,3,3,1,0
12714,U16-004,2022AR16B,Valide,1,2,1,1,3,1,1,2,1,1,10,7,2,1,0,0
12715,U16-004,2022AR16A,Valide,1,novote,2,novote,novote,1,2,novote,novote,1,5,3,2,0,0,5
12720,U16-004,2022AR16A,Valide,3,novote,novote,3,1,novote,novote,novote,1,novote,4,2,0,2,0,6
12724,U16-004,2022AR16B,Nul,2,novote,1,novote,novote,novote,novote,novote,1,novote,3,2,1,0,0,7
12728,U16-004,2022AR16A,Valide,1,2,2,2,2,1,2,2,2,2,10,2,8,0,0,0
12735,U16-004,2022AR16B,Valide,novote,1,novote,novote,1,novote,novote,novote,1,1,4,4,0,0,0,6
12739,U16-004,2022AR16A,Valide,novote,novote,1,1,4,1,novote,novote,1,novote,5,4,0,0,1,5
12751,U16-004,2022AR16A,Valide,1,2,2,2,1,1,3,4,1,4,10,4,3,1,2,0
12758,U16-004,2022AR16A,Valide,3,3,novote,novote,1,novote,novote,novote,2,novote,4,1,1,2,0,6
12759,U16-004,2022AR16A,Valide,2,novote,2,novote,1,1,2,novote,1,novote,6,3,3,0,0,4
12762,U16-004,2022AR16B,Valide,4,2,4,4,3,2,3,3,4,3,10,0,2,4,4,0
12763,U16-004,2022AR16A,Valide,2,2,3,2,1,2,1,novote,1,2,9,3,5,1,0,1
12783,U16-004,2022AR16A,Valide,3,3,1,2,1,2,2,4,1,4,10,3,3,2,2,0
12784,U16-004,2022AR16A,Valide,4,4,novote,novote,novote,novote,1,novote,1,novote,4,2,0,0,2,6
12789,U16-004,2022AR16B,Valide,3,3,2,1,2,2,2,2,2,3,10,1,6,3,0,0
12790,U16-004,2022AR16B,Valide,1,1,1,1,1,1,1,4,novote,4,9,7,0,0,2,1
12791,U16-004,2022AR16B,Valide,novote,1,novote,novote,2,1,novote,novote,1,novote,4,3,1,0,0,6
12792,U16-004,2022AR16B,Valide,1,novote,4,4,1,1,1,novote,3,4,8,4,0,1,3,2
12801,U16-004,2022AR16A,Valide,2,2,3,2,1,3,4,2,2,2,10,1,6,2,1,0
12802,U16-004,2022AR16A,Valide,1,2,2,2,2,1,1,3,1,2,10,4,5,1,0,0
12811,U16-004,2022AR16B,Valide,1,1,1,1,2,2,1,novote,2,2,9,5,4,0,0,1
12814,U16-004,2022AR16A,Valide,novote,novote,novote,novote,1,1,1,novote,1,novote,4,4,0,0,0,6
12830,U16-004,2022AR16A,Valide,novote,3,1,1,novote,1,1,3,1,3,8,5,0,3,0,2
12846,U16-004,2022AR16A,Valide,4,4,3,4,2,1,2,3,1,3,10,2,2,3,3,0
12851,U16-004,2022AR16B,Valide,3,2,3,novote,novote,1,novote,novote,novote,novote,4,1,1,2,0,6
12862,U16-004,2022AR16A,Valide,1,novote,1,novote,2,2,1,novote,1,2,7,4,3,0,0,3
12867,U16-004,2022AR16A,Valide,4,4,4,4,4,1,4,4,4,4,10,1,0,0,9,0
12875,U16-004,2022AR16B,Valide,1,1,1,1,1,1,1,1,novote,1,9,9,0,0,0,1
12879,U16-004,2022AR16B,Valide,2,3,1,1,3,1,2,1,2,2,10,4,4,2,0,0
12880,U16-004,2022AR16A,Valide,1,novote,2,2,2,novote,novote,novote,2,novote,5,1,4,0,0,5
12887,U16-004,2022AR16B,Nul,novote,1,novote,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
12889,U16-004,2022AR16A,Valide,2,2,3,3,1,2,novote,2,3,3,9,1,4,4,0,1
12893,U16-004,2022AR16B,Valide,1,1,novote,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,6
12894,U16-004,2022AR16B,Valide,2,2,1,2,2,3,2,3,1,2,10,2,6,2,0,0
12906,U16-001,2022AR16A,Valide,novote,1,novote,novote,3,1,novote,novote,novote,3,4,2,0,2,0,6
12909,U16-001,2022AR16B,Valide,1,1,1,4,1,1,3,3,1,4,10,6,0,2,2,0
12915,U16-001,2022AR16A,Valide,2,1,2,1,2,1,2,2,2,2,10,3,7,0,0,0
12920,U16-001,2022AR16B,Valide,4,4,4,4,4,4,4,4,4,4,10,0,0,0,10,0
12928,U16-001,2022AR16A,Valide,3,4,4,4,3,4,4,4,2,2,10,0,2,2,6,0
12931,U16-001,2022AR16B,Valide,4,4,3,3,4,4,2,2,1,2,10,1,3,2,4,0
12932,U16-001,2022AR16B,Valide,1,4,2,1,4,1,2,4,2,2,10,3,4,0,3,0
12933,U16-001,2022AR16A,Valide,3,4,3,4,1,2,4,4,4,3,10,1,1,3,5,0
12934,U16-001,2022AR16B,Valide,1,1,2,2,1,1,2,1,1,1,10,7,3,0,0,0
12942,U16-001,2022AR16B,Valide,1,2,2,2,1,1,3,4,3,3,10,3,3,3,1,0
12947,U16-001,2022AR16A,Valide,3,2,2,2,2,2,4,3,3,3,10,0,5,4,1,0
12953,U16-001,2022AR16A,Valide,1,3,2,2,2,2,1,1,1,1,10,5,4,1,0,0
12957,U16-001,2022AR16A,Valide,1,2,1,1,2,1,1,2,2,1,10,6,4,0,0,0
12960,U16-001,2022AR16B,Valide,novote,novote,1,1,novote,novote,1,1,novote,1,5,5,0,0,0,5
12961,U16-001,2022AR16B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
12969,U16-001,2022AR16B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
12979,U16-001,2022AR16B,Valide,novote,novote,1,1,1,novote,novote,novote,1,novote,4,4,0,0,0,6
12982,U16-001,2022AR16A,Valide,3,4,3,3,4,3,2,3,2,3,10,0,2,6,2,0
12984,U16-001,2022AR16B,Valide,3,3,novote,1,1,1,3,3,2,3,9,3,1,5,0,1
12985,U16-001,2022AR16B,Valide,novote,2,3,3,1,novote,novote,novote,3,novote,5,1,1,3,0,5
12987,U16-001,2022AR16B,Valide,3,3,3,2,2,2,novote,3,2,3,9,0,4,5,0,1
12990,U16-001,2022AR16B,Valide,1,3,novote,3,1,2,3,3,1,3,9,3,1,5,0,1
12991,U16-001,2022AR16B,Valide,3,1,novote,novote,1,novote,novote,novote,1,novote,4,3,0,1,0,6
12997,U16-001,2022AR16B,Valide,1,3,3,3,2,1,2,3,1,2,10,3,3,4,0,0
12998,U16-001,2022AR16B,Valide,1,novote,1,novote,novote,2,novote,novote,novote,2,4,2,2,0,0,6
13000,U16-001,2022AR16A,Valide,1,1,1,1,1,3,3,3,3,4,10,5,0,4,1,0
13002,U16-001,2022AR16B,Nul,1,3,2,1,2,3 4,2,3,2,3,9,2,4,3,0,0
13003,U16-001,2022AR16A,Nul,1,1,4,4,2 3,3,3,3,1,4,9,3,0,3,3,0
13007,U16-001,2022AR16B,Valide,2,4,4,4,3,4,4,4,1,2,10,1,2,1,6,0
13013,U16-001,2022AR16A,Nul,2,2,2,4,3,1,3,4,1,3 4,9,2,3,2,2,0
13020,U16-001,2022AR16A,Nul,1,4,1,1,2,2 4,4,3,2,1,9,4,2,1,2,0
13022,U16-001,2022AR16B,Nul,1 2,4,3,4,4,2,2,4,2 3,4,8,0,2,1,5,0
13023,U16-001,2022AR16A,Valide,4,4,1,1,1,1,4,4,1,1,10,6,0,0,4,0
13024,U16-001,2022AR16B,Valide,4,4,1,1,1,2,4,4,4,4,10,3,1,0,6,0
13026,U16-001,2022AR16B,Valide,2,4,1,4,4,1,4,4,2,4,10,2,2,0,6,0
13030,U16-001,2022AR16A,Valide,3,3,2,3,1,2,3,3,2,4,10,1,3,5,1,0
13034,U16-001,2022AR16B,Valide,3,3,2,3,1,2,3,3,1,4,10,2,2,5,1,0
13039,U16-001,2022AR16B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
13043,U16-001,2022AR16A,Valide,novote,novote,1,novote,novote,1,1,novote,1,novote,4,4,0,0,0,6
13047,U16-001,2022AR16B,Valide,novote,1,novote,novote,novote,1,1,novote,1,novote,4,4,0,0,0,6
13050,U16-001,2022AR16B,Valide,1,4,2,2,1,2,2,novote,novote,2,8,2,5,0,1,2
13062,U16-001,2022AR16B,Valide,4,1,4,4,3,1,4,4,2,4,10,2,1,1,6,0
13068,U16-001,2022AR16A,Valide,2,4,3,3,3,3,2,3,1,2,10,1,3,5,1,0
13069,U16-001,2022AR16B,Valide,2,3,4,3,2,2,3,novote,2,3,9,0,4,4,1,1
13076,U16-001,2022AR16A,Valide,1,novote,1,novote,1,1,novote,novote,1,novote,5,5,0,0,0,5
13078,U16-001,2022AR16B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
13079,U16-001,2022AR16A,Valide,novote,novote,2,novote,novote,2,2,novote,novote,2,4,0,4,0,0,6
13080,U16-001,2022AR16A,Nul,3,3,3,3,1,3,2 3,3,1,3,9,2,0,7,0,0
13083,U16-001,2022AR16A,Valide,1,4,1,1,4,4,3,4,1,4,10,4,0,1,5,0
13084,U16-001,2022AR16B,Valide,1,4,novote,novote,novote,novote,novote,4,novote,4,4,1,0,0,3,6
13086,U16-001,2022AR16B,Valide,3,1,3,2,4,2,1,3,3,2,10,2,3,4,1,0
13088,U16-001,2022AR16B,Valide,2,1,novote,novote,1,1,novote,novote,novote,novote,4,3,1,0,0,6
13089,U16-001,2022AR16A,Valide,2,3,3,3,1,1,2,3,2,3,10,2,3,5,0,0
13094,U16-001,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
13097,U16-001,2022AR16B,Valide,novote,novote,novote,novote,2,2,novote,novote,1,3,4,1,2,1,0,6
13098,U16-001,2022AR16B,Valide,1,2,1,1,3,1,1,1,novote,1,9,7,1,1,0,1
13102,U16-001,2022AR16A,Valide,4,4,3,4,4,4,1,novote,1,novote,8,2,0,1,5,2
13104,U16-001,2022AR16B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
13107,U16-001,2022AR16B,Valide,1,1,1,1,1,1,1,1,2,1,10,9,1,0,0,0
13114,U16-001,2022AR16B,Valide,1,1,1,1,1,1,novote,1,1,1,9,9,0,0,0,1
13121,U16-001,2022AR16B,Valide,2,2,3,3,1,2,4,3,2,2,10,1,5,3,1,0
13126,U16-001,2022AR16B,Valide,1,novote,novote,3,2,2,novote,novote,novote,novote,4,1,2,1,0,6
13132,U16-001,2022AR16B,Valide,novote,novote,novote,4,4,novote,4,novote,2,novote,4,0,1,0,3,6
13138,U16-001,2022AR16A,Valide,2,2,novote,2,2,2,2,2,2,2,9,0,9,0,0,1
13149,U16-001,2022AR16B,Valide,3,4,3,3,2,2,3,2,3,3,10,0,3,6,1,0
13153,U16-001,2022AR16A,Valide,1,1,1,novote,1,4,1,1,1,1,9,8,0,0,1,1
13157,U16-001,2022AR16A,Valide,2,4,3,3,1,1,3,3,1,3,10,3,1,5,1,0
13165,U16-001,2022AR16B,Valide,2,4,2,1,4,1,3,3,2,2,10,2,4,2,2,0
13166,U16-001,2022AR16B,Valide,novote,1,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,6
13177,U16-001,2022AR16B,Valide,2,novote,novote,novote,2,novote,novote,2,2,1,5,1,4,0,0,5
13180,U16-001,2022AR16B,Valide,2,4,3,3,1,1,3,3,2,2,10,2,3,4,1,0
13182,U16-001,2022AR16A,Valide,2,2,1,2,1,1,1,1,1,1,10,7,3,0,0,0
13185,U16-001,2022AR16A,Nul,3,novote,novote,novote,2,novote,novote,novote,3,novote,3,0,1,2,0,7
13189,U16-001,2022AR16B,Valide,1,4,2,3,2,1,1,novote,1,2,9,4,3,1,1,1
13194,U16-001,2022AR16B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
13197,U16-001,2022AR16B,Valide,3,1,novote,novote,1,1,novote,1,novote,2,6,4,1,1,0,4
13198,U16-001,2022AR16B,Valide,2,1,2,3,1,2,1,2,1,2,10,4,5,1,0,0
13199,U16-001,2022AR16B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
13202,U16-001,2022AR16B,Valide,1,2,3,3,3,3,3,3,2,2,10,1,3,6,0,0
13207,U16-001,2022AR16B,Valide,4,4,4,4,1,4,4,4,4,4,10,1,0,0,9,0
13208,U16-001,2022AR16A,Valide,1,2,1,1,3,1,2,3,2,2,10,4,4,2,0,0
13213,U16-001,2022AR16B,Valide,2,1,2,3,2,2,3,3,1,1,10,3,4,3,0,0
13216,U16-001,2022AR16B,Valide,4,1,3,3,2,2,3,4,2,4,10,1,3,3,3,0
13217,U16-001,2022AR16B,Valide,1,novote,novote,novote,2,1,novote,novote,1,novote,4,3,1,0,0,6
13222,U16-001,2022AR16B,Valide,3,4,2,1,4,3,1,2,2,1,10,3,3,2,2,0
13225,U16-001,2022AR16B,Nul,2,2,2,2,2,2,2,4,4,2 4,9,0,7,0,2,0
13226,U16-001,2022AR16B,Valide,novote,1,4,4,1,novote,novote,novote,1,novote,5,3,0,0,2,5
13233,U16-001,2022AR16B,Valide,2,2,2,2,2,2,1,2,1,3,10,2,7,1,0,0
13234,U16-001,2022AR16B,Valide,2,novote,novote,novote,1,2,novote,novote,1,novote,4,2,2,0,0,6
13238,U16-001,2022AR16B,Valide,1,2,2,2,1,1,3,2,2,4,10,3,5,1,1,0
13240,U16-001,2022AR16B,Valide,2,2,2,2,2,2,2,2,2,2,10,0,10,0,0,0
13246,U16-001,2022AR16A,Valide,1,novote,1,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,6
13249,U16-001,2022AR16A,Valide,3,1,3,3,2,1,2,3,3,3,10,2,2,6,0,0
13254,U16-001,2022AR16A,Nul,2,3,1,1,2 3,2,2,2,novote,1,8,3,4,1,0,1
13255,U16-001,2022AR16A,Valide,novote,novote,1,novote,1,novote,novote,2,1,novote,4,3,1,0,0,6
13257,U16-001,2022AR16A,Valide,novote,3,3,4,novote,3,1,4,2,3,8,1,1,4,2,2
13258,U16-001,2022AR16B,Valide,4,4,4,1,4,4,1,2,4,1,10,3,1,0,6,0
13264,U16-001,2022AR16A,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,4,4,0,0,0,6
13266,U16-001,2022AR16A,Valide,2,1,2,1,2,1,1,2,1,2,10,5,5,0,0,0
13269,U16-001,2022AR16B,Valide,1,2,2,1,1,2,1,3,3,2,10,4,4,2,0,0
13271,U16-001,2022AR16B,Valide,1,2,1,1,1,1,1,3,1,1,10,8,1,1,0,0
13276,U16-001,2022AR16A,Valide,1,novote,2,novote,3,1,novote,novote,2,3,6,2,2,2,0,4
13277,U16-001,2022AR16A,Valide,novote,1,novote,novote,1,novote,1,novote,1,1,5,5,0,0,0,5
13279,U16-001,2022AR16A,Valide,novote,novote,novote,novote,novote,novote,1,1,1,1,4,4,0,0,0,6
13286,U16-001,2022AR16B,Valide,1,1,1,1,2,1,1,1,1,1,10,9,1,0,0,0
13290,U16-001,2022AR16A,Valide,1,2,2,2,2,2,3,2,1,3,10,2,6,2,0,0
13297,U16-001,2022AR16B,Valide,3,3,1,1,1,2,1,1,2,1,10,6,2,2,0,0
13301,U16-001,2022AR16A,Valide,novote,novote,novote,novote,novote,2,2,2,2,2,5,0,5,0,0,5
13306,U16-001,2022AR16A,Valide,2,2,novote,2,1,3,3,2,2,2,9,1,6,2,0,1
13308,U16-001,2022AR16B,Valide,3,4,4,4,3,2,2,3,1,1,10,2,2,3,3,0
13311,U16-001,2022AR16A,Valide,2,3,3,3,2,3,1,1,2,2,10,2,4,4,0,0
13312,U16-001,2022AR16B,Valide,1,novote,novote,2,1,1,1,1,1,1,8,7,1,0,0,2
13313,U16-001,2022AR16A,Valide,2,4,2,2,2,3,2,2,2,3,10,0,7,2,1,0
13319,U16-001,2022AR16B,Valide,3,4,1,1,4,3,1,1,1,1,10,6,0,2,2,0
13324,U16-001,2022AR16A,Valide,3,3,3,3,2,2,2,3,2,2,10,0,5,5,0,0
13329,U16-001,2022AR16B,Valide,1,novote,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
13333,U16-001,2022AR16B,Valide,3,3,2,2,2,3,3,3,1,3,10,1,3,6,0,0
13335,U16-001,2022AR16A,Valide,4,2,4,4,1,2,3,4,novote,4,9,1,2,1,5,1
13338,U16-001,2022AR16A,Valide,1,1,2,1,2,1,2,2,2,2,10,4,6,0,0,0
13346,U16-001,2022AR16A,Valide,1,2,1,2,2,2,2,2,2,2,10,2,8,0,0,0
13348,U16-001,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
13355,U16-001,2022AR16B,Valide,2,2,2,2,2,2,2,2,novote,novote,8,0,8,0,0,2
13360,U16-001,2022AR16A,Valide,2,3,2,3,2,3,2,3,2,2,10,0,6,4,0,0
13362,U16-001,2022AR16B,Valide,2,3,1,3,1,2,1,3,1,3,10,4,2,4,0,0
13365,U16-001,2022AR16A,Valide,1,1,1,1,2,2,1,2,1,1,10,7,3,0,0,0
13366,U16-001,2022AR16B,Valide,1,1,3,1,1,1,2,2,1,3,10,6,2,2,0,0
