ID,Urne,QR-Code,Categorie,1 - Renover le terrain du stade de la Muette,2 - Acquerir un kiosque mobile d informations sociales pour Auteuil-Sud,3 - Nettoyer le mur des rampes du Pont de Bir-Hakeim,4 - Nettoyer les murs exterieurs du cimetiere de Passy,5 - Apaiser la circulation automobile dans le 16e,6 - Installer des preaux dans deux ecoles du 16e,7 - Aider a la renovation du domaine de Bagatelle,8 - Restaurer le monument Claude Debussy,9 - Ameliorer le cadre de vie dans le Bois de Boulogne,10 - Restaurer la Fontaine Victor Hugo,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 9a965bnzzzzb845134-364d-4133-9a965bnffd-9a965bn5c0fd0e965bn965bn50                     ,numerique,75016,Valide,3,4,3,3,1,3,3,3,4,3,10,1,0,7,2,0
 9dc19a965bn9a965bnc0-4dzz1-4d6b*yczz965bn-15zz9a965bn9dd9a965bnf3cd                     ,numerique,75016,Valide,novote,novote,novote,novote,novote,3,2,2,novote,1,4,1,2,1,0,6
 140665f9-dc19-4b1zz*y965bn53-0zz636f1b11cd                     ,numerique,75016,Valide,novote,novote,novote,novote,novote,1,1,1,novote,1,4,4,0,0,0,6
 6bzz9a965bn48450c-c845b6-48450b*y3c9*yb54f0c9a965bn965bn10f                     ,numerique,75016,Valide,3,4,2,2,2,3,3,3,2,1,10,1,4,4,1,0
 55965bnf4935-14b9-4zz965bnzz-984595-955b965bnzz965bnf965bn9a965bndf                     ,numerique,75016,Valide,1,4,1,1,2,3,1,4,2,3,10,4,2,2,2,0
 zz03zzfzz9f*y9a965bn1f-484541-9a965bn345-9845909f6bc5965bnc                     ,numerique,75016,Valide,4,4,4,4,4,4,1,1,1,4,10,3,0,0,7,0
 59a965bn9a965bn36f69-6ec1-4114-9a965bn845b0-09a965bn1bf9a965bnb36103                     ,numerique,75016,Valide,4,4,4,4,4,4,1,2,1,4,10,2,1,0,7,0
 5b169zzc1-9a965bn3ec-4b5845-8458458456-fff109a965bn1965bn0d90                     ,numerique,75016,Valide,4,1,3,3,1,2,2,3,3,3,10,2,2,5,1,0
 5845fczzzz965bn5-0e1e-49a965bnec-845845f0-54bdzz1965bnd91ff                     ,numerique,75016,Valide,3,4,2,4,4,3,4,1,3,1,10,2,1,3,4,0
 ndrmzj9a965bn965bnnmyxmtkyndg965bnmtg965bnymrlmzq1m965bnqymtuxmdm5ntg4yzgxyg== ,numerique,75016,Valide,novote,1,1,novote,1,1,novote,1,novote,1,6,6,0,0,0,4
 czz1e4dfb*y4c9-449a965bn5-9c63-c0f1bf0dzz84510                     ,numerique,75016,Valide,2,3,2,2,1,3,2,3,2,3,10,1,5,4,0,0
 965bnb845696d5-965bnbzzc-449a965bn4-9a965bn84504-965bn59f603845f9zzb                     ,numerique,75016,Valide,3,novote,2,2,1,1,3,3,2,novote,8,2,3,3,0,2
 1c9a965bn6d845b6-cdezz-435845-9101*y9cdfdc0354zz                     ,numerique,75016,Valide,1,novote,novote,novote,2,2,novote,1,novote,novote,4,2,2,0,0,6
 43d43b9845-5d59-4fe9a965bn*y0f4-f6f99a965bnd09a965bnd9e3                     ,numerique,75016,Valide,2,1,2,4,2,4,4,3,4,3,10,1,3,2,4,0
 6f94zzfzzb-ce9a965bn965bn-454f-9czz4-9a965bn5d9a965bn48454zz6f30                     ,numerique,75016,Valide,novote,novote,novote,2,novote,novote,novote,2,novote,novote,2,0,2,0,0,8
 mj9a965bn4zdbkzjm1ot9a965bn965bnmzyzytcwztc3mzyyogy5yzu5ytiymtm0ogjlyq== ,numerique,75016,Valide,4,3,3,4,4,4,2,2,3,2,10,0,3,3,4,0
 dbzz5ezzzzb-zz045-4491-845zz99a965bn-9845965bnc15d0zz150                     ,numerique,75016,Valide,4,4,4,4,4,1,4,4,4,4,10,1,0,0,9,0
 zz8456845306845-6bc4-43965bn5-845zz6f-965bnf139zz8453zzdzz6                     ,numerique,75016,Valide,3,2,3,3,2,2,3,2,3,3,10,0,4,6,0,0
 nzuxzmy3mzc3ztllmz9a965bnxnwi1yj9a965bn965bnmgqwnjuwm965bniyotizowu3od9a965bnwnw== ,numerique,75016,Valide,1,novote,novote,novote,novote,4,novote,1,3,novote,4,2,0,1,1,6
 n965bnzjztiwzmrkymixmtrmmtewzgmyzjrhmzlkzjkyyjhlnmqwmtzjyw== ,numerique,75016,Valide,novote,novote,novote,novote,1,novote,novote,1,1,1,4,4,0,0,0,6
 965bn6b0965bn965bnczz-944zz-49845zz-9a965bne49a965bn-3dzzbfe9a965bn9a965bn4965bn1d                     ,numerique,75016,Valide,1,novote,3,novote,novote,novote,novote,4,3,novote,4,1,0,2,1,6
 1zz965bn60be3*yd9e-461e-94f1-1e3845fc1845109a965bn1                     ,numerique,75016,Valide,3,2,4,4,2,1,4,3,3,4,10,1,2,3,4,0
 f4f3bc965bn4-eb9965bn-4b44-916zz-e6996f650d965bn9a965bn                     ,numerique,75016,Valide,2,novote,1,2,novote,novote,1,4,1,1,7,4,2,0,1,3
 9a965bne6e34bd-zzd63-49a965bn51-845zz0zz-zzb5d4845fzz3d16                     ,numerique,75016,Valide,2,4,2,2,1,3,2,2,1,2,10,2,6,1,1,0
 cb1845845c965bn0-c55zz-4144-845e4f-ef04346e08459a965bnf                     ,numerique,75016,Valide,3,3,4,4,4,4,4,4,2,4,10,0,1,2,7,0
 9445de60*yb845845-4340-96f1-9a965bn4e9e965bnc8455965bnezz                     ,numerique,75016,Valide,3,1,3,4,3,4,3,4,2,2,10,1,2,4,3,0
 1bb8451569-1db3-41c5-9a965bn1db-9be5943e3c6zz                     ,numerique,75016,Valide,novote,novote,novote,novote,novote,2,2,2,novote,1,4,1,3,0,0,6
 094845c093-c04c-4df1-99a965bn1845-f44zzc068459fc4                     ,numerique,75016,Valide,2,2,3,2,1,1,3,3,1,2,10,3,4,3,0,0
 69a965bndd1056-5965bn9a965bn9-466c*yfb4-d84565341zz95zzd                     ,numerique,75016,Valide,3,4,4,4,1,2,3,4,1,4,10,2,1,2,5,0
 0845965bn3965bn164-01ee-41e9a965bn-845bf3-19a965bn1e9a965bn9a965bn845965bn8453c6                     ,numerique,75016,Valide,2,4,1,1,1,3,1,1,1,1,10,7,1,1,1,0
 4zz9a965bn5feb3-845d06-400zz-9a965bnd965bn5-84595d8453845b4e9a965bnd                     ,numerique,75016,Valide,1,1,1,1,1,3,1,1,1,1,10,9,0,1,0,0
 m965bnviyjy1ythlnd9a965bnyodu3njhhyt9a965bn965bnzwi4yzkxmzcznmjlzmm3ntbmzg== ,numerique,75016,Valide,3,3,2,4,2,3,3,4,3,4,10,0,2,5,3,0
 965bn01845b99a965bn845-zz4f9a965bn-4beb-845845bf-d845zz3zz965bn043965bn9965bn                     ,numerique,75016,Valide,4,4,1,1,1,4,1,1,1,1,10,7,0,0,3,0
 96d90d0d-3f55-4d95-84559a965bnd-845zz639zz40de965bn5                     ,numerique,75016,Valide,3,2,2,4,4,1,2,2,1,2,10,2,5,1,2,0
 0c6bf0bf-8450e0-4b8451*yzz9a965bn4*y1d509a965bne0fd1965bn                     ,numerique,75016,Valide,1,4,4,4,1,3,3,4,1,3,10,3,0,3,4,0
 965bnf49d965bndb-d309-4f14-9b5965bn*y5e39a965bn99965bn53845c                     ,numerique,75016,Valide,novote,3,3,1,3,2,3,2,1,3,9,2,2,5,0,1
 9e9a965bndf0eb-845900-4965bnzzf-9444-0845ezz5036965bnf6e                     ,numerique,75016,Valide,3,4,3,4,2,4,4,4,2,4,10,0,2,2,6,0
 04845965bn6e53-666845-4ccd-845031-ce66f061b4965bn3                     ,numerique,75016,Valide,novote,novote,2,novote,2,1,novote,2,novote,novote,4,1,3,0,0,6
 9965bn8456e364-3965bn13-4965bn9f*y3f9-zz4f1109de965bne9a965bn                     ,numerique,75016,Valide,1,novote,novote,novote,4,novote,4,4,novote,novote,4,1,0,0,3,6
 1965bn965bnb09b9-e4c1-43zz9a965bn-845db9-e9a965bn4b845zzccc845e9                     ,numerique,75016,Valide,1,4,1,2,1,3,3,2,3,1,10,4,2,3,1,0
 3b9a965bn01651-e9a965bn845zz-4b4zz*ybe0-965bnf9a965bndc3bzz84561f                     ,numerique,75016,Valide,novote,4,3,4,1,novote,novote,3,3,novote,6,1,0,3,2,4
 19a965bn965bnc901c*y5845f-48455845-9a965bn9a965bn1zz-55zzdc6fczz43zz                     ,numerique,75016,Valide,2,3,2,3,3,1,3,2,3,2,10,1,4,5,0,0
 3165845cb845-658456-4953-9965bn09a965bn-4965bn909a965bnczz965bn5dzzc                     ,numerique,75016,Valide,3,4,2,novote,4,3,2,2,1,2,9,1,4,2,2,1
 c50d5319-34fc-4e09-9a965bn98459a965bn*y965bn953053e59a965bnf                     ,numerique,75016,Valide,2,novote,novote,1,novote,novote,1,1,novote,1,5,4,1,0,0,5
 684539a965bn4dfe-49a965bnbf-4143-90zz5-1965bn4zz9c965bn9965bn069                     ,numerique,75016,Valide,2,4,3,3,2,1,4,4,3,4,10,1,2,3,4,0
 ebc0c9a965bn59a965bn-9c8456-49a965bn9a965bn1-9a965bn6e5-0b9a965bn965bn9a965bn845bfzzzz1b                     ,numerique,75016,Valide,3,3,1,2,3,2,4,3,4,4,10,1,2,4,3,0
 4c9a965bn0440e-c116-4dzz9a965bn-9a965bn845965bnzz-13cd43c14dc1                     ,numerique,75016,Valide,4,3,4,4,1,4,2,4,4,4,10,1,1,1,7,0
 9a965bn965bn84546491-9ebzz-49a965bn965bn0-845cd9-3d0341c0d3d3                     ,numerique,75016,Valide,1,novote,4,4,3,novote,novote,4,novote,novote,5,1,0,1,3,5
 c845zzebe9a965bn6-4193-4845845845-8459a965bn965bn4-9db8453845b9a965bn09a965bncd                     ,numerique,75016,Valide,1,novote,novote,novote,1,1,novote,1,novote,novote,4,4,0,0,0,6
 zz9a965bnzzb3b965bn965bn-f1965bn4-4zzdc*yfe3-6ec11e965bnc8453e9a965bn                     ,numerique,75016,Valide,3,novote,novote,novote,1,novote,3,3,2,3,6,1,1,4,0,4
 ndg3ogvmytexn965bnixyzbjm965bnyzmzqyztbjytexodzlnjq3nzhmmzgznw== ,numerique,75016,Valide,3,1,1,4,3,2,2,3,1,3,10,3,2,4,1,0
 684549d9a965bn1845-400f-43zzb-845f99-845845c93584569a965bne03                     ,numerique,75016,Valide,1,3,2,2,1,2,3,3,1,3,10,3,3,4,0,0
 b5zz4439a965bnzz-c38456-4443-91zz9a965bn-845b1c965bn49a965bn9a965bn965bnb3c                     ,numerique,75016,Valide,1,3,2,3,1,3,1,2,2,3,10,3,3,4,0,0
 dzz0zz9a965bnzzfe-9a965bnfcc-43de-845cd3-4fc0ec965bn1ce965bn9a965bn                     ,numerique,75016,Valide,novote,novote,novote,novote,4,novote,1,2,1,novote,4,2,1,0,1,6
 oge3njkwmtm5ytm1ogezmtkynzg1od9a965bnzzwq0m965bnflntnmytzln965bnzjng== ,numerique,75016,Valide,4,2,2,3,1,4,4,4,3,4,10,1,2,2,5,0
 0355c9a965bn09a965bn-9a965bn1e845-4zz1845*y0c9-zze3f845d4fe03d                     ,numerique,75016,Valide,1,3,3,3,1,1,2,4,3,3,10,3,1,5,1,0
 05965bnebdd5-e693-4965bn9c*y0czz*yzz3f965bnc66b84553                     ,numerique,75016,Valide,4,1,3,1,1,2,4,3,3,3,10,3,1,4,2,0
 f05zz05965bnd-09a965bn65-4zzc845-9a965bn530-6d965bn8451009eecf                     ,numerique,75016,Valide,2,2,3,3,2,2,2,2,1,3,10,1,6,3,0,0
 fefeb1965bn845-zz363-4b9zz-9zz5965bn-6845965bn4ee49a965bnezzd3                     ,numerique,75016,Valide,3,4,2,3,2,1,3,2,2,3,10,1,4,4,1,0
 y965bnvlowizmte4ztyzn965bny1mjy1zdexywnim965bnyyyzrjogrmzti1zgqyoq== ,numerique,75016,Valide,3,3,3,3,4,3,4,4,2,4,10,0,1,5,4,0
 b04f15czz-9c94-4e965bn9-84556845-9a965bn6645965bnb93965bnd0                     ,numerique,75016,Valide,2,2,2,2,2,2,2,2,2,2,10,0,10,0,0,0
 5b559d965bnf-9a965bnce9-4845ee*yc8453*y5519a965bn965bn3f41c4                     ,numerique,75016,Valide,4,3,4,3,3,4,4,4,3,4,10,0,0,4,6,0
 6bzz55965bn4d-439b-49a965bnb1-99a965bnd965bn-06zz4609a965bnzz139f                     ,numerique,75016,Valide,2,4,novote,novote,2,novote,1,3,1,3,7,2,2,2,1,3
 e64ddd9a965bnzz-66d9-4zz0f*yczzf-cef5czzczzc6845d                     ,numerique,75016,Valide,novote,1,1,2,2,1,1,2,novote,2,8,4,4,0,0,2
 84509zze59c-e3c4-4314-8454b6*y9a965bnc965bnd400314e                     ,numerique,75016,Valide,novote,novote,2,novote,4,2,4,4,2,4,7,0,3,0,4,3
 owi5zmqwytzjndexyzhhztjjzjixmdriowiwntu4yzqzyjg3mjrkz9a965bn== ,numerique,75016,Valide,novote,4,2,1,4,novote,2,3,novote,novote,6,1,2,1,2,4
 3dfc9e8456-zz599-49a965bn1965bn*y8453b-zz0d965bnefc66b60                     ,numerique,75016,Valide,1,novote,novote,novote,1,novote,1,1,1,novote,5,5,0,0,0,5
 641965bne9a965bn0e-c0d3-490f-9a965bne15-dc4b34bbc43f                     ,numerique,75016,Valide,4,4,1,1,4,1,1,4,4,1,10,5,0,0,5,0
 1e9a965bn9a965bn1349a965bn-d845845c-4e56-9a965bne39-6106965bnzz965bn5084515                     ,numerique,75016,Valide,3,3,3,3,3,3,3,3,2,3,10,0,1,9,0,0
 ce84550d1f-46zz6-4039-909a965bne-e4d4e41965bn965bn15zz                     ,numerique,75016,Valide,2,4,1,1,2,1,3,4,1,4,10,4,2,1,3,0
 31845cdeec-fzzee-4d40-9a965bn094-559a965bnc39fff09a965bne                     ,numerique,75016,Valide,3,novote,novote,novote,1,novote,novote,3,3,novote,4,1,0,3,0,6
 be333f31-dbb965bn-40e9*y965bn845e-60zze3de845c965bnezz                     ,numerique,75016,Valide,3,3,3,4,2,3,2,4,1,4,10,1,2,4,3,0
 99a965bn0b845c5d-zz516-43zzc-940965bn-3c9a965bn9cd5ee990                     ,numerique,75016,Valide,novote,novote,novote,novote,1,novote,novote,2,novote,2,3,1,2,0,0,7
 c3965bnceb69a965bn-04965bne-4f965bnb*ycb6-zzb9a965bn99a965bne0zz0b6zz                     ,numerique,75016,Valide,1,3,1,1,4,1,1,3,1,1,10,7,0,2,1,0
 136966zz1-3b51-4563*y31d-9a965bnc965bn331eezz35b                     ,numerique,75016,Valide,1,novote,novote,novote,3,novote,novote,4,2,novote,4,1,1,1,1,6
 ezzb3f360-9a965bn4zz3-45e1-845965bneb-9a965bn30965bn1fde845fzz965bn                     ,numerique,75016,Valide,novote,novote,2,novote,novote,novote,1,1,2,novote,4,2,2,0,0,6
 965bn49a965bn54d6b-df63-48455zz-9a965bn699a965bn-51553965bne965bn1c43                     ,numerique,75016,Valide,3,4,2,2,2,2,3,3,3,2,10,0,5,4,1,0
 845zz9a965bn1f9a965bn845c-c09a965bn9-48458450-9a965bn5zz965bn-995e3965bne9413c                     ,numerique,75016,Valide,novote,4,novote,novote,2,1,3,3,novote,3,6,1,1,3,1,4
 64dfczz965bn965bn-d9a965bnb845-40f3*y53zz-6845eb965bn9d9a965bned5f                     ,numerique,75016,Valide,4,4,1,1,4,1,1,1,3,4,10,5,0,1,4,0
 351c965bn19f-84506zz-466965bn-845b15-ed9900e9a965bnf0e5                     ,numerique,75016,Valide,1,4,3,1,3,1,2,1,4,2,10,4,2,2,2,0
 19a965bne6d965bneb-f114-4605*y65845-fbd965bne1zz845d640                     ,numerique,75016,Valide,1,novote,novote,novote,novote,2,novote,3,novote,3,4,1,1,2,0,6
 49a965bn845czzc965bn1-f0f5-41e5-84549a965bn0-e965bncbf5zz65e53                     ,numerique,75016,Valide,1,novote,4,novote,novote,2,2,4,novote,novote,5,1,2,0,2,5
 ywzlmt9a965bn0ztnlzjbjogzlmwq5nzcwzge3n965bni965bnyjuzmjc0mzjinwnmmw== ,numerique,75016,Valide,2,3,novote,3,novote,2,2,3,novote,3,7,0,3,4,0,3
 fzz845eb5de-f8456965bn-4845eb*y66c-1fb1845944f9d4                     ,numerique,75016,Valide,2,3,2,3,2,2,4,4,2,4,10,0,5,2,3,0
 0965bnd118459a965bn965bn-dzz9e-4f6845-8459965bn9a965bn-4b030fbzzc5zz9a965bn                     ,numerique,75016,Valide,1,4,1,1,4,2,1,1,1,1,10,7,1,0,2,0
 zz00zze04f*yzzf9a965bn-4b09-9zzc9a965bn-993czz94845zz9a965bn1zz                     ,numerique,75016,Valide,1,novote,novote,2,1,4,2,3,1,novote,7,3,2,1,1,3
 c965bn965bn4bf9a965bn845-9a965bnc66-4b965bn965bn-9a965bnzz93-9a965bnzzfe4436cb49a965bn                     ,numerique,75016,Valide,4,novote,3,novote,1,1,novote,novote,novote,novote,4,2,0,1,1,6
 yzuyyjjkogmwowy5zmuyodg965bnmduxowuxmjg3zmu0mtrmytyxnty4ng== ,numerique,75016,Valide,novote,novote,4,4,1,novote,novote,novote,2,3,5,1,1,1,2,5
 b9zz64zz9845-9a965bn46c-4c8455-845d46*y19f984584551845cf                     ,numerique,75016,Valide,novote,1,3,novote,1,2,novote,novote,1,3,6,3,1,2,0,4
 zjmwymfjmzq0ywq965bnnmi0m965bny1nju5otqwnmi3mwu1mwi3ndk3mje1n9a965bn== ,numerique,75016,Valide,novote,novote,2,2,4,novote,novote,novote,novote,1,4,1,2,0,1,6
 ytm4nthkody0nzk0mzmyyjllzmmyntuxytblntnhztq4ytbmnwrjyw== ,numerique,75016,Valide,novote,2,4,4,1,novote,novote,novote,novote,novote,4,1,1,0,2,6
 otgzzjbhmti1ztc4ytm5njgymmriyt9a965bnynjc965bnzmm5nwm5zjy5mzq965bno9a965bn== ,numerique,75016,Valide,novote,1,1,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,6
 d0bb46965bn9-660d-49a965bnc5-9ce4-6b4414906cc5                     ,numerique,75016,Valide,1,novote,1,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,6
 845f965bnzzcccd-3ce965bn-43zz3*yfzze-4d444zzzz9a965bn384500                     ,numerique,75016,Valide,1,novote,4,novote,4,4,novote,novote,novote,novote,4,1,0,0,3,6
 y965bnnkmdi1zgyynzuwy965bnnkzmnimdhhntm0mjuynzrjmtdkodjlmzk0nw== ,numerique,75016,Valide,novote,novote,1,1,1,novote,novote,novote,1,novote,4,4,0,0,0,6
 5cc965bn965bnd6965bn-5fe9a965bn-45f845*yzz965bnc-e4czz965bn69169a965bn69a965bn                     ,numerique,75016,Valide,novote,2,3,4,1,2,novote,novote,novote,novote,5,1,2,1,1,5
 odhmogmyytmwmwixoty5ndjjngzhyzq4y965bnyzyznjndu0zmy3owu965bnyg== ,numerique,75016,Valide,novote,novote,1,novote,1,novote,novote,novote,1,1,4,4,0,0,0,6
 ngm4yjfkmgyzmj9a965bn5odlmmdu4od9a965bnxmty4yzm965bnymu0mmu1nmjjmguyn9a965bn== ,numerique,75016,Valide,novote,novote,1,novote,1,novote,1,novote,1,novote,4,4,0,0,0,6
 dbdccb965bnc-845bf9-464965bn-9e965bnc-84596845845dee8454de                     ,numerique,75016,Valide,1,novote,3,3,novote,novote,novote,novote,4,novote,4,1,0,2,1,6
 zz6e9a965bn9b9a965bne-zzc99a965bn-46c1-9359*y9a965bn5f965bn965bndf5cc9                     ,numerique,75016,Valide,3,1,3,3,2,1,2,novote,3,novote,8,2,2,4,0,2
 ymvimzuxn965bnu5n965bnnimwm0zdy3zde4ytg0zddlnjnlodu0nmy5njy1z9a965bn== ,numerique,75016,Valide,novote,3,2,4,4,2,2,novote,1,2,8,1,4,1,2,2
 f3f9a965bndezz965bn-zz146-4c35-9a965bn965bnb0-845bfe6dfb03f3                     ,numerique,75016,Valide,novote,novote,1,1,1,novote,novote,novote,novote,1,4,4,0,0,0,6
 ogi1zwjhntvhntyzotu5mmrjnwy1zjuwywu965bnnwy0m965bniyzte0ndfmz9a965bn== ,numerique,75016,Valide,novote,3,1,2,2,novote,3,novote,novote,novote,5,1,2,2,0,5
 zzd1zzzz18451-906f-4441-9a965bnc965bn4-049c9a965bn100d1e9                     ,numerique,75016,Valide,novote,novote,1,2,novote,novote,2,novote,1,novote,4,2,2,0,0,6
 ogvjotk965bnymrimzvlzde5mzyxzdfhzwvizmnmmgy965bnytdlm965bnixzdbjyq== ,numerique,75016,Valide,novote,novote,2,novote,2,1,novote,novote,novote,novote,3,1,2,0,0,7
 e99a965bn940b965bn-5965bn965bnf-4965bn9zz-84505f-965bn9a965bnzz4ezz9a965bn8454845zzd                     ,numerique,75016,Valide,3,3,3,2,4,novote,3,novote,3,2,8,0,2,5,1,2
 49a965bnc451845965bn-f9a965bn61-4bc9-9df965bn-e44ed6ce965bndzz5                     ,numerique,75016,Valide,novote,novote,1,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
 3d19a965bn415845-c5d3-4b5f-9dce-55965bnzzdf845fcc9a965bn3                     ,numerique,75016,Valide,novote,novote,4,novote,novote,4,3,novote,novote,novote,3,0,0,1,2,7
 zz063zz66965bn-9fzz9a965bn-49a965bnb9a965bn*ye6f-96630zz64965bn4d5                     ,numerique,75016,Valide,novote,4,4,4,1,3,2,novote,4,4,8,1,1,1,5,2
 9b965bn95450-8451zz4-4e16-84511e-f6e699zz3b38459                     ,numerique,75016,Valide,2,novote,3,4,1,1,4,novote,1,4,8,3,1,1,3,2
 ec9a965bnfb9ezz-9a965bn590-45d4*yd9f-5cc456965bnc1zz99a965bn                     ,numerique,75016,Valide,1,novote,1,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,6
 1b1584584549a965bn-6ezz9-48459a965bn5-9a965bn1zz0-6c619d4dcf965bn0                     ,numerique,75016,Valide,novote,1,3,3,3,1,2,novote,2,novote,7,2,2,3,0,3
 b9b06965bndd-55c845-45fb-9440-9a965bnc1965bn965bn0bc10965bnb                     ,numerique,75016,Valide,novote,novote,1,2,novote,novote,novote,novote,2,novote,3,1,2,0,0,7
 e9a965bn5e965bn9a965bn91-99845b-4d19-9a965bnc06-zz05zz099910zz5                     ,numerique,75016,Valide,novote,novote,2,novote,novote,novote,novote,novote,novote,novote,1,0,1,0,0,9
 b0zz965bn965bn1965bn6-c5f5-49a965bne5-9f5965bn-55zz9a965bndfzzzz845e3c                     ,numerique,75016,Valide,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 b965bn55e8459e-cc59a965bn-4zz1f-8456e9-eeb433fbe5b845                     ,numerique,75016,Valide,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 19a965bnfzz5f9a965bn3-e9a965bn54-4c10*ycbc-965bnb6fzz965bn91965bn9a965bn1zz                     ,numerique,75016,Valide,novote,novote,1,novote,1,novote,novote,novote,novote,novote,2,2,0,0,0,8
 c9a965bn05cd9845-845ccd-4419a965bn-8455c845-46ezzc9a965bn03965bnzz9d                     ,numerique,75016,Valide,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 9a965bn1361dd5-69965bnb-419a965bn1-90965bn6-d6d6fb965bnf9a965bned5                     ,numerique,75016,Valide,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 yzk5mmuym965bnexogjingq0owixntm1mdi4zt9a965bn5zjm1y965bny965bnyzdkndq965bnz9a965bn== ,numerique,75016,Valide,novote,novote,1,novote,2,novote,novote,novote,novote,novote,2,1,1,0,0,8
 0965bn9965bn965bn965bnd0-845611-4zzc6*yb34-c15fzz6904335                     ,numerique,75016,Valide,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 zz95d9a965bndff-09a965bncd-4b59a965bn-9a965bne3965bn-919a965bnb965bnd8453d5cb                     ,numerique,75016,Valide,novote,novote,2,novote,novote,2,2,novote,2,novote,4,0,4,0,0,6
 bf0d599a965bn5-6965bn3845-4845dzz-845fzz1-965bnccbce411d845d                     ,numerique,75016,Valide,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 bf965bnf5c9a965bn3-8451fe-4zzb965bn-94e3-de5fcbe4ee845zz                     ,numerique,75016,Valide,3,novote,2,2,2,novote,1,novote,1,novote,6,2,3,1,0,4
 965bnded9a965bn49a965bn965bn-06965bnb-4965bn4c-91c4-9a965bnzzb6e9a965bn35d1zz9a965bn                     ,numerique,75016,Valide,novote,novote,2,1,2,novote,2,novote,novote,novote,4,1,3,0,0,6
 4ce9a965bnc68459a965bn*y0d3-40965bnb-9a965bnc965bnc-658453zz3c384536965bn                     ,numerique,75016,Valide,1,novote,2,novote,1,novote,novote,novote,1,novote,4,3,1,0,0,6
 54031965bnbc-dfczz-469c-960965bn-3684509a965bn98459b965bn09a965bn                     ,numerique,75016,Valide,3,novote,2,novote,2,novote,2,novote,2,novote,5,0,4,1,0,5
 9bdee4965bn0-e9cc-4zzb9a965bn-9a965bn9zz845-965bn6zz1cczzb84594c                     ,numerique,75016,Valide,2,novote,1,novote,novote,novote,1,novote,novote,novote,3,2,1,0,0,7
 6f30c566-9a965bn063-4b965bn4-9366-965bn965bndb6965bnd0e4d5                     ,numerique,75016,Valide,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 965bnzz5d468451-6951-43ef-8455db-ce684560b05bfd                     ,numerique,75016,Valide,novote,1,1,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,6
 433zzzz0cd-99zzzz-4353-9f50-f511e50499a965bnc0                     ,numerique,75016,Valide,1,novote,1,1,1,1,novote,novote,1,1,7,7,0,0,0,3
 bzz50dcfd-965bn845965bnb-4dzzc-9a965bn9d965bn-6f965bnfb965bn139d43                     ,numerique,75016,Valide,3,novote,3,4,novote,2,novote,novote,novote,2,5,0,2,2,1,5
 9a965bn965bn9011c5*yzzc6-40zz965bn*y0ef-1b0e9zz1f50zzf                     ,numerique,75016,Valide,1,novote,2,novote,2,novote,novote,novote,2,novote,4,1,3,0,0,6
 965bn3zz9a965bnezz965bn0-6663-4c965bne-9a965bn14b-5e9f965bn19a965bndzz845zz4                     ,numerique,75016,Valide,4,4,2,1,novote,novote,novote,novote,novote,4,5,1,1,0,3,5
 ed9f6cdd-3ecd-433c-845ec9a965bn-c5zzc84594965bnc68454                     ,numerique,75016,Valide,1,4,3,novote,novote,novote,4,novote,novote,novote,4,1,0,1,2,6
 0845bd965bn5f4-503e-45ee-901e-e149b661zzcf1                     ,numerique,75016,Valide,novote,2,4,3,novote,novote,novote,novote,2,novote,4,0,2,1,1,6
 8458451e545e-d58451-49a965bn965bnzz-9a965bn3965bn9-9zz4f3zzd845084515                     ,numerique,75016,Valide,novote,novote,1,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
 1f5bd61845-zz5c5-4c49*y099-zzf59a965bnbf0e965bn965bn6965bn                     ,numerique,75016,Valide,novote,novote,1,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
 e9a965bn519a965bnffc-4d4e-43db-9d41*y31845d3c1df5f                     ,numerique,75016,Valide,1,novote,3,novote,novote,novote,novote,novote,2,3,4,1,1,2,0,6
 eddd069a965bne-9a965bn9a965bnd1-4ebf-96845f-9a965bn4c3deb5bf6e                     ,numerique,75016,Valide,1,novote,2,2,novote,novote,novote,novote,novote,2,4,1,3,0,0,6
 3c965bn9845649a965bn-f965bn5zz-46d5*y5b845-619965bn845451bb9a965bn9a965bn                     ,numerique,75016,Valide,novote,novote,1,2,2,novote,novote,novote,2,novote,4,1,3,0,0,6
 eeeb9b15-969a965bn3-4d9a965bn3-90zzf-c965bn599a965bnc3bf109a965bn                     ,numerique,75016,Valide,novote,novote,1,novote,novote,1,novote,novote,1,1,4,4,0,0,0,6
