ID,Urne,QR-Code,Categorie,1 - Moderniser les salles d escrime du gymnase Buffault,2 - Reinventer la maison pour tous YMCA de la rue de Trevise,3 - Installer des radars pedagogiques,4 - Diversifier les commerces dans le quartier Pigalle,5 - Ameliorer le confort des usagers du Conservatoire Boulanger,6 - Creer un parcours patrimonial grace a des QR codes,7 - Restaurer les publicites peintes de la rue des Martyrs,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
4009,U09-002,2022AR09A,Valide,2,1,1,1,1,2,2,7,4,3,0,0,0
4015,U09-002,2022AR09A,Valide,novote,2,2,1,1,1,1,6,4,2,0,0,1
4017,U09-002,2022AR09A,Valide,1,1,1,2,1,1,1,7,6,1,0,0,0
4019,U09-002,2022AR09A,Valide,1,novote,novote,1,1,1,novote,4,4,0,0,0,3
4023,U09-002,2022AR09A,Valide,3,1,2,3,1,novote,1,6,3,1,2,0,1
4026,U09-002,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
4028,U09-002,2022AR09A,Valide,4,4,1,4,4,2,4,7,1,1,0,5,0
4030,U09-002,2022AR09A,Valide,3,1,3,1,novote,novote,3,5,2,0,3,0,2
4031,U09-002,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
4032,U09-002,2022AR09A,Valide,1,1,2,3,2,2,2,7,2,4,1,0,0
4034,U09-002,2022AR09A,Valide,novote,2,1,2,1,novote,novote,4,2,2,0,0,3
4036,U09-002,2022AR09B,Valide,novote,1,3,2,1,3,2,6,2,2,2,0,1
4038,U09-002,2022AR09A,Nul,3,novote,novote,3,1,novote,novote,3,1,0,2,0,4
4041,U09-002,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
4043,U09-002,2022AR09A,Valide,1,1,4,1,1,1,1,7,6,0,0,1,0
4044,U09-002,2022AR09A,Valide,3,2,1,1,2,3,3,7,2,2,3,0,0
4046,U09-002,2022AR09A,Valide,2,2,1,1,1,2,2,7,3,4,0,0,0
4048,U09-002,2022AR09A,Valide,3,novote,novote,4,1,3,novote,4,1,0,2,1,3
4053,U09-002,2022AR09A,Valide,4,2,1,2,2,2,1,7,2,4,0,1,0
4054,U09-002,2022AR09A,Valide,novote,novote,1,novote,2,1,2,4,2,2,0,0,3
4055,U09-002,2022AR09A,Valide,novote,1,1,4,novote,novote,1,4,3,0,0,1,3
4056,U09-002,2022AR09A,Valide,novote,1,2,novote,novote,2,1,4,2,2,0,0,3
4057,U09-002,2022AR09A,Valide,1,1,2,1,1,novote,1,6,5,1,0,0,1
4059,U09-002,2022AR09A,Valide,1,1,4,4,4,4,1,7,3,0,0,4,0
4065,U09-002,2022AR09A,Valide,2,1,2,3,2,4,1,7,2,3,1,1,0
4067,U09-002,2022AR09A,Valide,1,novote,4,1,1,4,1,6,4,0,0,2,1
4068,U09-002,2022AR09A,Valide,novote,novote,2,1,1,novote,1,4,3,1,0,0,3
4074,U09-002,2022AR09A,Valide,3,2,2,2,2,2,1,7,1,5,1,0,0
4075,U09-002,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
4083,U09-002,2022AR09A,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
4086,U09-002,2022AR09A,Valide,1,novote,1,1,novote,novote,1,4,4,0,0,0,3
4088,U09-002,2022AR09A,Valide,novote,1,1,1,1,novote,novote,4,4,0,0,0,3
4089,U09-002,2022AR09A,Valide,3,2,1,1,1,novote,novote,5,3,1,1,0,2
4090,U09-002,2022AR09A,Valide,novote,novote,1,1,1,novote,1,4,4,0,0,0,3
4091,U09-002,2022AR09A,Valide,1,1,1,novote,1,novote,novote,4,4,0,0,0,3
4094,U09-002,2022AR09A,Valide,novote,3,2,novote,novote,2,2,4,0,3,1,0,3
4095,U09-002,2022AR09A,Valide,2,1,1,2,1,novote,novote,5,3,2,0,0,2
4096,U09-002,2022AR09A,Valide,2,4,4,4,1,4,3,7,1,1,1,4,0
4097,U09-002,2022AR09A,Valide,2,1,2,2,3,3,3,7,1,3,3,0,0
4098,U09-002,2022AR09B,Valide,novote,1,novote,4,2,novote,3,4,1,1,1,1,3
4099,U09-002,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
4103,U09-002,2022AR09A,Valide,novote,1,1,2,1,1,2,6,4,2,0,0,1
4104,U09-002,2022AR09A,Valide,3,2,2,2,1,3,3,7,1,3,3,0,0
4106,U09-002,2022AR09A,Valide,3,1,2,4,3,2,1,7,2,2,2,1,0
4108,U09-002,2022AR09A,Valide,2,1,4,4,1,4,4,7,2,1,0,4,0
4111,U09-002,2022AR09A,Valide,1,novote,1,novote,1,novote,1,4,4,0,0,0,3
4113,U09-002,2022AR09A,Valide,novote,1,novote,1,1,novote,1,4,4,0,0,0,3
4120,U09-002,2022AR09A,Valide,2,2,2,4,2,novote,1,6,1,4,0,1,1
4125,U09-002,2022AR09A,Valide,novote,1,1,1,1,1,1,6,6,0,0,0,1
4128,U09-002,2022AR09A,Valide,novote,1,1,novote,novote,1,1,4,4,0,0,0,3
4130,U09-002,2022AR09A,Valide,3,1,3,2,2,2,2,7,1,4,2,0,0
4131,U09-002,2022AR09A,Valide,1,1,1,2,1,3,2,7,4,2,1,0,0
4134,U09-002,2022AR09A,Valide,4,4,4,3,1,4,4,7,1,0,1,5,0
4136,U09-002,2022AR09A,Valide,1,1,1,novote,1,novote,novote,4,4,0,0,0,3
4137,U09-002,2022AR09A,Valide,2,1,2,3,3,2,1,7,2,3,2,0,0
4138,U09-002,2022AR09A,Valide,2,2,1,1,1,2,1,7,4,3,0,0,0
4140,U09-002,2022AR09A,Valide,novote,novote,1,1,1,2,1,5,4,1,0,0,2
4143,U09-002,2022AR09A,Valide,3,3,1,1,1,3,2,7,3,1,3,0,0
4144,U09-002,2022AR09A,Valide,1,1,1,4,1,novote,1,6,5,0,0,1,1
4145,U09-002,2022AR09A,Valide,novote,novote,2,2,2,novote,2,4,0,4,0,0,3
4146,U09-002,2022AR09A,Valide,novote,novote,1,1,2,4,1,5,3,1,0,1,2
4147,U09-002,2022AR09A,Valide,novote,2,2,2,2,novote,novote,4,0,4,0,0,3
4151,U09-002,2022AR09A,Valide,2,1,1,2,2,2,3,7,2,4,1,0,0
4152,U09-002,2022AR09A,Valide,2,1,3,2,novote,novote,novote,4,1,2,1,0,3
4156,U09-002,2022AR09A,Valide,novote,novote,1,novote,1,2,2,4,2,2,0,0,3
4160,U09-002,2022AR09A,Valide,novote,1,1,1,1,1,1,6,6,0,0,0,1
4162,U09-002,2022AR09A,Valide,3,4,2,3,1,2,2,7,1,3,2,1,0
4163,U09-002,2022AR09A,Valide,2,1,2,2,1,2,2,7,2,5,0,0,0
4165,U09-002,2022AR09A,Valide,4,1,4,4,4,4,1,7,2,0,0,5,0
4171,U09-002,2022AR09A,Valide,1,novote,1,novote,1,novote,1,4,4,0,0,0,3
4173,U09-002,2022AR09A,Valide,novote,2,1,novote,2,2,2,5,1,4,0,0,2
4174,U09-002,2022AR09A,Valide,2,2,4,4,1,2,4,7,1,3,0,3,0
4175,U09-002,2022AR09A,Valide,3,1,novote,1,1,1,1,6,5,0,1,0,1
4177,U09-002,2022AR09A,Valide,4,4,3,4,1,4,4,7,1,0,1,5,0
4178,U09-002,2022AR09A,Valide,3,1,novote,2,novote,novote,3,4,1,1,2,0,3
4179,U09-002,2022AR09A,Valide,1,3,4,1,2,3,1,7,3,1,2,1,0
4182,U09-002,2022AR09A,Nul,novote,1,novote,novote,2,novote,novote,2,1,1,0,0,5
4183,U09-002,2022AR09A,Valide,novote,1,1,1,novote,1,novote,4,4,0,0,0,3
4184,U09-002,2022AR09A,Nul,1,4,3,1,1 4,4,4,6,2,0,1,3,0
4186,U09-002,2022AR09A,Valide,1,1,4,1,novote,novote,novote,4,3,0,0,1,3
4194,U09-002,2022AR09B,Valide,novote,novote,1,novote,1,3,3,4,2,0,2,0,3
4195,U09-002,2022AR09A,Valide,2,1,4,4,1,novote,3,6,2,1,1,2,1
4196,U09-002,2022AR09A,Valide,4,4,4,1,3,2,1,7,2,1,1,3,0
4198,U09-002,2022AR09A,Valide,4,1,4,4,4,2,4,7,1,1,0,5,0
4199,U09-002,2022AR09A,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
4200,U09-002,2022AR09A,Valide,2,novote,2,2,novote,2,2,5,0,5,0,0,2
4201,U09-002,2022AR09A,Valide,1,1,1,novote,1,1,1,6,6,0,0,0,1
4203,U09-002,2022AR09A,Valide,2,novote,2,1,novote,1,4,5,2,2,0,1,2
4204,U09-002,2022AR09A,Valide,novote,1,novote,novote,4,4,4,4,1,0,0,3,3
4206,U09-002,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
4208,U09-002,2022AR09A,Valide,1,1,2,2,novote,1,1,6,4,2,0,0,1
4215,U09-002,2022AR09A,Valide,2,1,1,1,2,1,1,7,5,2,0,0,0
4219,U09-002,2022AR09A,Nul,novote,1,novote,novote,2,novote,1,3,2,1,0,0,4
4221,U09-002,2022AR09A,Valide,3,2,1,3,2,1,4,7,2,2,2,1,0
4223,U09-002,2022AR09A,Valide,novote,1,1,1,2,1,2,6,4,2,0,0,1
4231,U09-002,2022AR09A,Valide,novote,novote,3,3,1,novote,3,4,1,0,3,0,3
4233,U09-002,2022AR09A,Valide,2,1,1,1,2,2,1,7,4,3,0,0,0
4243,U09-002,2022AR09A,Valide,novote,4,2,4,1,3,2,6,1,2,1,2,1
4245,U09-002,2022AR09A,Nul,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,6
4251,U09-002,2022AR09A,Valide,1,1,1,1,novote,novote,novote,4,4,0,0,0,3
4256,U09-002,2022AR09A,Valide,2,2,4,3,1,4,2,7,1,3,1,2,0
4258,U09-002,2022AR09A,Valide,novote,novote,novote,2,2,1,2,4,1,3,0,0,3
4262,U09-002,2022AR09A,Valide,novote,novote,2,1,1,1,novote,4,3,1,0,0,3
4265,U09-002,2022AR09A,Valide,1,novote,1,1,1,novote,1,5,5,0,0,0,2
4266,U09-002,2022AR09A,Valide,4,4,1,4,1,1,4,7,3,0,0,4,0
4268,U09-002,2022AR09A,Valide,4,3,1,1,1,4,2,7,3,1,1,2,0
4270,U09-002,2022AR09A,Valide,1,1,1,2,2,3,2,7,3,3,1,0,0
4272,U09-002,2022AR09A,Valide,novote,4,4,4,1,novote,novote,4,1,0,0,3,3
4274,U09-002,2022AR09A,Valide,1,3,1,1,2,1,1,7,5,1,1,0,0
4282,U09-002,2022AR09A,Valide,3,1,3,2,1,1,3,7,3,1,3,0,0
4286,U09-002,2022AR09A,Valide,3,3,1,1,3,2,2,7,2,2,3,0,0
4288,U09-002,2022AR09A,Valide,novote,1,2,1,2,2,4,6,2,3,0,1,1
4290,U09-002,2022AR09A,Valide,novote,1,1,novote,1,novote,1,4,4,0,0,0,3
4296,U09-002,2022AR09A,Valide,3,1,1,3,3,2,3,7,2,1,4,0,0
4300,U09-002,2022AR09A,Valide,2,1,1,2,2,2,3,7,2,4,1,0,0
4309,U09-002,2022AR09A,Valide,2,1,1,3,2,2,1,7,3,3,1,0,0
4311,U09-002,2022AR09A,Valide,4,1,4,4,4,4,4,7,1,0,0,6,0
4314,U09-002,2022AR09A,Valide,3,1,4,2,1,4,2,7,2,2,1,2,0
4318,U09-002,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
4329,U09-002,2022AR09A,Valide,2,2,1,1,1,2,1,7,4,3,0,0,0
4336,U09-002,2022AR09A,Valide,2,1,2,2,2,novote,3,6,1,4,1,0,1
4338,U09-002,2022AR09A,Valide,3,2,1,1,3,1,2,7,3,2,2,0,0
4342,U09-002,2022AR09A,Valide,1,novote,1,1,1,novote,novote,4,4,0,0,0,3
4345,U09-002,2022AR09A,Valide,4,4,1,1,3,1,2,7,3,1,1,2,0
4352,U09-002,2022AR09A,Nul,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,6
4364,U09-002,2022AR09A,Valide,2,1,1,1,2,1,2,7,4,3,0,0,0
4370,U09-002,2022AR09A,Valide,novote,2,novote,novote,2,4,1,4,1,2,0,1,3
4372,U09-002,2022AR09A,Valide,novote,2,2,1,2,novote,2,5,1,4,0,0,2
4374,U09-002,2022AR09A,Valide,novote,4,1,1,1,2,3,6,3,1,1,1,1
4375,U09-002,2022AR09A,Valide,novote,novote,4,novote,1,4,4,4,1,0,0,3,3
4377,U09-002,2022AR09A,Valide,3,1,3,1,1,3,1,7,4,0,3,0,0
4380,U09-002,2022AR09A,Valide,3,2,2,3,2,3,3,7,0,3,4,0,0
4387,U09-002,2022AR09A,Valide,1,1,1,1,1,novote,1,6,6,0,0,0,1
4391,U09-002,2022AR09A,Valide,1,1,1,1,novote,novote,novote,4,4,0,0,0,3
4396,U09-002,2022AR09A,Valide,1,3,1,1,1,1,4,7,5,0,1,1,0
4404,U09-002,2022AR09A,Valide,3,1,4,4,3,4,3,7,1,0,3,3,0
4410,U09-002,2022AR09A,Valide,3,3,3,4,2,2,1,7,1,2,3,1,0
4412,U09-002,2022AR09A,Valide,2,2,3,1,4,1,1,7,3,2,1,1,0
4421,U09-002,2022AR09B,Valide,1,1,4,2,2,3,3,7,2,2,2,1,0
4440,U09-002,2022AR09A,Valide,novote,1,novote,1,2,2,novote,4,2,2,0,0,3
4445,U09-002,2022AR09A,Valide,1,2,2,1,3,1,1,7,4,2,1,0,0
4448,U09-002,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
4457,U09-002,2022AR09A,Valide,novote,1,3,2,novote,3,novote,4,1,1,2,0,3
4459,U09-002,2022AR09A,Valide,novote,novote,3,2,1,novote,2,4,1,2,1,0,3
4461,U09-002,2022AR09B,Valide,novote,1,2,4,2,1,1,6,3,2,0,1,1
4467,U09-002,2022AR09A,Valide,4,2,novote,3,4,1,2,6,1,2,1,2,1
4472,U09-002,2022AR09A,Valide,1,novote,1,novote,1,novote,1,4,4,0,0,0,3
4476,U09-002,2022AR09A,Valide,4,1,1,2,4,3,2,7,2,2,1,2,0
4481,U09-002,2022AR09A,Valide,novote,novote,2,novote,1,4,4,4,1,1,0,2,3
4487,U09-002,2022AR09A,Valide,3,2,3,1,3,1,2,7,2,2,3,0,0
4491,U09-002,2022AR09A,Valide,1,2,3,2,2,3,2,7,1,4,2,0,0
4498,U09-002,2022AR09A,Valide,1,1,1,novote,novote,1,novote,4,4,0,0,0,3
4501,U09-002,2022AR09A,Valide,3,3,3,3,3,3,3,7,0,0,7,0,0
4503,U09-002,2022AR09A,Valide,3,novote,3,3,novote,novote,1,4,1,0,3,0,3
4512,U09-002,2022AR09A,Valide,1,1,1,1,1,novote,1,6,6,0,0,0,1
4514,U09-002,2022AR09A,Valide,2,2,novote,novote,1,novote,2,4,1,3,0,0,3
4516,U09-002,2022AR09A,Valide,novote,1,1,3,1,3,2,6,3,1,2,0,1
4518,U09-002,2022AR09A,Valide,novote,1,1,1,1,novote,2,5,4,1,0,0,2
4520,U09-002,2022AR09A,Valide,1,1,novote,novote,1,novote,1,4,4,0,0,0,3
4524,U09-002,2022AR09A,Valide,1,novote,1,novote,1,1,novote,4,4,0,0,0,3
4526,U09-002,2022AR09A,Valide,2,1,1,novote,1,novote,2,5,3,2,0,0,2
4528,U09-002,2022AR09A,Valide,novote,1,1,1,1,novote,1,5,5,0,0,0,2
4532,U09-002,2022AR09A,Valide,1,2,2,4,1,4,4,7,2,2,0,3,0
4534,U09-002,2022AR09A,Valide,3,1,1,4,3,4,4,7,2,0,2,3,0
4546,U09-002,2022AR09A,Valide,2,1,2,3,2,4,1,7,2,3,1,1,0
4550,U09-002,2022AR09A,Valide,novote,2,1,1,novote,1,novote,4,3,1,0,0,3
4556,U09-002,2022AR09A,Valide,2,4,1,1,1,3,1,7,4,1,1,1,0
4558,U09-002,2022AR09A,Valide,novote,1,novote,1,1,novote,1,4,4,0,0,0,3
4564,U09-002,2022AR09A,Valide,3,3,3,3,novote,novote,novote,4,0,0,4,0,3
4570,U09-002,2022AR09A,Valide,1,3,novote,2,3,novote,1,5,2,1,2,0,2
4572,U09-002,2022AR09A,Valide,3,1,3,3,1,3,2,7,2,1,4,0,0
4574,U09-002,2022AR09A,Valide,3,1,1,3,3,2,4,7,2,1,3,1,0
4579,U09-002,2022AR09A,Valide,3,3,3,1,3,4,1,7,2,0,4,1,0
4589,U09-002,2022AR09A,Valide,novote,1,novote,1,1,novote,1,4,4,0,0,0,3
4591,U09-002,2022AR09A,Valide,3,2,3,3,2,3,2,7,0,3,4,0,0
4593,U09-002,2022AR09A,Valide,3,1,1,3,1,2,3,7,3,1,3,0,0
4608,U09-002,2022AR09A,Valide,4,1,4,4,novote,novote,novote,4,1,0,0,3,3
4609,U09-002,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
4612,U09-002,2022AR09A,Valide,novote,2,1,2,2,1,3,6,2,3,1,0,1
4614,U09-002,2022AR09A,Valide,3,3,4,2,4,4,2,7,0,2,2,3,0
4616,U09-002,2022AR09A,Valide,novote,2,1,1,novote,1,novote,4,3,1,0,0,3
4619,U09-002,2022AR09A,Valide,3,1,1,1,1,2,1,7,5,1,1,0,0
4621,U09-002,2022AR09A,Valide,4,4,4,3,1,4,4,7,1,0,1,5,0
4623,U09-002,2022AR09A,Valide,3,3,2,4,1,2,2,7,1,3,2,1,0
4627,U09-002,2022AR09A,Valide,2,2,3,1,2,3,1,7,2,3,2,0,0
4638,U09-002,2022AR09A,Valide,2,1,2,2,3,4,2,7,1,4,1,1,0
4640,U09-002,2022AR09A,Valide,1,1,2,1,1,1,1,7,6,1,0,0,0
4644,U09-002,2022AR09A,Valide,2,2,4,1,2,4,1,7,2,3,0,2,0
4649,U09-002,2022AR09A,Valide,3,2,2,1,novote,novote,novote,4,1,2,1,0,3
4651,U09-002,2022AR09A,Valide,1,1,4,3,2,1,1,7,4,1,1,1,0
4659,U09-002,2022AR09A,Valide,novote,2,1,novote,1,novote,2,4,2,2,0,0,3
4661,U09-002,2022AR09A,Valide,2,1,4,1,1,3,1,7,4,1,1,1,0
4665,U09-002,2022AR09A,Valide,novote,novote,novote,1,1,4,4,4,2,0,0,2,3
4667,U09-002,2022AR09A,Nul,novote,1,novote,novote,2,novote,4,3,1,1,0,1,4
4673,U09-002,2022AR09A,Valide,novote,2,novote,1,2,1,novote,4,2,2,0,0,3
4677,U09-002,2022AR09A,Valide,novote,novote,1,1,2,2,2,5,2,3,0,0,2
4679,U09-002,2022AR09A,Valide,novote,2,1,1,1,novote,1,5,4,1,0,0,2
4681,U09-002,2022AR09A,Valide,4,2,2,3,2,2,2,7,0,5,1,1,0
4682,U09-002,2022AR09A,Valide,1,2,2,2,1,3,2,7,2,4,1,0,0
4686,U09-002,2022AR09A,Valide,novote,1,novote,1,3,novote,1,4,3,0,1,0,3
4688,U09-002,2022AR09A,Valide,novote,1,1,1,novote,novote,1,4,4,0,0,0,3
4690,U09-002,2022AR09A,Valide,novote,2,2,2,1,novote,novote,4,1,3,0,0,3
4692,U09-002,2022AR09A,Valide,1,2,2,1,2,2,2,7,2,5,0,0,0
4696,U09-002,2022AR09A,Valide,2,1,2,2,1,3,2,7,2,4,1,0,0
4700,U09-002,2022AR09A,Valide,novote,1,4,novote,2,4,1,5,2,1,0,2,2
4711,U09-002,2022AR09A,Valide,novote,novote,1,novote,2,2,2,4,1,3,0,0,3
4713,U09-002,2022AR09A,Valide,4,1,4,3,4,4,4,7,1,0,1,5,0
4720,U09-002,2022AR09A,Valide,novote,2,3,1,1,1,1,6,4,1,1,0,1
4730,U09-002,2022AR09A,Nul,novote,novote,novote,novote,novote,1,1,2,2,0,0,0,5
4732,U09-002,2022AR09A,Valide,novote,1,1,4,novote,novote,1,4,3,0,0,1,3
4741,U09-002,2022AR09A,Valide,novote,novote,1,1,1,novote,1,4,4,0,0,0,3
4745,U09-002,2022AR09A,Valide,novote,1,1,1,novote,2,2,5,3,2,0,0,2
4749,U09-002,2022AR09A,Valide,2,1,1,1,2,2,1,7,4,3,0,0,0
4753,U09-002,2022AR09A,Valide,novote,novote,4,1,novote,4,4,4,1,0,0,3,3
4755,U09-002,2022AR09A,Valide,novote,1,novote,1,novote,1,1,4,4,0,0,0,3
4761,U09-002,2022AR09A,Valide,4,1,4,4,4,4,4,7,1,0,0,6,0
4767,U09-002,2022AR09A,Valide,2,2,4,1,2,4,1,7,2,3,0,2,0
4770,U09-002,2022AR09A,Valide,1,novote,1,novote,1,novote,1,4,4,0,0,0,3
4776,U09-002,2022AR09A,Valide,3,1,1,1,1,1,1,7,6,0,1,0,0
4780,U09-002,2022AR09A,Valide,novote,1,1,1,1,novote,novote,4,4,0,0,0,3
4784,U09-002,2022AR09A,Valide,2,1,3,3,2,3,1,7,2,2,3,0,0
4786,U09-002,2022AR09A,Valide,novote,1,1,novote,1,1,2,5,4,1,0,0,2
4790,U09-002,2022AR09A,Valide,2,3,1,3,1,4,1,7,3,1,2,1,0
4792,U09-002,2022AR09A,Valide,novote,1,1,2,2,2,2,6,2,4,0,0,1
4796,U09-002,2022AR09A,Valide,novote,4,novote,2,1,novote,4,4,1,1,0,2,3
4798,U09-002,2022AR09A,Valide,novote,novote,1,2,2,2,1,5,2,3,0,0,2
4802,U09-002,2022AR09A,Valide,3,2,1,1,2,3,2,7,2,3,2,0,0
4817,U09-002,2022AR09A,Valide,3,4,4,4,2,1,1,7,2,1,1,3,0
4827,U09-002,2022AR09A,Valide,1,1,1,1,novote,novote,novote,4,4,0,0,0,3
4834,U09-002,2022AR09A,Valide,1,1,1,2,1,3,3,7,4,1,2,0,0
4837,U09-002,2022AR09A,Nul,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,6
4844,U09-002,2022AR09A,Valide,novote,novote,1,1,1,novote,1,4,4,0,0,0,3
4850,U09-002,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
4857,U09-002,2022AR09A,Valide,novote,2,novote,1,novote,2,1,4,2,2,0,0,3
4862,U09-002,2022AR09A,Valide,2,2,4,4,2,2,3,7,0,4,1,2,0
4867,U09-002,2022AR09A,Valide,1,1,3,1,3,2,4,7,3,1,2,1,0
4870,U09-002,2022AR09A,Valide,novote,1,3,novote,2,novote,3,4,1,1,2,0,3
4874,U09-002,2022AR09A,Valide,2,3,4,2,1,4,2,7,1,3,1,2,0
4879,U09-002,2022AR09A,Valide,2,3,1,4,1,1,3,7,3,1,2,1,0
4884,U09-002,2022AR09A,Valide,4,1,1,2,2,3,1,7,3,2,1,1,0
4886,U09-002,2022AR09A,Valide,1,1,2,2,1,2,2,7,3,4,0,0,0
4887,U09-002,2022AR09A,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
4891,U09-002,2022AR09A,Valide,1,2,novote,2,1,4,2,6,2,3,0,1,1
4894,U09-002,2022AR09A,Valide,novote,novote,1,1,novote,1,1,4,4,0,0,0,3
4897,U09-002,2022AR09A,Valide,novote,1,1,1,1,novote,1,5,5,0,0,0,2
4902,U09-002,2022AR09A,Valide,1,1,novote,1,2,novote,1,5,4,1,0,0,2
4904,U09-002,2022AR09A,Valide,1,1,1,novote,1,novote,novote,4,4,0,0,0,3
4908,U09-002,2022AR09A,Valide,4,1,4,4,4,4,4,7,1,0,0,6,0
4912,U09-002,2022AR09A,Valide,4,4,4,4,1,3,2,7,1,1,1,4,0
4916,U09-002,2022AR09A,Valide,3,3,3,3,1,4,3,7,1,0,5,1,0
4920,U09-002,2022AR09A,Valide,1,1,3,3,3,1,1,7,4,0,3,0,0
4926,U09-002,2022AR09A,Valide,2,novote,2,2,novote,2,novote,4,0,4,0,0,3
4928,U09-002,2022AR09A,Valide,novote,2,1,1,1,1,2,6,4,2,0,0,1
4934,U09-002,2022AR09A,Valide,3,3,1,2,1,2,2,7,2,3,2,0,0
4936,U09-002,2022AR09A,Valide,2,1,novote,novote,2,3,2,5,1,3,1,0,2
4942,U09-002,2022AR09A,Valide,novote,novote,1,1,novote,1,1,4,4,0,0,0,3
4944,U09-002,2022AR09A,Valide,novote,1,novote,1,1,novote,1,4,4,0,0,0,3
4947,U09-002,2022AR09A,Valide,1,4,3,4,1,2,3,7,2,1,2,2,0
4952,U09-002,2022AR09A,Valide,novote,novote,1,1,1,1,1,5,5,0,0,0,2
4954,U09-002,2022AR09A,Valide,novote,1,novote,novote,3,1,1,4,3,0,1,0,3
4956,U09-002,2022AR09A,Valide,3,3,3,1,4,3,2,7,1,1,4,1,0
4959,U09-002,2022AR09A,Nul,novote,1,novote,1,2,novote,novote,3,2,1,0,0,4
4965,U09-002,2022AR09A,Valide,novote,novote,1,1,1,novote,1,4,4,0,0,0,3
4969,U09-002,2022AR09A,Nul,novote,1,1,novote,novote,novote,novote,2,2,0,0,0,5
4972,U09-002,2022AR09A,Valide,4,4,3,2,1,4,4,7,1,1,1,4,0
4974,U09-002,2022AR09A,Valide,3,2,2,2,1,2,3,7,1,4,2,0,0
4978,U09-002,2022AR09A,Valide,novote,1,novote,2,2,novote,2,4,1,3,0,0,3
4980,U09-002,2022AR09A,Valide,novote,4,novote,4,1,novote,4,4,1,0,0,3,3
4986,U09-002,2022AR09A,Valide,novote,1,1,1,novote,novote,1,4,4,0,0,0,3
4993,U09-002,2022AR09A,Nul,4,4,novote,novote,1 2,novote,novote,2,0,0,0,2,4
4995,U09-002,2022AR09A,Valide,1,1,1,novote,1,novote,novote,4,4,0,0,0,3
5001,U09-002,2022AR09B,Nul,4,4,novote,novote,1,novote,novote,3,1,0,0,2,4
5002,U09-002,2022AR09A,Valide,1,1,2,novote,novote,novote,2,4,2,2,0,0,3
5005,U09-002,2022AR09A,Valide,2,1,3,2,1,3,1,7,3,2,2,0,0
5007,U09-002,2022AR09A,Valide,novote,1,1,novote,1,novote,1,4,4,0,0,0,3
5011,U09-002,2022AR09A,Valide,3,2,1,3,1,1,1,7,4,1,2,0,0
5013,U09-002,2022AR09A,Valide,novote,1,4,1,3,3,1,6,3,0,2,1,1
5015,U09-002,2022AR09A,Valide,1,1,1,2,2,1,1,7,5,2,0,0,0
5017,U09-002,2022AR09A,Valide,novote,novote,2,3,1,2,novote,4,1,2,1,0,3
5019,U09-002,2022AR09A,Valide,novote,2,novote,1,2,novote,2,4,1,3,0,0,3
5021,U09-002,2022AR09A,Valide,novote,3,3,2,novote,novote,2,4,0,2,2,0,3
5023,U09-002,2022AR09A,Valide,3,1,1,1,1,3,1,7,5,0,2,0,0
5027,U09-002,2022AR09A,Valide,1,2,3,3,2,4,3,7,1,2,3,1,0
5031,U09-002,2022AR09A,Valide,1,2,2,1,2,3,1,7,3,3,1,0,0
5039,U09-002,2022AR09A,Valide,1,novote,1,1,1,novote,novote,4,4,0,0,0,3
5043,U09-002,2022AR09A,Valide,novote,2,2,2,1,novote,novote,4,1,3,0,0,3
5045,U09-002,2022AR09A,Valide,3,1,2,2,2,3,2,7,1,4,2,0,0
5053,U09-002,2022AR09A,Valide,2,2,novote,1,1,novote,novote,4,2,2,0,0,3
5055,U09-002,2022AR09A,Valide,novote,1,novote,1,1,novote,1,4,4,0,0,0,3
5058,U09-002,2022AR09A,Valide,novote,2,novote,novote,1,3,2,4,1,2,1,0,3
5059,U09-002,2022AR09A,Nul,1 2,1,1,1,1,1,1,6,6,0,0,0,0
5061,U09-002,2022AR09A,Valide,novote,novote,novote,1,1,4,4,4,2,0,0,2,3
5063,U09-002,2022AR09A,Valide,3,1,novote,4,3,novote,3,5,1,0,3,1,2
5067,U09-002,2022AR09A,Valide,1,2,1,3,1,3,3,7,3,1,3,0,0
