ID,Urne,QR-Code,Categorie,"1 - Velo, velo, velo !",2 - Ameliorer les terrains sportifs du 17eme !,3 - Creation d un espace de glisse urbaine,4 - Des equipements sportifs moins energivores et mieux securises !,5 - Des equipements sportifs plus inclusifs,6 - Du tennis et du padel !,7 - Renover les gymnases du 17eme !,8 - Des locaux equipes pour un quartier plus solidaire,9 - Securiser les carrefours dangereux et les abords des ecoles,10 - Vers plus de vert dans le 17eme !,11 - Renover l ecole Bessieres aux Epinettes,12 - Renovons les ecoles du 17eme !,13 - Renover les marches couverts du 17eme,14 - Super ! La ressourcerie des familles,15 - De l art hors les murs !,16 - Patrimoine et memoire : restaurer et valoriser le 17eme !,17 - Reamenager la place des Ternes !,18 - Refection des chaussees boulevard des Batignolles,19 - Refection des trottoirs avenues de Clichy et St-Ouen,20 - Renovation de la rue de Rome et du boulevard Pereire,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
113732,U17-010,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,2,1,2,2,novote,novote,novote,2,2,novote,novote,novote,novote,novote,6,1,5,0,0,14
113744,U17-001,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,16
113750,U17-008,2022AR17A,Valide,2,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,16,1,0,3,0
113767,U17-003,2022AR17A,Valide,1,1,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
113768,U17-006,2022AR17B,Valide,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,novote,novote,novote,17,10,7,0,0,3
113769,U17-003,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
113785,U17-003,2022AR17B,Valide,4,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,3,1,novote,novote,novote,novote,4,2,0,1,1,16
113790,U17-010,2022AR17A,Valide,4,1,4,4,4,3,1,3,1,3,3,1,3,2,3,2,4,3,3,3,20,4,2,9,5,0
113791,U17-005,2022AR17B,Valide,novote,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,1,2,novote,2,novote,novote,novote,5,3,2,0,0,15
113818,U17-005,2022AR17B,Valide,1,3,3,2,3,3,3,1,2,1,3,3,2,2,2,2,1,2,2,2,20,4,9,7,0,0
113836,U17-001,2022AR17B,Valide,4,novote,4,novote,2,3,novote,novote,1,novote,3,1,novote,novote,novote,novote,novote,novote,2,2,9,2,3,2,2,11
113845,U17-001,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,16
113851,U17-003,2022AR17A,Valide,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,20,18,1,1,0,0
113854,U17-011,2022AR17B,Valide,4,2,3,2,2,2,2,3,2,2,2,3,1,3,2,4,2,2,3,3,20,1,11,6,2,0
113861,U17-005,2022AR17B,Valide,4,novote,novote,novote,novote,novote,2,novote,novote,3,novote,3,novote,2,3,2,1,3,novote,2,10,1,4,4,1,10
113876,U17-005,2022AR17B,Valide,novote,novote,novote,2,novote,novote,3,novote,novote,4,novote,novote,novote,novote,2,2,1,novote,novote,novote,6,1,3,1,1,14
113878,U17-003,2022AR17B,Valide,1,2,1,2,2,2,2,3,1,1,1,2,1,1,4,3,3,3,1,3,20,8,6,5,1,0
113886,U17-011,2022AR17A,Valide,4,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,4,3,0,0,1,16
113896,U17-006,2022AR17B,Valide,1,3,1,3,1,3,3,1,3,3,1,1,3,3,4,1,3,1,1,3,20,9,0,10,1,0
113901,U17-011,2022AR17B,Valide,4,2,4,2,4,2,2,4,4,1,3,2,2,2,4,2,4,4,2,1,20,2,9,1,8,0
113911,U17-006,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,3,1,2,3,novote,2,novote,1,3,2,1,novote,novote,2,10,3,4,3,0,10
113917,U17-010,2022AR17B,Valide,1,1,1,2,3,3,2,1,1,1,1,1,3,2,3,3,4,4,4,4,20,8,3,5,4,0
113923,U17-005,2022AR17B,Valide,novote,novote,3,novote,novote,2,novote,3,novote,3,novote,3,novote,3,novote,2,1,novote,novote,2,9,1,3,5,0,11
113928,U17-003,2022AR17A,Valide,1,1,3,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,20,14,5,1,0,0
113930,U17-005,2022AR17B,Valide,novote,3,novote,novote,novote,novote,novote,2,novote,3,novote,3,1,novote,1,novote,1,novote,novote,novote,7,3,1,3,0,13
113942,U17-011,2022AR17A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,novote,novote,1,novote,novote,3,3,0,0,0,17
113949,U17-005,2022AR17B,Valide,3,novote,novote,novote,novote,novote,novote,novote,novote,3,novote,novote,novote,novote,novote,novote,2,4,4,4,6,0,1,2,3,14
113976,U17-006,2022AR17B,Valide,4,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,4,2,1,0,1,16
113988,U19-060,2022AR17A,Valide,4,1,4,2,3,4,2,1,3,1,4,4,4,4,1,4,4,4,1,4,20,5,2,2,11,0
113998,U17-005,2022AR17B,Valide,4,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,3,novote,novote,2,novote,1,novote,novote,novote,5,2,1,1,1,15
114003,U17-011,2022AR17A,Valide,4,2,3,3,3,4,1,2,1,1,2,2,3,3,3,2,4,4,2,2,20,3,7,6,4,0
114010,U17-011,2022AR17B,Valide,4,2,2,4,4,4,3,2,novote,2,2,3,1,2,1,3,3,2,2,4,19,2,8,4,5,1
114023,U17-011,2022AR17B,Valide,novote,novote,1,novote,novote,novote,novote,novote,1,1,novote,novote,1,1,novote,novote,novote,novote,1,novote,6,6,0,0,0,14
114028,U19-060,2022AR17A,Valide,1,1,4,4,4,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,20,15,1,0,4,0
114034,U17-005,2022AR17B,Nul,4,4,4,2,2,4,4,4,4,1 4,4,4,4,4,4,4,1,4,4,4,19,1,2,0,16,0
114045,U17-003,2022AR17A,Valide,novote,1,4,2,1,2,2,1,1,1,2,1,2,2,1,1,4,3,1,3,19,9,6,2,2,1
114054,U17-005,2022AR17B,Valide,novote,novote,2,novote,novote,novote,2,novote,3,3,novote,novote,2,novote,2,1,1,1,2,novote,10,3,5,2,0,10
114061,U17-010,2022AR17B,Valide,4,4,4,4,4,4,4,3,1,3,2,2,4,4,4,4,2,2,2,2,20,1,6,2,11,0
114071,U17-011,2022AR17A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,19
114083,U17-003,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,novote,1,1,1,novote,novote,novote,novote,6,6,0,0,0,14
114095,U17-001,2022AR17B,Valide,novote,2,novote,novote,novote,novote,novote,novote,2,1,1,novote,novote,novote,novote,novote,novote,novote,1,novote,5,3,2,0,0,15
114106,U17-011,2022AR17B,Valide,3,1,3,1,3,3,1,2,1,1,2,2,2,2,3,1,3,2,1,1,20,8,6,6,0,0
114113,U17-005,2022AR17B,Valide,novote,novote,novote,1,novote,novote,novote,novote,1,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,16
114116,U17-005,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,novote,1,novote,1,novote,novote,novote,5,5,0,0,0,15
114117,U17-009,2022AR17A,Valide,2,1,2,2,2,3,1,1,1,1,1,1,2,2,1,2,2,2,1,1,20,10,9,1,0,0
114122,U17-010,2022AR17B,Valide,1,2,3,2,2,3,2,2,1,1,2,2,novote,1,2,3,3,3,2,3,19,4,9,6,0,1
114128,U17-005,2022AR17B,Valide,novote,novote,novote,novote,1,novote,novote,1,novote,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
114138,U17-003,2022AR17A,Valide,1,1,3,2,2,1,2,3,3,1,3,3,1,3,1,1,3,1,1,3,20,9,3,8,0,0
114149,U17-004,2022AR17B,Valide,novote,novote,4,novote,novote,novote,novote,novote,1,2,novote,novote,novote,2,novote,novote,novote,novote,1,novote,5,2,2,0,1,15
114161,U17-010,2022AR17A,Valide,2,3,4,4,4,4,4,novote,3,1,3,3,4,4,2,2,4,4,2,4,19,1,4,4,10,1
114163,U17-001,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,1,4,novote,novote,1,1,1,1,novote,novote,novote,8,7,0,0,1,12
114164,U17-006,2022AR17B,Valide,4,2,2,1,1,1,2,3,1,2,1,1,1,3,3,1,3,1,1,1,20,11,4,4,1,0
114166,U17-003,2022AR17B,Valide,4,novote,novote,1,1,novote,novote,novote,novote,1,novote,novote,novote,1,novote,novote,novote,1,novote,novote,6,5,0,0,1,14
114177,U17-010,2022AR17B,Valide,1,3,4,3,4,2,2,2,2,2,2,2,2,3,3,1,novote,2,3,3,19,2,9,6,2,1
114180,U17-006,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,1,6,6,0,0,0,14
114181,U17-011,2022AR17B,Valide,2,2,1,novote,novote,novote,novote,novote,novote,1,novote,1,novote,1,1,novote,2,novote,1,novote,9,6,3,0,0,11
114184,U17-003,2022AR17A,Valide,1,3,4,2,2,4,4,2,2,1,3,2,3,novote,2,1,1,1,1,2,19,6,7,3,3,1
114197,U17-011,2022AR17B,Valide,1,novote,novote,novote,novote,1,novote,novote,2,novote,novote,novote,novote,novote,novote,1,2,1,novote,1,7,5,2,0,0,13
114199,U17-003,2022AR17A,Valide,1,2,3,1,2,3,2,2,3,1,2,1,3,2,novote,novote,novote,novote,novote,novote,14,4,6,4,0,6
114202,U17-010,2022AR17A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,20
114211,U17-011,2022AR17A,Valide,novote,2,novote,novote,novote,novote,2,novote,novote,novote,2,2,novote,3,3,novote,novote,2,2,novote,8,0,6,2,0,12
114214,U17-006,2022AR17B,Valide,2,novote,4,novote,novote,4,novote,novote,2,novote,2,2,2,novote,1,1,novote,novote,novote,novote,9,2,5,0,2,11
114222,U17-010,2022AR17A,Valide,2,2,2,2,2,3,2,1,2,2,3,3,novote,2,2,4,4,2,2,2,19,1,13,3,2,1
114223,U17-010,2022AR17B,Valide,3,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,3,2,2,3,20,4,13,3,0,0
114227,U17-013,2022AR17A,Valide,3,2,novote,novote,novote,novote,novote,novote,2,novote,2,2,novote,novote,novote,novote,2,novote,novote,novote,6,0,5,1,0,14
114229,U17-005,2022AR17B,Valide,4,2,novote,novote,novote,novote,novote,1,2,4,novote,2,novote,novote,1,1,1,2,2,2,12,4,6,0,2,8
114234,U17-011,2022AR17B,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,1,1,novote,1,1,novote,novote,novote,4,7,6,0,0,1,13
114241,U17-001,2022AR17A,Valide,4,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,4,3,0,0,1,16
114262,U17-013,2022AR17A,Valide,2,2,4,3,2,3,3,3,2,1,1,2,2,1,3,3,novote,2,3,1,19,4,7,7,1,1
114265,U17-005,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,novote,novote,1,novote,novote,novote,4,4,0,0,0,16
114267,U17-006,2022AR17B,Valide,1,1,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,6,6,0,0,0,14
114271,U17-009,2022AR17A,Valide,2,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,2,novote,1,novote,novote,novote,4,2,2,0,0,16
114278,U17-008,2022AR17A,Valide,1,1,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
114283,U17-011,2022AR17A,Valide,2,2,4,2,4,1,3,novote,3,2,4,2,1,novote,novote,novote,4,4,4,4,16,2,5,2,7,4
114319,U17-011,2022AR17A,Nul,1,1,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,3,3,0,0,0,17
114322,U17-006,2022AR17B,Valide,3,3,4,3,3,3,3,4,4,3,3,3,3,3,4,1,4,3,3,3,20,1,0,14,5,0
114326,U17-006,2022AR17B,Valide,1,1,novote,novote,novote,novote,2,1,2,4,novote,2,1,1,1,1,1,1,1,1,15,11,3,0,1,5
114331,U17-003,2022AR17B,Valide,3,3,3,2,1,3,2,1,1,2,1,2,2,1,3,2,3,1,1,1,20,8,6,6,0,0
114334,U17-011,2022AR17B,Valide,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,3,3,3,20,4,13,3,0,0
114348,U17-003,2022AR17A,Valide,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,novote,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
114371,U17-006,2022AR17A,Valide,2,1,2,2,2,3,1,2,1,1,4,1,3,1,1,1,3,3,3,1,20,9,5,5,1,0
114377,U17-005,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,16
114379,U17-013,2022AR17A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,20
114389,U17-001,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,2,novote,novote,novote,novote,novote,novote,1,1,4,3,1,0,0,16
114399,U17-013,2022AR17B,Valide,1,1,1,1,1,1,1,1,1,1,novote,3,1,1,1,1,1,1,1,1,19,18,0,1,0,1
114401,U17-003,2022AR17B,Valide,1,1,3,1,1,1,1,novote,novote,novote,1,1,1,2,1,1,3,3,3,3,17,11,1,5,0,3
114407,U17-005,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,2,1,3,novote,novote,novote,3,1,2,novote,novote,2,1,8,3,3,2,0,12
114412,U17-006,2022AR17B,Valide,1,novote,novote,novote,novote,novote,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
114413,U17-003,2022AR17B,Nul,1,2,2,1 2,2,2,2,2,1 2,1,2,1,2,1,2,1,2,2,2,2,18,5,13,0,0,0
114417,U17-001,2022AR17B,Valide,2,novote,novote,2,2,novote,novote,2,novote,2,novote,2,novote,2,novote,2,2,novote,novote,novote,9,0,9,0,0,11
114429,U17-006,2022AR17B,Valide,novote,3,4,4,4,4,3,3,2,3,3,2,2,2,4,3,1,3,2,3,19,1,5,8,5,1
114431,U17-011,2022AR17A,Nul,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,2,novote,novote,novote,novote,3,0,3,0,0,17
114432,U17-001,2022AR17B,Valide,2,1,2,1,1,3,2,2,1,2,1,1,1,2,3,1,1,2,2,2,20,9,9,2,0,0
114443,U17-003,2022AR17B,Valide,2,2,4,2,1,1,1,4,2,1,4,1,1,3,3,1,4,3,1,1,20,9,4,3,4,0
114454,U17-010,2022AR17B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,20
114460,U17-003,2022AR17B,Valide,novote,novote,1,novote,novote,2,novote,novote,novote,1,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,4,2,2,0,0,16
114481,U17-005,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,novote,1,1,novote,novote,novote,4,4,0,0,0,16
114486,U17-002,2022AR17B,Valide,3,3,4,2,2,4,3,2,1,2,2,2,4,3,4,4,4,2,2,2,20,1,9,4,6,0
114487,U17-010,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,novote,novote,novote,1,4,4,0,0,0,16
114490,U17-008,2022AR17A,Valide,2,1,2,4,2,4,1,2,1,1,1,1,4,2,4,4,4,3,3,3,20,6,5,3,6,0
114492,U17-004,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,2,novote,novote,novote,novote,novote,4,3,1,0,0,16
114494,U17-006,2022AR17B,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,1,novote,novote,1 2,novote,novote,novote,4,4,0,0,0,15
114499,U17-005,2022AR17B,Valide,2,1,3,2,2,2,2,2,3,2,1,1,1,2,2,1,2,3,2,3,20,5,11,4,0,0
114505,U17-010,2022AR17B,Valide,1,3,3,2,2,2,2,3,1,1,3,1,3,2,1,1,4,1,1,3,20,8,5,6,1,0
114510,U17-003,2022AR17B,Valide,4,4,4,3,4,4,4,4,4,3,4,4,3,3,2,2,3,2,2,2,20,0,5,5,10,0
114526,U17-011,2022AR17B,Valide,1,1,novote,1,1,1,1,novote,1,1,novote,1,novote,novote,novote,novote,novote,2,1,1,12,11,1,0,0,8
114548,U17-010,2022AR17B,Valide,novote,1,1,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,3,3,3,3,10,5,0,4,1,10
114553,U17-003,2022AR17B,Valide,2,1,1,2,3,3,3,2,3,1,2,2,3,1,2,4,3,3,1,3,20,5,6,8,1,0
114554,U17-005,2022AR17B,Valide,1,1,novote,novote,3,2,2,1,1,1,3,1,3,2,1,1,novote,1,1,1,17,11,3,3,0,3
114556,U17-006,2022AR17B,Valide,1,1,3,1,1,1,2,4,1,2,4,2,4,2,2,2,3,3,3,2,20,6,7,4,3,0
114557,U17-010,2022AR17A,Valide,1,2,3,2,1,3,2,1,2,1,2,2,3,1,3,3,2,2,2,2,20,5,10,5,0,0
114561,U17-008,2022AR17A,Valide,1,1,1,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,3,2,1,novote,8,6,1,1,0,12
114563,U17-001,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,2,2,novote,novote,novote,2,novote,2,1,novote,novote,novote,5,1,4,0,0,15
114565,U17-005,2022AR17B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,novote,novote,novote,17,17,0,0,0,3
114566,U17-010,2022AR17A,Valide,4,4,4,3,3,3,3,novote,1,3,1,2,2,1,3,3,4,3,3,4,19,3,2,9,5,1
114580,U19-060,2022AR17A,Valide,1,1,novote,novote,2,novote,novote,novote,2,novote,novote,novote,3,novote,novote,novote,novote,novote,novote,novote,5,2,2,1,0,15
114602,U17-003,2022AR17B,Nul,2,3,3,3,2,4,2,1,novote,novote,1,novote,2,3,1 2,1 2,4,4,4,4,15,2,4,4,5,3
114611,U17-011,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,1,novote,3,novote,3,4,1,1,2,0,16
114612,U17-006,2022AR17B,Valide,1,2,2,1,2,3,2,1,1,1,1,1,1,1,2,2,2,2,2,2,20,9,10,1,0,0
114619,U17-010,2022AR17B,Valide,3,3,4,3,2,2,3,1,3,1,1,2,1,2,1,2,3,4,2,3,20,5,6,7,2,0
114625,U17-005,2022AR17B,Valide,2,3,4,2,1,1,3,3,1,1,novote,1,novote,1,4,4,3,3,novote,1,17,7,2,5,3,3
114639,U17-001,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,2,1,1,novote,novote,novote,1,1,6,5,1,0,0,14
114640,U17-005,2022AR17B,Valide,novote,novote,novote,novote,novote,1,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,16
114641,U17-008,2022AR17B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,0,0,0,0
114644,U17-010,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,1,1,novote,1,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,16
114647,U17-006,2022AR17B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,20,17,3,0,0,0
114653,U17-011,2022AR17A,Valide,novote,novote,novote,novote,novote,1,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,16
114660,U17-005,2022AR17B,Valide,novote,novote,novote,novote,1,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,16
114662,U17-010,2022AR17B,Valide,1,2,3,3,3,3,2,2,2,1,1,1,1,1,1,2,1,1,2,2,20,9,7,4,0,0
114668,U17-003,2022AR17B,Valide,1,3,1,2,3,3,3,3,1,1,2,3,3,1,1,4,3,2,1,2,20,7,4,8,1,0
114676,U17-005,2022AR17B,Valide,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,20,1,17,2,0,0
114682,U17-006,2022AR17A,Valide,2,2,2,3,2,3,2,2,1,2,2,1,1,1,1,1,2,2,2,2,20,6,12,2,0,0
114689,U17-001,2022AR17B,Nul,novote,novote,novote,novote,novote,novote,2,novote,1,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,3,1,2,0,0,17
114692,U17-008,2022AR17B,Valide,novote,4,4,4,4,4,1,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,7,2,0,0,5,13
114695,U17-005,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,1,novote,1,1,novote,novote,1,novote,novote,novote,novote,novote,novote,1,5,5,0,0,0,15
114713,U17-005,2022AR17B,Valide,novote,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,19,4,0,0,15,1
114719,U17-006,2022AR17B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,20
114749,U17-010,2022AR17B,Valide,1,3,1,4,2,1,3,3,2,1,1,1,1,novote,1,1,2,3,1,1,19,11,3,4,1,1
114752,U17-003,2022AR17B,Valide,1,novote,1,2,novote,novote,novote,2,2,2,novote,novote,3,novote,2,3,4,4,novote,3,12,2,5,3,2,8
114754,U17-009,2022AR17A,Valide,1,novote,novote,novote,novote,novote,novote,novote,2,1,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,4,2,2,0,0,16
114759,U17-002,2022AR17B,Valide,2,3,3,2,novote,3,3,2,3,1,3,3,3,1,2,2,2,3,3,3,19,2,6,11,0,1
114760,U17-005,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,1,2,1,1,1,8,7,1,0,0,12
114763,U17-003,2022AR17B,Valide,2,1,3,3,2,1,1,2,2,1,2,1,3,1,2,1,3,3,3,1,20,8,6,6,0,0
114769,U17-011,2022AR17B,Valide,4,2,1,2,2,novote,novote,1,1,1,1,1,2,2,1,1,novote,2,novote,2,16,8,7,0,1,4
114771,U17-006,2022AR17B,Valide,1,2,3,1,2,4,2,2,2,1,2,2,2,2,1,2,3,3,3,3,20,4,10,5,1,0
114802,U17-011,2022AR17B,Valide,3,2,4,4,3,3,3,3,3,2,2,2,2,3,novote,3,2,2,3,novote,18,0,7,9,2,2
114813,U17-011,2022AR17A,Valide,novote,2,novote,2,novote,novote,novote,2,2,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,6,2,4,0,0,14
114818,U17-011,2022AR17B,Valide,3,novote,novote,novote,novote,novote,novote,2,1,2,novote,1,4,2,novote,novote,novote,novote,novote,novote,7,2,3,1,1,13
114852,U17-006,2022AR17B,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,novote,novote,novote,3,3,0,0,0,17
114861,U17-011,2022AR17B,Valide,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,1,1,2,20,13,7,0,0,0
114866,U17-011,2022AR17A,Valide,novote,novote,novote,1,novote,novote,novote,2,2,2,novote,novote,2,novote,novote,novote,1,1,1,novote,8,4,4,0,0,12
114877,U17-011,2022AR17A,Valide,1,1,2,1,2,1,2,3,1,1,2,1,2,1,1,1,2,1,1,2,20,12,7,1,0,0
114878,U17-005,2022AR17B,Valide,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,1,novote,novote,1,5,5,0,0,0,15
114882,U17-003,2022AR17B,Valide,1,2,3,3,2,1,1,3,3,1,1,1,2,2,2,3,4,2,2,3,20,6,7,6,1,0
114889,U17-013,2022AR17A,Nul,3,2,3,2,1,2,2,3,2,2 4,1,2,2,4,3,novote,4,2,4,4,18,2,8,4,4,1
114893,U17-009,2022AR17A,Valide,1,2,2,1,1,3,1,1,1,1,novote,novote,1,1,novote,novote,novote,novote,novote,novote,12,9,2,1,0,8
114898,U17-011,2022AR17A,Valide,4,1,novote,1,2,3,1,novote,1,1,3,3,novote,novote,novote,novote,2,3,3,3,14,5,2,6,1,6
114908,U17-010,2022AR17B,Valide,1,2,novote,novote,novote,novote,2,novote,1,1,2,2,2,1,1,2,novote,novote,1,novote,12,6,6,0,0,8
114913,U17-010,2022AR17A,Valide,1,1,3,4,2,1,1,3,1,1,1,1,1,2,1,2,2,1,2,novote,19,11,5,2,1,1
114934,U17-003,2022AR17B,Valide,1,novote,novote,2,novote,novote,novote,1,1,1,1,3,novote,1,2,3,4,3,1,3,14,7,2,4,1,6
114951,U17-006,2022AR17B,Valide,1,2,4,2,2,3,3,3,1,1,3,1,3,1,2,1,3,1,3,2,20,7,5,7,1,0
114954,U17-002,2022AR17B,Nul,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,18
114956,U17-005,2022AR17B,Valide,novote,3,novote,novote,novote,novote,novote,novote,3,4,novote,3,novote,2,1,2,1,3,novote,2,10,2,3,4,1,10
114959,U17-011,2022AR17A,Valide,novote,1,novote,novote,novote,4,4,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,4,2,0,0,2,16
114971,U17-005,2022AR17B,Valide,2,3,3,2,2,2,2,1,2,2,2,novote,1,1,1,1,3,3,3,3,19,5,8,6,0,1
114987,U17-005,2022AR17B,Valide,2,novote,novote,novote,novote,novote,novote,novote,2,2,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,4,1,3,0,0,16
114990,U17-002,2022AR17B,Valide,2,novote,novote,2,novote,novote,novote,2,novote,2,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,5,0,5,0,0,15
114993,U17-011,2022AR17B,Valide,1,novote,novote,1,novote,novote,novote,novote,novote,1,novote,1,novote,novote,1,1,novote,novote,3,3,8,6,0,2,0,12
115018,U17-010,2022AR17B,Valide,1,novote,2,novote,novote,1,novote,novote,2,novote,2,novote,novote,2,novote,novote,novote,novote,2,novote,7,2,5,0,0,13
115025,U17-004,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,1,novote,novote,novote,1,4,4,0,0,0,16
