ID,Urne,QR-Code,Categorie,"1 - Velo, velo, velo !",2 - Ameliorer les terrains sportifs du 17eme !,3 - Creation d un espace de glisse urbaine,4 - Des equipements sportifs moins energivores et mieux securises !,5 - Des equipements sportifs plus inclusifs,6 - Du tennis et du padel !,7 - Renover les gymnases du 17eme !,8 - Des locaux equipes pour un quartier plus solidaire,9 - Securiser les carrefours dangereux et les abords des ecoles,10 - Vers plus de vert dans le 17eme !,11 - Renover l ecole Bessieres aux Epinettes,12 - Renovons les ecoles du 17eme !,13 - Renover les marches couverts du 17eme,14 - Super ! La ressourcerie des familles,15 - De l art hors les murs !,16 - Patrimoine et memoire : restaurer et valoriser le 17eme !,17 - Reamenager la place des Ternes !,18 - Refection des chaussees boulevard des Batignolles,19 - Refection des trottoirs avenues de Clichy et St-Ouen,20 - Renovation de la rue de Rome et du boulevard Pereire,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 1140c5965bnzz-4e1d-4b9a965bnd*y9a965bn4c-6f3845bcceb965bnbd                     ,numerique,75017,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,1,novote,novote,1,novote,novote,1,novote,5,5,0,0,0,15
 06bf845965bn99-00zz9-44b845-845zz9e-1czze1965bnb6184533                     ,numerique,75017,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,16
 odziywm3owqymjq0mzfhzwvhnz9a965bnwm965bnnky965bnu4nzlhodqzzdrky965bnq5nw== ,numerique,75017,Valide,1,3,novote,1,3,novote,2,novote,1,novote,2,1,novote,2,1,novote,novote,3,1,1,13,7,3,3,0,7
 845f491066-845300-443d-845fe9-8455965bn965bn845ezz19336                     ,numerique,75017,Valide,3,4,4,3,3,4,3,2,2,2,3,2,3,2,4,4,4,3,3,3,20,0,5,9,6,0
 n965bny3ogywzmexowrjy965bnyxzgnmmthjmjm5n965bnvhndu0oddhnzywmgi5o9a965bn== ,numerique,75017,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,2,2,0,0,0,18
 ntg3otk3ytmznzi1ndhhnjg965bnyjnmmjljmzi4oddkmmniyzhmnmzhyq== ,numerique,75017,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,novote,1,novote,novote,1,1,novote,5,5,0,0,0,15
 965bn5cbb3ec-4965bn6e-4845e1*ye0845-d55b994965bnb6f0                     ,numerique,75017,Valide,2,4,3,3,4,1,4,3,4,1,3,4,3,1,4,3,4,4,4,4,20,3,1,6,10,0
 be3455c0-9965bnzz3-4303*y6845d-d3dzzf9a965bn3845965bn015                     ,numerique,75017,Valide,3,4,4,4,3,4,4,2,4,1,2,2,3,2,3,3,4,3,3,4,20,1,4,7,8,0
 8450b845e50zz-0ffb-468454-9a965bn84565-9a965bnb446d0058455e                     ,numerique,75017,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,1,novote,novote,novote,1,1,1,novote,novote,1,novote,7,7,0,0,0,13
 mgmxmtkzymu3yty4njeyztzlmjg1mguxzjc965bnyzkzztezmdk5yjm3nq== ,numerique,75017,Valide,1,3,2,novote,1,4,novote,4,novote,1,novote,2,novote,1,1,4,4,4,4,novote,14,5,2,1,6,6
 b34c4965bnzz3-8455bzz-4845f5-8454zzc-6c44zzzz1455965bn5                     ,numerique,75017,Valide,1,2,1,2,1,novote,2,1,2,1,2,novote,2,2,novote,novote,novote,2,2,2,15,5,10,0,0,5
 ntringmwmdg4yjk1zdbhnjbimwjlymjkywm1otq0ymuzztq0ndjinq== ,numerique,75017,Valide,novote,novote,novote,novote,novote,3,novote,novote,novote,2,novote,novote,3,novote,novote,3,novote,3,2,novote,6,0,2,4,0,14
 zz5zz06543-49cb-416b-845zz6c-9a965bnb64c4b965bnf9a965bn60                     ,numerique,75017,Valide,1,3,4,1,4,4,3,1,1,1,3,3,2,1,4,1,1,1,3,1,20,10,1,5,4,0
 d965bn05f169-def9-4965bned-845e965bn3-845965bn3dzz5965bnb6994                     ,numerique,75017,Valide,1,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,16
 965bn965bn4e9a965bn8454e-31965bn9a965bn-4e6c-9094-39bbe8459b9c845f                     ,numerique,75017,Valide,2,4,4,4,4,4,4,1,2,1,3,2,3,2,1,1,3,3,2,3,20,4,5,5,6,0
 61f69a965bnc94-949a965bn6-4965bn845f-9a965bn8454d-dbfzzb9a965bne965bn9965bn54                     ,numerique,75017,Valide,4,4,4,4,novote,3,4,4,4,2,4,4,4,4,4,1,4,3,4,2,19,1,2,2,14,1
 mwfmm965bnm3ntq5zgrjmtm3nzm5mwnlnmrkzddmndzmogu965bnotqxzti965bnnw== ,numerique,75017,Valide,1,3,2,2,3,4,3,4,3,2,1,4,2,1,1,3,4,4,2,4,20,4,5,5,6,0
 c3zz55e09-dzz1c-4zz6zz-9a965bn953-c845845e4zz965bnfzzb3965bn                     ,numerique,75017,Valide,1,2,3,4,2,4,2,2,1,4,1,1,1,2,3,3,1,1,1,2,20,8,6,3,3,0
 0c965bn0f56d-084513-4594*y119-35d965bn845bzzb0c6b                     ,numerique,75017,Valide,2,4,4,4,4,4,4,1,3,2,3,3,3,2,1,1,3,3,2,3,20,3,4,7,6,0
 zz99304d845-c31b-43965bnzz-9a965bn66d-d49fb6d9a965bn9a965bn9d1                     ,numerique,75017,Valide,novote,novote,1,novote,3,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,4,1,2,1,0,16
 4f965bnf5zz69a965bn-965bnec0-4f845845-9a965bn845fzz-9499691ee64zz                     ,numerique,75017,Valide,1,4,4,2,4,2,3,2,3,1,4,2,4,2,2,4,4,4,4,4,20,2,6,2,10,0
 ymiwnjm1nthmnduymmriyzfkytiznj9a965bnzmgyxntrlnwrlmjuwntk1oq== ,numerique,75017,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,4,4,1,2,4,4,2,1,4,11,4,2,0,5,9
 6f0cczz965bnf-965bn3965bn6-4540-9e965bn845-ee845965bn0zz199053                     ,numerique,75017,Valide,1,3,3,2,2,3,2,3,1,novote,2,1,1,2,4,1,3,1,3,1,19,7,5,6,1,1
 c955cfe0-e9a965bnbc-4391-8453ee-845965bn5cbc965bn365zz845                     ,numerique,75017,Valide,1,2,4,1,4,3,2,2,2,2,4,4,2,4,novote,4,4,3,1,4,19,3,6,2,8,1
 965bn9fd845600-30ff-4d9a965bn845-90965bn0-d91bf9a965bnc1c35c                     ,numerique,75017,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,4,4,novote,novote,novote,novote,novote,novote,4,novote,4,1,0,0,3,16
 fdb939cb-0c8450-45fd-8459c3-zzb9a965bn4zz3d0d0e965bn                     ,numerique,75017,Valide,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,3,3,0,0,0,17
 3c1e338453-00e965bn-4b9a965bn0-845zzd5*y161ezz5efzzfb                     ,numerique,75017,Valide,1,3,4,2,1,3,3,2,1,1,3,3,3,1,3,3,4,3,3,3,20,5,2,11,2,0
 0984599a965bn05e-zzb6f-4965bnf3-915c-ec319e59c51b                     ,numerique,75017,Valide,1,3,3,3,2,2,3,2,4,2,4,4,1,2,2,3,3,3,1,3,20,3,6,8,3,0
 6zzd965bnefe6-0d8453-439a965bn1*y9965bn5-48458451zzceb5965bnd9                     ,numerique,75017,Valide,1,3,4,2,3,2,4,2,4,1,4,4,1,1,novote,2,3,4,1,3,19,5,4,4,6,1
 9a965bnd99a965bnf845e5-0005-46zz4-9a965bnf61-965bn1dbe9965bn01b3e                     ,numerique,75017,Valide,2,3,3,3,2,4,2,3,1,1,2,2,4,1,3,1,4,3,3,3,20,4,5,8,3,0
 965bn965bnf965bnf965bn99-9ef845-4699-94d9a965bn*yzz19a965bn9090f6bf                     ,numerique,75017,Valide,1,1,2,2,1,3,2,3,1,1,2,1,1,3,2,3,4,1,2,1,20,9,6,4,1,0
 1zzd8458454d9a965bn-965bnezzf-4e44*yzz55-484511dceczz90845                     ,numerique,75017,Valide,2,3,3,1,2,3,novote,2,1,1,2,2,3,1,2,1,2,2,1,2,19,6,9,4,0,1
 e69a965bnc3zz9a965bne-fc965bn4-4d9c-84559d-f9a965bn965bn4d6dzze3bd                     ,numerique,75017,Valide,1,novote,4,novote,novote,4,1,2,2,1,novote,2,4,2,3,novote,4,2,1,3,15,4,5,2,4,5
 nze1yjjkzjzjmwu0njm0mjq4ywy1zwmwmmi4mdhkmjrlmdnmmzmzzg== ,numerique,75017,Valide,4,4,4,2,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,20,2,1,0,17,0
 50ce551e-d965bnzz3-4d39a965bn*y965bn61-11ffcb48458459a965bn35                     ,numerique,75017,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,2,novote,novote,novote,2,novote,3,1,2,0,0,17
 9cfe845965bn3d-995965bn-4ezz1-939d-845zz466c9de54d                     ,numerique,75017,Valide,1,2,3,2,2,3,2,3,1,1,2,2,3,2,2,2,4,3,2,4,20,3,10,5,2,0
 9a965bn965bn9a965bn36e59a965bn-e93b-49e5-845661-c8450d845bdzzb116                     ,numerique,75017,Valide,4,novote,novote,novote,novote,4,1,novote,novote,novote,4,novote,novote,novote,novote,novote,novote,novote,4,novote,5,1,0,0,4,15
 b5zzbc910-9a965bnzz4965bn-4c63*y68451-9a965bnc3965bn965bn965bnd965bnd965bn0845                     ,numerique,75017,Valide,3,3,novote,2,3,novote,novote,3,novote,1,2,3,3,3,2,3,novote,novote,1,3,14,2,3,9,0,6
 359e5e8455-1965bn1845-4f5965bn*y6c9-99a965bnff845bbd39a965bn3e                     ,numerique,75017,Valide,novote,4,4,4,4,4,1,4,novote,novote,novote,novote,novote,novote,novote,4,4,novote,4,novote,10,1,0,0,9,10
 c4cb4f39-0db1-4630-9a965bn6zz5-fzzfdd1401116                     ,numerique,75017,Valide,4,1,4,3,4,4,1,4,3,4,3,1,3,4,4,1,2,3,3,3,20,4,1,7,8,0
 99a965bnzz9a965bnf48450-6963-4ec3-9b9a965bn1-cbd845zzc00cd3d                     ,numerique,75017,Valide,3,4,4,2,4,3,3,4,1,3,3,2,3,4,4,1,1,3,3,2,20,3,3,8,6,0
 fdfczz14f-560c-4591*y84549a965bn-zzd9459zz9a965bn6f9a965bn9                     ,numerique,75017,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,1,3,novote,novote,2,novote,5,3,1,1,0,15
 zz1b1def4-0965bne9-4dd9-845zz99-zz0czz31965bn49a965bnc99                     ,numerique,75017,Valide,2,1,novote,novote,novote,2,2,novote,3,novote,novote,4,4,novote,novote,3,novote,novote,4,novote,9,1,3,2,3,11
 1b845bf8455e*y60845-4965bn9a965bn3*y31zz-96b845c34fzzf6c                     ,numerique,75017,Valide,novote,1,4,novote,novote,1,1,novote,1,novote,novote,novote,novote,3,novote,1,3,2,2,3,11,5,2,3,1,9
 3845zz4e4f6-05dzz-4149a965bn-9a965bncd965bn-08459b169a965bn58458455c                     ,numerique,75017,Valide,4,2,3,2,1,3,3,3,1,1,2,1,3,1,1,3,novote,3,3,4,19,6,3,8,2,1
 0965bn0ef845zzd-e845bzz-49a965bnzz965bn-845965bn69a965bn-e31c9a965bn9c05b46                     ,numerique,75017,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,2,novote,novote,novote,novote,1,1,novote,5,4,1,0,0,15
 6fzzcb965bn845b-f61b-4c40*yc53-f5d559zz845469a965bn9                     ,numerique,75017,Valide,4,1,4,4,4,2,1,4,4,4,4,2,4,4,4,4,4,4,4,4,20,2,2,0,16,0
 931d965bn9a965bnzz6-54965bn0-4cef-9b965bne-cec8453d59b6d4                     ,numerique,75017,Valide,1,2,4,2,3,2,3,1,2,1,3,2,1,1,3,1,2,3,3,2,20,6,7,6,1,0
 d9a965bn559600-609zz-43zzf-845e845c-965bn5c0e965bn965bnzzdd8453                     ,numerique,75017,Valide,2,1,novote,novote,2,novote,novote,novote,2,1,novote,2,novote,novote,novote,2,novote,novote,2,novote,8,2,6,0,0,12
 dd364czz0-zz3965bnzz-44e3*ye9a965bn9-616f965bnde1e4eb                     ,numerique,75017,Valide,2,1,2,novote,novote,1,1,novote,2,2,novote,3,2,2,2,2,1,novote,3,2,15,4,9,2,0,5
 3ee9a965bn965bn50c-5e9a965bnf-4e99a965bn-8456zze-cfc3f56e845df5                     ,numerique,75017,Valide,novote,novote,4,4,novote,3,1,novote,2,novote,novote,novote,1,1,2,1,novote,2,2,3,12,4,4,2,2,8
 5bbb59a965bn49-ezzff-4453-9a965bn5b1-84510965bn19965bnd9e04                     ,numerique,75017,Valide,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,20,1,0,0,19,0
 035c9a965bn9a965bn1b-4zz36-4845ec-9a965bnf6d-60c9a965bn4056c59a965bn1                     ,numerique,75017,Valide,1,1,1,novote,novote,novote,1,3,novote,novote,4,novote,1,novote,4,novote,2,4,4,novote,11,5,1,1,4,9
 44d5zz9965bnd-dzzzz0-453zz-95zzzz-fd949a965bnc965bn9de49                     ,numerique,75017,Valide,1,2,4,2,4,2,2,4,2,1,4,2,1,2,4,2,3,3,1,4,20,4,8,2,6,0
 684534f665*y48459-4c9a965bn9-8458455d-348458456f9bzzc90                     ,numerique,75017,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,4,novote,novote,4,novote,4,novote,novote,novote,4,novote,5,1,0,0,4,15
 965bnc9118458459-549f-415c-96f845-845f4dzz19zz13d3                     ,numerique,75017,Valide,1,3,3,2,2,4,1,1,3,1,1,3,3,3,2,3,4,4,3,4,20,5,3,8,4,0
 f0cd9a965bnzz845b-1bf6-4b6zz-845c6d-965bnd15845339a965bnfd845e                     ,numerique,75017,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,novote,novote,2,novote,novote,1,novote,4,3,1,0,0,16
 d15e595b-1zz13-49bzz*y3c6-965bndb845ff3149a965bn46                     ,numerique,75017,Valide,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,20,1,0,0,19,0
 c9a965bn9a965bnbdd3e-611c-4c9b*y965bn9a965bnzz-3b15b14b39d0                     ,numerique,75017,Valide,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,20,1,0,0,19,0
 fzzc0d3zzzz-0f9a965bn3-4zzf9*y059-91zz439a965bn1845965bn9a965bn9e                     ,numerique,75017,Valide,4,1,2,2,3,4,1,4,3,3,2,2,2,3,2,4,3,3,3,3,20,2,6,8,4,0
 965bn6zz5845bzz845*yf8454-4df1-9561-c9530e49a965bnd100                     ,numerique,75017,Valide,1,1,4,2,4,1,1,4,1,1,4,4,2,2,4,1,3,1,4,2,20,8,4,1,7,0
 3339a965bnf49a965bnf-ce04-4zz35-8450845845-9cc845d965bnfzz6965bn3c                     ,numerique,75017,Valide,1,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,20,9,11,0,0,0
 39zz669965bn3-5f1d-49a965bn3e*y6d3-f845968454c43646                     ,numerique,75017,Valide,4,4,novote,4,4,novote,1,4,4,novote,4,4,4,4,novote,4,4,novote,4,novote,14,1,0,0,13,6
 fe16965bn6e845-845d965bne-48456965bn-93bc-6zzc0965bnzz5965bn94f845                     ,numerique,75017,Valide,4,4,4,3,4,4,4,3,3,4,4,3,4,3,4,1,4,4,4,4,20,1,0,5,14,0
 y965bnixyzflnt9a965bnxy965bnewzmm3ytbjmzfkywq3mdmzymy965bnyjm4ndjkmjyymq== ,numerique,75017,Valide,4,2,3,3,2,2,3,2,2,3,2,3,2,3,4,2,3,2,2,2,20,0,11,7,2,0
 616509a965bnf965bn*yc46-48459a965bne-9ed3-dbd4965bnzz8455e3b5                     ,numerique,75017,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,2,novote,novote,1,novote,novote,novote,1,novote,4,3,1,0,0,16
 b91cdb16-394d-46c6-845e9a965bn0-def939a965bn9a965bnc99ee                     ,numerique,75017,Valide,novote,2,4,2,novote,4,1,novote,novote,2,novote,1,2,novote,novote,novote,novote,4,4,4,11,2,4,0,5,9
 4913ccd965bn-5czz4-4fbb-9a965bn4965bn0-ezz13c9a965bn1845965bnfd0                     ,numerique,75017,Valide,novote,novote,3,novote,novote,4,novote,novote,2,novote,novote,novote,novote,novote,4,1,4,4,4,4,9,1,1,1,6,11
 69b965bn965bn501-5965bn9zz-48456b-9a965bnf93-65549a965bnee95zz90                     ,numerique,75017,Valide,novote,novote,3,novote,novote,4,novote,novote,2,novote,novote,novote,novote,novote,4,1,4,4,4,4,9,1,1,1,6,11
 9965bncfc1zz1-8454965bn9a965bn-4965bnezz-9965bn3965bn-d965bndzzd845zzd1911                     ,numerique,75017,Valide,novote,novote,3,novote,novote,4,novote,novote,2,novote,novote,novote,novote,novote,3,1,4,4,4,4,9,1,1,2,5,11
 4965bnf8459a965bnced-9a965bn845e5-4dzzf-9zzc845-965bn6965bn3ef110b6e                     ,numerique,75017,Valide,2,2,4,4,3,4,1,3,2,3,3,2,2,3,3,3,3,3,3,2,20,1,6,10,3,0
 136cb443-zz965bn9a965bn9a965bn-4bef-9e965bnb-zz9zz90cb9a965bnczz45                     ,numerique,75017,Valide,novote,novote,novote,novote,novote,4,1,novote,novote,4,novote,novote,4,4,novote,4,4,novote,4,novote,8,1,0,0,7,12
 3f10zz309*yzzd4-409a965bne-8458453b-zze845c45301845e1                     ,numerique,75017,Valide,4,4,4,1,2,4,1,2,2,4,4,4,4,2,4,4,4,4,4,4,20,2,4,0,14,0
 461cffc1-845ezz9a965bn-48459a965bnzz-8453965bnd-6845845zzd16be19a965bn1                     ,numerique,75017,Valide,1,3,3,3,2,2,3,3,1,2,3,3,2,2,3,3,3,3,3,3,20,2,5,13,0,0
 91f0039b-64e9-49a965bne3-9965bn5845-cd965bn3fd845b9a965bn3de                     ,numerique,75017,Valide,novote,1,novote,novote,novote,1,1,2,1,1,novote,1,novote,1,novote,novote,4,novote,4,2,11,7,2,0,2,9
 b9f9965bn914-9a965bnef965bn-463b-9965bn65-9a965bn4ezz534d93zz9                     ,numerique,75017,Valide,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,20,1,0,0,19,0
 965bn0zz46cd4-959a965bn5-4965bn8459-9a965bn9a965bn90-845845zz965bn9b8455845fcf                     ,numerique,75017,Valide,4,2,4,2,1,1,1,4,1,2,4,4,4,3,2,3,4,4,4,4,20,4,4,2,10,0
 5965bnb8458450e3-3zze4-440c-845965bnc9a965bn-6965bn5zzffff9e69a965bn                     ,numerique,75017,Valide,2,4,4,3,2,2,3,4,2,1,4,4,2,4,4,3,novote,4,4,3,19,1,5,4,9,1
 03db3feb-e91965bn-4845965bnzz*yzz53-384534b05f935b                     ,numerique,75017,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,1,novote,3,2,novote,4,1,2,1,0,16
 f965bn368459845c-84505zz-48454c-9e5zz-e9348456965bnbd965bn0e                     ,numerique,75017,Valide,4,3,4,4,4,3,1,4,novote,4,4,novote,novote,4,4,2,4,3,3,3,17,1,1,5,10,3
 bf536zz6e-6965bn9a965bne-4zz3845-9a965bn459-965bnb1965bn63845e3ee1                     ,numerique,75017,Valide,4,2,3,2,2,2,1,3,4,4,4,2,1,2,4,novote,3,3,3,4,19,2,6,5,6,1
 845965bn965bnd339a965bn965bn-965bn604-4zz5f*y3c4-9a965bn05965bnd9a965bn91845e0f                     ,numerique,75017,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,4,novote,novote,novote,novote,novote,novote,4,4,novote,4,1,0,0,3,16
 965bne46965bnf9c-9a965bnzz9845-40zz3-9a965bnbb1-edf94965bne6e36b                     ,numerique,75017,Valide,novote,novote,4,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,3,3,2,2,1,novote,7,1,3,2,1,13
 484539a965bn965bned5-39845f-4845b9*y639a965bn-d1d44965bnf965bn0965bn64                     ,numerique,75017,Valide,1,1,2,1,1,3,2,2,3,1,1,2,3,1,1,2,4,1,1,4,20,10,5,3,2,0
 bfzze5c6c-3d94-49a965bnb965bn-95965bn0-04ed965bn845845eff05                     ,numerique,75017,Valide,2,2,4,2,2,2,1,3,2,1,3,1,4,3,4,4,4,4,4,4,20,3,6,3,8,0
 4bzz5e9zz3-9a965bn965bn965bn9-4dd4-845d845f-dd845b009a965bn5965bn0965bn3                     ,numerique,75017,Valide,2,2,novote,novote,novote,novote,novote,novote,2,2,novote,novote,novote,2,novote,novote,novote,2,2,2,8,0,8,0,0,12
 303f9a965bnf34*yzze4-411zz-9965bnzz965bn*y9zz43e9a965bnf0b965bn3                     ,numerique,75017,Valide,4,novote,4,novote,novote,novote,1,4,novote,4,4,novote,4,4,novote,novote,4,4,4,novote,11,1,0,0,10,9
 5zz15ef8459*y845e5-4845bb-9a965bn44965bn-845zzf965bn64d3eb35                     ,numerique,75017,Valide,2,3,3,2,1,3,2,1,1,1,2,1,4,1,2,3,3,2,3,3,20,6,6,7,1,0
 zgu1nty4mgzlodiwmzmwnjhhzdbjzwm4mjvkzwuwnthjotcwzmu965bnnw== ,numerique,75017,Valide,1,1,1,2,4,1,1,4,1,1,4,1,1,4,4,1,4,1,3,1,20,12,1,1,6,0
 mt9a965bnwzgflnwfjzj9a965bnzztq3ytkyogu5ndkzzjjknge965bnymzkmznimdgxyq== ,numerique,75017,Valide,1,3,2,2,2,2,3,1,1,2,3,1,2,1,2,3,2,1,1,2,20,7,9,4,0,0
 d845b1965bnf5f-965bn3fc-4eee-9e46-4fe1zz5965bn9a965bne65c                     ,numerique,75017,Valide,4,4,4,4,4,novote,1,4,4,4,4,4,novote,novote,4,4,4,4,4,4,17,1,0,0,16,3
 zgniyzuxngywndy965bnmgqzotlhnjeyzmy4ztnjytriyjbkodnmnzgwyw== ,numerique,75017,Valide,2,1,4,4,4,4,1,2,2,2,2,2,2,2,3,2,3,3,2,2,20,2,11,3,4,0
 954zz503e*y4f5-4dbe*y845fb-9a965bnzz6099c9bfbf                     ,numerique,75017,Valide,2,3,2,3,2,4,3,2,3,2,2,2,3,1,2,3,4,3,4,3,20,1,8,8,3,0
 5cee845699a965bn-14zzd-4c4e*y60845-0dbb1004845f965bnzz                     ,numerique,75017,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,1,novote,novote,2,novote,novote,1,novote,5,3,2,0,0,15
 4143e965bndd-84503zz-4zz9b-845965bn965bnc-e48459a965bn999a965bnzz369a965bnb                     ,numerique,75017,Valide,4,4,4,4,4,4,1,4,4,4,4,2,1,4,4,1,1,2,4,1,20,5,2,0,13,0
 mdi0odvlnji3zmfhymi0nduyy965bnfjmz9a965bn0otvhmjc3yjy4mtu4otzmyw== ,numerique,75017,Valide,1,4,3,4,4,4,3,1,4,1,1,1,4,1,1,4,4,4,4,4,20,7,0,2,11,0
 c3d18453b9-965bn160-45c0*y605-dd9czzf6845c11e                     ,numerique,75017,Valide,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,3,2,1,0,0,17
 3e33965bn1b4-166c-4fe845-9a965bn03b-965bn845zzb965bne384506zz845                     ,numerique,75017,Valide,novote,1,3,2,3,2,2,novote,novote,novote,4,3,3,2,4,novote,3,novote,4,novote,13,1,4,5,3,7
 zz06be499a965bn-965bn1df-41ce-9a965bn35b-50ezzb36zz965bn99a965bn3                     ,numerique,75017,Valide,1,novote,1,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,novote,novote,novote,1,novote,5,5,0,0,0,15
 cbc9348453-309a965bnzz-4fzzf-9zz40-965bn3f59a965bnb3e5cd6                     ,numerique,75017,Valide,3,2,2,1,2,2,2,3,4,2,3,1,2,3,4,1,4,4,4,3,20,3,7,5,5,0
 mjvkmte0ndy1otfmnjnhmdblmtu0nze965bnzde0nzi0n965bnmyodbkn965bnfkyw== ,numerique,75017,Valide,1,2,1,2,2,3,2,1,2,1,1,2,3,1,1,2,2,3,3,3,20,7,8,5,0,0
 6965bnd9a965bn4b965bnzz-e569-4640-9a965bn6845965bn-zz1965bnd965bn965bnf9zz1965bn9a965bn                     ,numerique,75017,Valide,4,3,2,3,3,4,3,4,1,1,2,2,3,4,2,3,3,3,2,3,20,2,5,9,4,0
 e58455c58453-845d00-4ezze-96d845-9a965bn014be0df934                     ,numerique,75017,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,1,novote,3,2,novote,4,1,2,1,0,16
 c9a965bnfc49a965bn0845-540zz-4zze0-9a965bn0zzzz*y9a965bnfe4358450fbc                     ,numerique,75017,Valide,4,1,4,1,4,4,1,4,4,1,1,1,1,4,4,1,4,2,1,4,20,9,1,0,10,0
 49f6965bn49a965bnb-006b-4b55-9a965bn95d-9a965bn39a965bncceb01b5e                     ,numerique,75017,Valide,1,novote,novote,2,novote,novote,novote,1,1,2,novote,1,1,2,1,novote,2,novote,2,novote,11,6,5,0,0,9
 9a965bn6b95cd5-49a965bn54-4d9a965bnb-94e845-845zzb4d9a965bn50969a965bne                     ,numerique,75017,Valide,1,4,4,4,4,4,4,1,4,4,2,2,4,1,4,4,4,4,1,4,20,4,2,0,14,0
 db05599a965bnzz-49a965bn8459-4455-916845-ef19a965bnb0050313                     ,numerique,75017,Valide,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,20,1,0,0,19,0
 965bnc65965bnc3965bn-909a965bnc-4beb-9f965bnc-f4ef9845965bn163zzb                     ,numerique,75017,Valide,4,3,4,2,3,4,2,3,3,1,3,3,1,2,4,3,4,4,2,4,20,2,4,7,7,0
 5zz84501e3845-9349a965bn-49a965bnzz4-950b-c9c845c9a965bn566b9a965bn965bn                     ,numerique,75017,Valide,2,2,3,2,novote,2,2,novote,2,2,novote,3,1,3,4,2,1,3,3,2,17,2,9,5,1,3
 965bn66ebb3f-84595b-45ec-948454-9a965bn845691f9a965bn0965bn64b                     ,numerique,75017,Valide,novote,2,novote,novote,2,4,novote,2,1,novote,novote,3,1,3,2,novote,novote,1,2,1,12,4,5,2,1,8
 zzc5cb5ee-zzb965bnf-491d-996d-zzbb6zz845119a965bn5845e                     ,numerique,75017,Valide,novote,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,19,1,0,0,18,1
 19a965bn845ezzfb4-9a965bn0zz5-49a965bnb3*y99c-zzzzzz4965bn93b334965bn                     ,numerique,75017,Valide,1,novote,2,3,novote,4,novote,novote,4,1,novote,novote,2,2,4,4,3,4,4,4,14,2,3,2,7,6
 9f965bnded5c-cczzf-4cdf-845zz1e-90d84533845984511zz                     ,numerique,75017,Valide,2,2,1,1,3,2,2,2,1,3,1,1,2,1,2,1,novote,2,3,2,19,7,9,3,0,1
 965bn965bne965bn39a965bnc9a965bn-eff6-446d-84550zz-zzzzcbeczz9zzzz6845                     ,numerique,75017,Valide,2,2,4,2,1,2,2,2,1,1,2,1,1,3,3,1,3,3,1,2,20,7,8,4,1,0
 c0zz3eb43-d0dc-4f0d*yc54-50fc0d965bn9a965bn1e1845                     ,numerique,75017,Valide,1,novote,novote,1,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,novote,2,4,2,2,9,5,3,0,1,11
