ID,Urne,QR-Code,Categorie,1 - Ameliorer les equipements sportifs du 11e pour en developper l usage,2 - Innover au service de toutes et tous dans le 11e,3 - Rendre le 11e encore plus vert,4 - Amenager et equiper les ecoles du 11e,5 - Creer une cour Oasis pour les ecoles Belleville et Presentation,6 - Equiper les colleges du 11e pour developper les apprentissages,"7 - Embellir l eglise Saint-Ambroise, patrimoine du 11e",8 - Embellir le 11e grace a des œuvres sur les murs,9 - Favoriser la vie culturelle du quartier Belleville Saint-Maur,10 - Apaiser la circulation et partager l espace public du 11e,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 bf9a965bn49a965bnczze-6c09-4635*ydzz3-045zz1zz9a965bn968453e                     ,numerique,75011,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,9
 c3e965bn3965bnc1-199a965bnf-4969a965bn-845b3f-845b9a965bn4434e9a965bne50                     ,numerique,75011,Valide,4,4,4,4,4,4,1,4,4,4,10,1,0,0,9,0
 16dzz13965bn0-3965bn9d-40b5-99965bn965bn-zz965bn965bn845c3451dff                     ,numerique,75011,Valide,2,novote,1,1,1,2,1,3,3,4,9,4,2,2,1,1
 9c01b104-0cef-4bzzc*y99e-cf965bne335984509a965bn965bn                     ,numerique,75011,Valide,novote,novote,2,2,2,novote,1,novote,novote,novote,4,1,3,0,0,6
 845fc9zz65c-zz9a965bnef-4c61-9e4845-965bnddbezze696fd                     ,numerique,75011,Valide,3,novote,1,2,3,3,2,2,3,1,9,2,3,4,0,1
 c60845eezz0-99a965bn845845-44zz9a965bn-845f06-cf1zz9a965bn0zz9a965bnc5zz9                     ,numerique,75011,Valide,novote,novote,novote,novote,4,novote,1,4,novote,2,4,1,1,0,2,6
 ntcwzti1n965bnzlmwzlnzg1mgyzzjvmzwu3nwfjzme965bnytcyzjk0ntgyyw== ,numerique,75011,Valide,1,novote,1,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,6
 zz5zze4403-9a965bne3b-4eb0-9509a965bn-845b4845zz8459e9a965bn845f6                     ,numerique,75011,Valide,2,4,4,2,4,3,1,4,4,4,10,1,2,1,6,0
 9a965bn965bndd4f90-91zz1-4965bn965bnd-84584504-9a965bne965bne9a965bn9a965bnc6030965bn                     ,numerique,75011,Valide,3,1,2,2,3,2,3,4,2,3,10,1,4,4,1,0
 ddd965bn649845*y905-4691-845391-3zz9a965bn6965bne9965bnb965bnd1                     ,numerique,75011,Valide,2,novote,2,novote,novote,2,1,2,novote,novote,5,1,4,0,0,5
 99a965bn6b9f1d-db6965bn-46fzz*y965bnzz0-c965bnd965bn4b0zzfzzcd                     ,numerique,75011,Valide,2,2,1,novote,novote,novote,4,2,novote,1,6,2,3,0,1,4
 845b965bn6f845845845-6zz33-4965bnb3-9a965bnde965bn-ed4fdbzz965bn6049a965bn                     ,numerique,75011,Valide,3,3,3,3,3,3,4,4,novote,1,9,1,0,6,2,1
 098450f900-9c0845-4c5zz-9a965bn44f-9364c6d66e5d                     ,numerique,75011,Valide,4,4,novote,novote,novote,novote,1,4,4,novote,5,1,0,0,4,5
 c13fb965bn40-55fe-4965bn31-845zz9a965bn5-e49a965bne965bnf845965bne00845                     ,numerique,75011,Valide,2,4,1,4,3,4,3,1,2,1,10,3,2,2,3,0
 ntrhnzfizdeyyzizzdm4yzg965bnmwniyzy1nmyxngjkyzfkzwuzm965bnnkoq== ,numerique,75011,Valide,4,2,4,3,4,1,1,4,4,novote,9,2,1,1,5,1
 cbzz9zz0845f-04965bn9-4zz9a965bn4-963b-845e4845f1845zzd965bnd965bn                     ,numerique,75011,Valide,novote,4,novote,novote,4,novote,1,novote,4,novote,4,1,0,0,3,6
 015965bnzz56zz-5d5845-4bd9a965bn-9zzb1-4e99359a965bn6zz965bn1b                     ,numerique,75011,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,9
 zmrmmtuwndgyzwfmodnlogvlyjixmge1mjbjzje1ztu965bnzmzkmdhjn9a965bn== ,numerique,75011,Valide,4,novote,1,2,novote,novote,1,novote,novote,novote,4,2,1,0,1,6
 ccdzzf59a965bn845-9a965bnbbb-4e845f-9045-fb49a965bn41bc965bn8459a965bn845                     ,numerique,75011,Valide,novote,novote,novote,novote,novote,novote,1,novote,1,4,3,2,0,0,1,7
 zmizntjlmdfkotq0ndmzmjg4yjy4nmvindniytizzjc3y965bnrlywrhoq== ,numerique,75011,Valide,4,4,4,4,4,4,1,4,4,4,10,1,0,0,9,0
 y965bne1ymy3m965bnqwmdg4yjrknjvkzmewmthjzdnkmtrjmte1zjk1mzyynw== ,numerique,75011,Valide,4,3,1,2,2,2,3,4,4,4,10,1,3,2,4,0
 6e84535b4zz-965bn9a965bnzze-430d*yc1c-ebcd51cf965bnzz00                     ,numerique,75011,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,9
 66ezz950c*y00f-4845845c-845zzbb-9a965bn845zzdzz845c08454845d                     ,numerique,75011,Valide,2,2,1,novote,novote,novote,1,novote,novote,novote,4,2,2,0,0,6
 njdhy965bnm5mmvlztm1mmyxowe965bnntvhm965bny0ymqynzq5mdm4ytnkzdziyw== ,numerique,75011,Valide,2,1,1,2,1,2,4,3,2,2,10,3,5,1,1,0
 3e40c9a965bndzz-1c9a965bnc-4435-84509a965bn3-965bnd5zz965bn965bn845ce9a965bnzzc                     ,numerique,75011,Valide,1,2,1,1,2,1,4,2,1,1,10,6,3,0,1,0
 3c4e460d-zz9a965bn6e-461965bn-9a965bnfbe-159a965bn19a965bnzzbzz15d6                     ,numerique,75011,Valide,novote,2,2,novote,novote,novote,1,novote,novote,2,4,1,3,0,0,6
 548459a965bn965bn690-54c3-4099-9a965bn965bn40-9965bnzz5845dbzz68459a965bn9                     ,numerique,75011,Valide,4,4,4,2,4,2,1,novote,novote,4,8,1,2,0,5,2
 nz9a965bn0zgq0otmxzwnmzmy3yjk3ogmxzdmwywvmytuxyzrindi965bnzweyyw== ,numerique,75011,Valide,3,4,3,2,2,novote,4,4,3,3,9,0,2,4,3,1
 mtjimzcxmjk3otk1oguyotbinju5odzjytqxodmyotmzytjhntewnq== ,numerique,75011,Valide,2,2,novote,2,novote,3,3,1,novote,1,7,2,3,2,0,3
 36zz698451d-6f3b-4965bn49a965bn*yf965bn4-6144bc09666zz                     ,numerique,75011,Valide,2,2,1,2,3,2,1,3,3,1,10,3,4,3,0,0
 zd9a965bn1y965bnninwy3zj9a965bnxm965bne965bnnmu965bnmmfmntzhytq3zdi965bnyjkxntiwnzk3nw== ,numerique,75011,Valide,novote,novote,2,novote,novote,novote,2,novote,novote,novote,2,0,2,0,0,8
 93d965bnzzzz6965bn-5c1b-46c0-9f9a965bn0-965bn9a965bn1013414fde                     ,numerique,75011,Valide,4,4,1,3,4,3,1,4,2,1,10,3,1,2,4,0
 mddjzthjowzjmjezztdlzmq5ywu0yzrlzjmzotcznt9a965bn5ngflzgy4mq== ,numerique,75011,Valide,2,3,2,4,3,4,2,2,2,2,10,0,6,2,2,0
 1c9a965bn965bned9a965bnf-0d5b-4953-845zz845d-0b9a965bn3d06zz3910                     ,numerique,75011,Valide,novote,1,1,1,novote,2,2,2,1,novote,7,4,3,0,0,3
 845fzzb9d845965bn-95df-4110-9066-zz5965bn0e3zz9a965bnf965bnd3                     ,numerique,75011,Valide,3,2,1,2,3,2,2,1,2,3,10,2,5,3,0,0
 645549a965bn61-c965bnd5-43ee-845dfzz-5965bncf669965bn3f91                     ,numerique,75011,Valide,novote,2,novote,novote,novote,2,2,novote,novote,2,4,0,4,0,0,6
 965e053c-eczz0-4c34-845346-44zz965bndff9965bn9a965bn0c                     ,numerique,75011,Valide,novote,2,3,novote,novote,3,1,novote,novote,novote,4,1,1,2,0,6
 fe0zzb1e1-965bn3zz9a965bn-49a965bn10-845d0b-ce9a965bn669d3dd5e                     ,numerique,75011,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,9
 69a965bnd9a965bnf00845-9965bn1e-495zz*y84555-9a965bn368456e169a965bn4b3                     ,numerique,75011,Valide,1,2,1,1,2,1,4,1,4,4,10,5,2,0,3,0
 y965bnvjotcwytgzmdlmzmq4zmnlztdiowi4mzywzj9a965bnzowy5ode0ytnlzg== ,numerique,75011,Valide,1,novote,4,1,novote,4,4,4,novote,4,7,2,0,0,5,3
 zz5b3e48459-0zzbf-4b03*y3c1-9cd5de954dzz9a965bn                     ,numerique,75011,Valide,novote,1,2,1,novote,novote,2,2,novote,1,6,3,3,0,0,4
 yzgxyzu4nwvimwrlmge965bnodcymmixn965bnm1ntziy965bnyzngjjmz9a965bn3nmrlzq== ,numerique,75011,Valide,1,1,novote,novote,novote,novote,1,novote,novote,2,4,3,1,0,0,6
 965bn965bndfb45b-c84506-4c59a965bn-96f9-zz91946bf845e9a965bn9a965bn                     ,numerique,75011,Valide,2,1,1,1,1,1,2,1,2,3,10,6,3,1,0,0
 0965bne1zz9a965bne845-zz599a965bn-46e3*y8454zz-8458459a965bn1ezz9eb9cf                     ,numerique,75011,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
 4d965bn64630-91b0-4199a965bn-845965bn845845-133b9919a965bn9a965bnb8459a965bn                     ,numerique,75011,Valide,2,2,novote,novote,2,3,4,4,4,2,8,0,4,1,3,2
 odgyyze965bnzwzkzmjimgniodlhmjhimgixodq965bnywu5od9a965bnwnwm3mzg0nq== ,numerique,75011,Valide,1,novote,novote,novote,novote,1,4,1,novote,novote,4,3,0,0,1,6
 y965bnvhotdmntkyzgq965bnzmu4nji3yzvjmme4nweznjczmwnjmzlhngzjng== ,numerique,75011,Valide,1,1,novote,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,6
 nzy3n965bnzimgvkmzyzmtgxzdqwm965bnrmymmxmwzlmd9a965bn4mzuzzdjmzjm4m9a965bn== ,numerique,75011,Valide,1,novote,1,1,1,2,1,1,1,1,9,8,1,0,0,1
 c1c965bn416e-e965bn04-4965bn1e-999a965bnd-41965bnfe984563zzf3                     ,numerique,75011,Valide,3,novote,1,novote,novote,novote,3,novote,novote,1,4,2,0,2,0,6
 zz43e9a965bn45f-eb0845-499a965bn9a965bn-9845zz845-6149a965bn965bnzzc5084559                     ,numerique,75011,Valide,1,novote,novote,1,novote,1,2,novote,novote,novote,4,3,1,0,0,6
 ywqyzmnmzdvjyjq3mzq0njbkmmzmyzczmmyymjy1zjg3mzljmmqxz9a965bn== ,numerique,75011,Valide,3,2,3,3,3,1,2,4,3,2,10,1,3,5,1,0
 f965bn9a965bn0f9zzf-zz49a965bnd-44d5-9a965bnc9a965bnf-f3965bn9a965bnb6czz965bn9965bn0                     ,numerique,75011,Valide,2,3,1,4,4,novote,1,4,4,novote,8,2,1,1,4,2
 zzzzce9cb845*ye66-430d-845ff845-40c9a965bne9a965bn09a965bn4fc4                     ,numerique,75011,Valide,3,3,3,3,3,3,4,4,4,3,10,0,0,7,3,0
 ymvkmdnhnmixzdg5zmy3ndcxzdvhyjlhmju965bnzmjmmte1y965bnu3mwvmmq== ,numerique,75011,Valide,2,1,1,1,1,1,3,2,2,2,10,5,4,1,0,0
 9a965bn445ff69a965bn-e433-46e9a965bn-845d3d-zzc00965bnezz5b6zz9                     ,numerique,75011,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,9
 4e9a965bnd965bn84545-dzz965bnd-4965bn0965bn*yf5b-c0f3cdedf9965bn845                     ,numerique,75011,Valide,3,3,1,3,3,1,3,4,2,2,10,2,2,5,1,0
 ndy3odizmjuxnzvkode965bnmguwogflmzfmodm965bnmzzlmmu4zdnmnjc0mg== ,numerique,75011,Valide,1,novote,novote,novote,novote,novote,1,1,novote,1,4,4,0,0,0,6
 f845965bn684559a965bnc-f515-4zz965bn845-9001-zz359a965bn965bn3965bn5zz8455c                     ,numerique,75011,Valide,2,1,2,1,novote,3,4,1,2,2,9,3,4,1,1,1
 4zz965bnzzccf4-90d6-4010-845501-zz9a965bnzz845649965bnf9a965bn965bn6                     ,numerique,75011,Valide,1,3,3,4,4,4,4,4,4,2,10,1,1,2,6,0
 ebc9845965bnczz-5e50-49a965bn45-9d1d-eb845zz1f6358454d                     ,numerique,75011,Valide,1,novote,novote,novote,novote,novote,2,novote,novote,1,3,2,1,0,0,7
 zzf4391e6*y5c0-408453*ybf9a965bn-d965bn160135845563                     ,numerique,75011,Valide,novote,novote,3,3,novote,3,1,novote,3,novote,5,1,0,4,0,5
 fd9a965bn90f03-36df-48456e-90b6-e411zz01f43e9                     ,numerique,75011,Valide,1,4,4,4,4,4,4,4,4,novote,9,1,0,0,8,1
 mtm965bnztfkntm3mzjhzwm0n965bnizotlkotkynjq0nd9a965bn0zdllodi4m965bni4mg== ,numerique,75011,Valide,novote,novote,1,1,novote,novote,1,novote,novote,1,4,4,0,0,0,6
 965bn965bnb9e84519-e9a965bn40-49czz-8450e9a965bn-f909a965bnb9bd5e9a965bnzz                     ,numerique,75011,Valide,novote,novote,novote,novote,novote,3,1,novote,novote,novote,2,1,0,1,0,8
 nzqwmguzowjmmtrlot9a965bnznmrlntmwntriotjizjewzmy4zjjlnje0oq== ,numerique,75011,Valide,3,3,1,1,3,1,1,1,2,1,10,6,1,3,0,0
 zz3d5965bn9a965bn9e-fdfe-44d9a965bn-9a965bnc8459-d59a965bn91965bn0845b6c9a965bn                     ,numerique,75011,Valide,novote,2,2,novote,novote,novote,1,novote,novote,3,4,1,2,1,0,6
 0845fce63e-1bzz3-49a965bn965bnb*yzzzzzz-41dzz53010b9a965bn845                     ,numerique,75011,Valide,3,4,1,3,1,2,4,3,4,2,10,2,2,3,3,0
 be43c934-198459-45zze*y439-54db63645965bn51                     ,numerique,75011,Valide,2,3,2,2,3,3,3,4,3,1,10,1,3,5,1,0
 1c584503965bn4*y5d3-45965bn965bn-9a965bn99a965bnd-04e61e15e845f965bn                     ,numerique,75011,Valide,3,2,1,2,2,3,3,4,2,3,10,1,4,4,1,0
 984500f9bd-84511965bn-466zz-9449-0e965bndzz1e19a965bnedzz                     ,numerique,75011,Valide,novote,novote,1,1,novote,novote,2,1,1,1,6,5,1,0,0,4
 9a965bn6359a965bn08459a965bn-9a965bn6dd-43b4-845zz5b-919b3d3bd9a965bnbc                     ,numerique,75011,Valide,2,1,2,2,2,3,3,4,3,3,10,1,4,4,1,0
 19a965bnc8456zze845-9a965bndd9a965bn-44ee-8451zzzz-11c46c6zz4f4e                     ,numerique,75011,Valide,novote,1,1,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,6
 19a965bnf653e965bn-0399-4501-903965bn-9a965bnd8450f9a965bn01c35f                     ,numerique,75011,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,9
 96845b9a965bn5f1-e4b6-4d1zz-84506c-cb8453d6965bnbzz9a965bn36                     ,numerique,75011,Valide,4,2,1,3,4,3,3,2,4,1,10,2,2,3,3,0
 dzz84559a965bn651*yzze9a965bn-4f9a965bn6*y0845c-69a965bnb965bnzz535cb9d                     ,numerique,75011,Valide,2,3,3,1,2,2,1,novote,3,2,9,2,4,3,0,1
 yty5mjvjymqyogvmotixmgq4ztzhzjfiogiymtm965bnnzrizdy5nmy3yg== ,numerique,75011,Valide,2,1,1,1,2,1,3,2,2,2,10,4,5,1,0,0
 zgeznzewmj9a965bn5yjk965bnn965bnjhyjfim965bnq5njgzzgjhzt9a965bn1ndc3mgi965bnnzy4mw== ,numerique,75011,Valide,novote,4,2,2,4,2,3,3,2,2,9,0,5,2,2,1
 b9a965bn5e1ce6-e5ed-4zz5965bn-9443-f1zz5965bnd9a965bn9845965bnf9a965bn                     ,numerique,75011,Valide,4,4,4,4,4,4,1,4,4,4,10,1,0,0,9,0
 90b09zz965bn9a965bn-4d8455-4e60-9a965bn845845d-c9a965bndbzz1434be9                     ,numerique,75011,Valide,novote,3,1,novote,novote,novote,2,novote,novote,2,4,1,2,1,0,6
 e4965bnc468459a965bn-5c64-415c*y906-4c5f59a965bn5c40ef                     ,numerique,75011,Valide,3,2,2,2,2,1,2,4,3,2,10,1,6,2,1,0
 1c84593e13-4zzzzb-484536*y1965bn9-f965bn01e84509996d                     ,numerique,75011,Valide,4,2,1,4,3,4,4,2,3,1,10,2,2,2,4,0
 5zz35965bnd1zz-54e845-4965bn35-845cc1*yd09a965bnf9a965bn0d9a965bn4965bnc                     ,numerique,75011,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,9
 84539a965bn8451845f1-fd0965bn-44zzb*y403*yczz5965bn54zz669d                     ,numerique,75011,Valide,novote,2,1,1,novote,novote,1,novote,novote,2,5,3,2,0,0,5
 999965bndezz965bn-6965bnf965bn-4bdf-84560d-f34zz346f845ec9a965bn                     ,numerique,75011,Valide,novote,3,4,novote,novote,novote,2,novote,novote,3,4,0,1,2,1,6
 f5845f6fd5-9a965bn845b3-45e9-9a965bn19a965bnb-6zz10ed158450cd                     ,numerique,75011,Valide,1,4,1,4,4,4,1,4,4,1,10,4,0,0,6,0
 zzzz66b0b845-04zzd-4e09-84536c-c9a965bn3dc965bn3913c965bn                     ,numerique,75011,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,9
 b09965bn3def-de3zz-405965bn*yzz965bne-9565zz19c9a965bnbzz4                     ,numerique,75011,Valide,novote,novote,4,novote,novote,3,3,4,novote,1,5,1,0,2,2,5
 965bndcc05d9a965bn-9a965bn1bf-4e965bnc*yc5zz-5530914845965bn51c                     ,numerique,75011,Valide,2,1,1,1,3,1,2,3,2,2,10,4,4,2,0,0
 ec9a965bn44de4-6zz9e-4ec9a965bn-9a965bn1965bnzz-e65c6339d906                     ,numerique,75011,Valide,novote,2,1,3,3,3,2,2,3,1,9,2,3,4,0,1
 ywe5mgriyj9a965bnzoguwmjniowjlogzizjywndiyyz9a965bnzmte965bnnwuwnmmxm9a965bn== ,numerique,75011,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,9
 e3965bn19a965bnb94-9a965bn041-419a965bnd-9a965bn14b-zzzzzz845f99a965bnce1f6                     ,numerique,75011,Valide,2,novote,novote,2,3,2,1,novote,novote,4,6,1,3,1,1,4
 d1d845zz4zz4-55845e-43ec*y105-0zz4965bne0684596965bnd                     ,numerique,75011,Valide,3,4,3,4,4,4,1,4,4,4,10,1,0,2,7,0
 b9a965bn5zzedzz0-965bn9a965bn845f-4965bn845d-8458455c-9a965bnzz965bnf8459a965bne965bnb41f                     ,numerique,75011,Valide,1,2,1,2,3,2,2,2,2,1,10,3,6,1,0,0
 cbbd58456e-dzzf3-441965bn-9cf0*y0c1cb641d845b                     ,numerique,75011,Valide,2,2,1,1,novote,3,1,1,4,2,9,4,3,1,1,1
 d9a965bnbff8458456-6845c9-4f13-9355-9a965bnffce0bc49a965bn63                     ,numerique,75011,Valide,2,1,1,1,1,1,3,2,1,3,10,6,2,2,0,0
 nzzmzgjhzdi5otyzmmiymdq5nwzmmgrmzwi965bnntdkmzjknteynty3yg== ,numerique,75011,Valide,1,2,1,1,3,1,3,1,1,1,10,7,1,2,0,0
 ndkwytrkytjhnwvhmjdlzgewmzlkzjgwntzkzjexyznkndu4zt9a965bn0z9a965bn== ,numerique,75011,Valide,novote,novote,2,novote,novote,novote,3,novote,novote,novote,2,0,1,1,0,8
 yzvhzgqwmmm1mmjmzdfintdkztc5zthlnjljntzhzmuxngu3zdkzn9a965bn== ,numerique,75011,Valide,2,1,2,3,1,3,4,2,3,3,10,2,3,4,1,0
 965bnd845ddzz6zz-098459a965bn-41fe-845b56-9a965bn90cb56d9a965bn3e4                     ,numerique,75011,Valide,novote,2,2,2,novote,2,2,2,1,2,8,1,7,0,0,2
 9a965bn1650109a965bn*y6de-499f-8453b9-965bn35zzzzzz99a965bnbe8450                     ,numerique,75011,Valide,novote,novote,1,novote,novote,novote,2,1,novote,1,4,3,1,0,0,6
 1zz8459d59e-e965bn9b-4d8450-84566845-59a965bn4643533965bn3d                     ,numerique,75011,Valide,novote,novote,1,novote,novote,novote,2,novote,2,2,4,1,3,0,0,6
 b4zzf965bn845b9-ee5b-4965bnfc-9845zzb-cc1699a965bn1dc84531                     ,numerique,75011,Valide,2,2,1,2,3,1,3,1,1,1,10,5,3,2,0,0
 bzze5fbfe-c06e-4e4e-9a965bn1e1-ce5dcc5965bn1845f5                     ,numerique,75011,Valide,1,2,4,1,2,2,3,2,3,3,10,2,4,3,1,0
 d49a965bn3ede9a965bn-zz965bn99-4845db-8456f965bn-6zz845965bnzzff01165                     ,numerique,75011,Valide,4,1,2,3,2,3,3,4,2,4,10,1,3,3,3,0
 cf3c069f-69zz9-469c-9a965bndee-00965bnd15fe84500b                     ,numerique,75011,Valide,2,1,2,2,2,3,3,2,3,2,10,1,6,3,0,0
 c5f4965bn965bne6-d9a965bn965bn6-4f845e-9zzb9-6edfcezz3zz54965bn                     ,numerique,75011,Valide,3,2,1,3,2,3,4,4,2,4,10,1,3,3,3,0
 yzmzmzhjztqxodvknwqwngm965bnodqwodu0zjq4otcwywfkyzuxn965bnjkng== ,numerique,75011,Valide,novote,1,1,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,6
 f30d845zz06-0b9a965bn3-4569a965bn*y0d5-9a965bne14c04e0845bd                     ,numerique,75011,Valide,2,3,3,1,1,1,3,3,3,3,10,3,1,6,0,0
 f45305845zz-ec845c-4ce1-9a965bn0c6-6468459a965bn9a965bnd5b636                     ,numerique,75011,Valide,3,1,1,3,4,4,3,1,4,4,10,3,0,3,4,0
 4f549a965bnd1f*yb9a965bn1-4339*y4845f-3ff845404965bn0590                     ,numerique,75011,Valide,1,3,4,3,4,4,4,3,3,4,10,1,0,4,5,0
 6b534443-ccb1-4e0zz*yzz3965bn-1bc9965bn965bn43ce4845                     ,numerique,75011,Valide,1,3,2,2,3,2,3,2,3,2,10,1,5,4,0,0
 yzy1mtg5ndrly965bnrmmtuxmwu5ogm5nzdlnwuzztm4zwqyyze1owq4m9a965bn== ,numerique,75011,Valide,3,3,2,2,3,2,4,1,3,3,10,1,3,5,1,0
 6845zz5965bn9a965bnfc-0e04-45ed*y0845845-cc845965bn6zz9e69be                     ,numerique,75011,Valide,novote,2,4,2,novote,2,2,3,novote,3,7,0,4,2,1,3
 3c8459a965bncdb5-4f41-4zz1f-8459fb-0159a965bn3c694ff6                     ,numerique,75011,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,9
 f09f965bn68459-33e4-439a965bn9a965bn-845f965bn3-13df59c9a965bn9zz3d                     ,numerique,75011,Valide,2,3,1,2,4,3,3,3,2,1,10,2,3,4,1,0
 zmixmdc3mtgymdkymzexngzkowe5yjrjmtqwmzgwyjc965bnmde3ndvimw== ,numerique,75011,Valide,3,2,1,novote,4,4,4,2,3,1,9,2,2,2,3,1
 9eff9a965bn659a965bn-11zz3-4845c5-9a965bncdc-5965bn99a965bne9a965bn965bn965bnd649a965bn                     ,numerique,75011,Valide,3,1,2,4,3,4,1,2,3,3,10,2,2,4,2,0
 1fc9a965bn4f41-e5ee-4965bn0965bn-845965bn5zz-13e965bn6349a965bn9539a965bn                     ,numerique,75011,Valide,3,3,1,2,3,2,3,1,2,1,10,3,3,4,0,0
 czz845f656b-19965bn6-4fe9*y6zz9-664e845845zzd0ff965bn                     ,numerique,75011,Valide,2,1,2,novote,novote,novote,1,novote,novote,novote,4,2,2,0,0,6
 yze965bnztyyzdi4mmuxmme3njg4nzm3y965bnjhzgezndzkzwfinzfiodmwyw== ,numerique,75011,Valide,3,1,2,4,4,4,1,4,3,3,10,2,1,3,4,0
 1940635c-38450d-4c3e-9a965bn9a965bn96*y1zz59a965bnzzbe351e                     ,numerique,75011,Valide,2,1,1,2,2,2,3,2,2,1,10,3,6,1,0,0
 zmjlogu5odu3zdkyztcyytvhodvinzy965bnmzbjnmfmyzzky965bni0ztrlyq== ,numerique,75011,Valide,novote,1,1,novote,novote,novote,1,1,novote,1,5,5,0,0,0,5
 8459a965bne6e965bn6b*y39a965bn9-404e-94d965bn-5f0e00e965bn465d                     ,numerique,75011,Valide,3,3,1,3,4,4,4,4,4,3,10,1,0,4,5,0
 909c3ec0-6zz965bn845-4965bncf*yd91-3zz5cd1965bnd30c9                     ,numerique,75011,Valide,1,4,3,3,2,2,4,2,2,3,10,1,4,3,2,0
 b9a965bn9965bnzz965bnzzd-4103-4954-8459965bn845-0ce4ccbf4f31                     ,numerique,75011,Valide,4,4,4,4,4,4,4,1,4,4,10,1,0,0,9,0
 65edc59a965bn1-845965bn8459-44c6*yd54-04959618456f99                     ,numerique,75011,Valide,novote,novote,1,novote,novote,novote,1,novote,novote,novote,2,2,0,0,0,8
 e359zz9a965bn965bn965bn-9e965bn6-48454845-9a965bn8451zz*y09a965bn1845c965bn536d3                     ,numerique,75011,Valide,3,novote,2,novote,novote,1,1,novote,novote,novote,4,2,1,1,0,6
 c6czz19a965bnb4-984539a965bn-4d8455-845zz9a965bn1*yb9zzf9a965bn9a965bncezz05                     ,numerique,75011,Valide,1,2,2,novote,novote,novote,2,novote,novote,novote,4,1,3,0,0,6
 8451965bn9a965bn9a965bn68453-4dec-45zz1*y0c5-4bff3dc5dfcc                     ,numerique,75011,Valide,3,novote,2,3,3,2,4,2,1,2,9,1,4,3,1,1
 zzc845zzf4c9a965bn-8458453zz-40zz965bn*y965bn49a965bn-39a965bn30fc06e3c3                     ,numerique,75011,Valide,novote,novote,2,novote,novote,novote,1,4,novote,2,4,1,2,0,1,6
 e845f8455c61-f84590-413f-9a965bn450-6965bn0845ecb3c965bnzz1                     ,numerique,75011,Valide,novote,novote,novote,2,2,novote,2,novote,2,novote,4,0,4,0,0,6
 f9a965bne84593e9a965bn-0c0zz-49zz845-9a965bnd0e-d3c9zz5845d69cf                     ,numerique,75011,Valide,2,3,1,3,3,2,3,3,3,2,10,1,3,6,0,0
 9a965bn0c9a965bnec6b-03845965bn-4zz5zz*yc4e-zz9a965bn5zz1ebd9a965bn845e845                     ,numerique,75011,Valide,3,2,1,1,2,novote,3,1,novote,4,8,3,2,2,1,2
 f01965bnb965bne965bn-35d9a965bn-4359a965bn-95c4-9a965bnd845e5539a965bncb1zz                     ,numerique,75011,Valide,novote,1,novote,2,2,novote,3,1,novote,novote,5,2,2,1,0,5
 58456c965bnc9845*y8459a965bn6-4919a965bn-99a965bn8451*yzzd9e5845bczz6965bn                     ,numerique,75011,Valide,2,1,1,1,1,1,3,1,1,1,10,8,1,1,0,0
 c6d99a965bnec845-5965bnbd-4640-8459a965bnf0-03845fd965bnd965bn8450f4                     ,numerique,75011,Valide,novote,2,2,1,novote,novote,1,novote,novote,novote,4,2,2,0,0,6
 mdi4md9a965bn965bnzjk4nd9a965bn5yjkxnzk965bnnwq1owrkotqwnju1zdnmmdgynjuyyw== ,numerique,75011,Valide,3,2,2,3,3,3,2,2,3,3,10,0,4,6,0,0
 yjcxnzi965bnyjmwyjvhmdjlzdvhytnhzdy4nzmyztm965bnywnmotewzjiwzq== ,numerique,75011,Valide,novote,1,1,novote,novote,novote,3,2,novote,novote,4,2,1,1,0,6
 9164zzzz9a965bn4-c15845-49df-84510845-09a965bndc9a965bn965bn3313e6                     ,numerique,75011,Valide,novote,2,1,novote,novote,novote,1,novote,1,novote,4,3,1,0,0,6
 00f46361-5d8455-4965bn14-9a965bn965bn8455-965bnc965bncb5f965bnf93845                     ,numerique,75011,Valide,novote,novote,novote,novote,novote,novote,1,novote,2,novote,2,1,1,0,0,8
 49a965bnzzb49zz845-9845zz845-4965bn19a965bn*y10b-eb39c516b0f965bn                     ,numerique,75011,Valide,2,novote,2,novote,novote,3,4,1,novote,novote,5,1,2,1,1,5
