ID,Urne,QR-Code,Categorie,1 - Ameliorer les equipements sportifs du 11e pour en developper l usage,2 - Innover au service de toutes et tous dans le 11e,3 - Rendre le 11e encore plus vert,4 - Amenager et equiper les ecoles du 11e,5 - Creer une cour Oasis pour les ecoles Belleville et Presentation,6 - Equiper les colleges du 11e pour developper les apprentissages,"7 - Embellir l eglise Saint-Ambroise, patrimoine du 11e",8 - Embellir le 11e grace a des œuvres sur les murs,9 - Favoriser la vie culturelle du quartier Belleville Saint-Maur,10 - Apaiser la circulation et partager l espace public du 11e,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
198198,U11-010,2022AR11A,Valide,2,2,1,2,2,2,4,3,2,1,10,2,6,1,1,0
198199,U11-010,2022AR11A,Nul,4,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,0,0,0,1,9
198206,U11-010,2022AR11A,Valide,1,2,1,3,4,3,4,4,4,4,10,2,1,2,5,0
198224,U11-010,2022AR11B,Valide,novote,1,2,1,1,2,novote,novote,novote,novote,5,3,2,0,0,5
198288,U11-010,2022AR11B,Valide,1,1,2,1,1,1,1,1,1,novote,9,8,1,0,0,1
198290,U11-010,2022AR11B,Valide,2,2,1,3,3,3,4,1,3,1,10,3,2,4,1,0
198354,U11-010,2022AR11A,Valide,novote,3,2,2,3,3,3,2,2,2,9,0,5,4,0,1
198368,U11-010,2022AR11A,Valide,2,2,1,1,1,1,2,1,1,2,10,6,4,0,0,0
198449,U11-001,2022AR11A,Valide,4,4,1,1,1,1,2,2,2,1,10,5,3,0,2,0
198452,U11-005,2022AR11A,Valide,novote,1,1,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,6
198454,U11-005,2022AR11A,Valide,novote,novote,1,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
198455,U11-001,2022AR11A,Valide,1,2,1,1,2,1,2,2,3,1,10,5,4,1,0,0
198461,U11-001,2022AR11A,Valide,2,1,2,novote,novote,novote,2,4,1,1,7,3,3,0,1,3
198468,U11-005,2022AR11A,Valide,1,novote,1,1,1,2,4,4,2,1,9,5,2,0,2,1
198475,U11-005,2022AR11A,Valide,1,1,1,1,1,1,4,1,1,1,10,9,0,0,1,0
198480,U11-001,2022AR11A,Valide,1,4,1,1,2,1,2,2,2,1,10,5,4,0,1,0
198483,U11-001,2022AR11A,Valide,4,4,1,2,3,2,1,2,3,3,10,2,3,3,2,0
198491,U11-001,2022AR11A,Valide,novote,2,3,2,1,1,3,2,1,2,9,3,4,2,0,1
198509,U11-005,2022AR11A,Valide,1,1,1,3,3,3,4,2,2,1,10,4,2,3,1,0
198511,U11-001,2022AR11B,Valide,2,2,4,2,4,2,3,4,2,4,10,0,5,1,4,0
198548,U11-001,2022AR11A,Valide,novote,1,1,novote,novote,novote,novote,2,novote,1,4,3,1,0,0,6
198550,U11-005,2022AR11A,Nul,novote,novote,1,novote,novote,novote,novote,novote,novote,2,2,1,1,0,0,8
198555,U11-005,2022AR11A,Valide,novote,novote,1,novote,1,1,novote,novote,novote,1,4,4,0,0,0,6
198558,U11-005,2022AR11A,Valide,novote,2,1,4,3,1,4,4,1,1,9,4,1,1,3,1
198563,U11-005,2022AR11A,Valide,2,2,2,novote,novote,novote,novote,novote,novote,2,4,0,4,0,0,6
198566,U11-001,2022AR11A,Valide,2,3,1,1,1,1,2,1,2,1,10,6,3,1,0,0
198574,U11-001,2022AR11B,Valide,2,2,1,2,3,3,1,2,1,2,10,3,5,2,0,0
198595,U11-005,2022AR11A,Valide,2,2,2,1,1,1,2,2,novote,1,9,4,5,0,0,1
198596,U11-001,2022AR11A,Valide,1,1,1,1,3,1,4,2,2,1,10,6,2,1,1,0
198599,U11-001,2022AR11B,Valide,3,4,3,novote,1,1,3,4,1,novote,8,3,0,3,2,2
198600,U11-005,2022AR11A,Nul,novote,novote,1,novote,novote,novote,novote,novote,2,1,3,2,1,0,0,7
198605,U11-005,2022AR11A,Valide,3,4,1,3,3,3,3,4,3,2,10,1,1,6,2,0
198610,U11-005,2022AR11A,Valide,2,2,1,1,1,2,2,3,1,1,10,5,4,1,0,0
198611,U11-005,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
198630,U11-001,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
198633,U11-001,2022AR11A,Valide,1,1,1,3,4,3,2,3,2,1,10,4,2,3,1,0
198635,U11-001,2022AR11B,Valide,2,3,1,3,2,1,3,4,4,4,10,2,2,3,3,0
198637,U11-001,2022AR11A,Valide,1,novote,1,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,6
198638,U11-001,2022AR11A,Valide,2,2,1,2,3,2,2,3,1,1,10,3,5,2,0,0
198641,U11-005,2022AR11A,Valide,novote,novote,1,1,novote,1,novote,novote,1,novote,4,4,0,0,0,6
198642,U11-005,2022AR11A,Valide,1,novote,1,1,novote,novote,novote,3,1,1,6,5,0,1,0,4
198650,U11-001,2022AR11A,Valide,1,2,2,1,2,2,2,3,3,1,10,3,5,2,0,0
198655,U11-001,2022AR11A,Valide,2,1,1,2,2,2,2,2,2,1,10,3,7,0,0,0
198656,U11-005,2022AR11A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,6
198660,U11-001,2022AR11B,Valide,1,3,1,1,3,1,3,4,3,1,10,5,0,4,1,0
198664,U11-001,2022AR11A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
198665,U11-001,2022AR11A,Valide,2,novote,novote,1,novote,1,novote,1,novote,novote,4,3,1,0,0,6
198673,U11-005,2022AR11A,Valide,2,1,1,2,3,3,2,3,2,1,10,3,4,3,0,0
198674,U11-005,2022AR11A,Valide,1,novote,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
198675,U11-001,2022AR11A,Valide,novote,1,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,6
198704,U11-005,2022AR11A,Valide,2,1,1,2,1,2,3,2,1,1,10,5,4,1,0,0
198708,U11-001,2022AR11A,Valide,2,1,2,2,3,1,3,1,1,2,10,4,4,2,0,0
198721,U11-005,2022AR11A,Valide,1,novote,1,novote,novote,novote,1,2,novote,1,5,4,1,0,0,5
198722,U11-005,2022AR11A,Valide,1,novote,novote,1,novote,1,novote,novote,novote,1,4,4,0,0,0,6
198735,U11-005,2022AR11A,Valide,2,2,1,1,2,3,3,3,2,1,10,3,4,3,0,0
198740,U11-001,2022AR11A,Valide,1,1,1,2,novote,2,3,3,2,2,9,3,4,2,0,1
198742,U11-005,2022AR11A,Valide,novote,novote,1,novote,1,novote,2,novote,novote,1,4,3,1,0,0,6
198743,U11-005,2022AR11A,Valide,novote,1,1,novote,novote,2,novote,novote,novote,1,4,3,1,0,0,6
198746,U11-001,2022AR11A,Valide,3,4,2,3,3,2,novote,4,2,2,9,0,4,3,2,1
198756,U11-001,2022AR11A,Valide,3,2,1,2,1,2,3,2,2,1,10,3,5,2,0,0
198771,U11-005,2022AR11A,Valide,1,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,6
198773,U11-005,2022AR11A,Valide,1,1,1,1,2,2,3,3,2,1,10,5,3,2,0,0
198776,U11-005,2022AR11A,Valide,3,3,2,novote,2,1,3,2,2,2,9,1,5,3,0,1
198784,U11-005,2022AR11A,Valide,novote,novote,1,novote,1,1,novote,novote,novote,1,4,4,0,0,0,6
198785,U11-005,2022AR11A,Valide,1,1,1,2,2,2,3,2,1,2,10,4,5,1,0,0
198798,U11-005,2022AR11A,Valide,2,1,2,2,3,2,3,2,2,2,10,1,7,2,0,0
198803,U11-001,2022AR11B,Valide,1,1,2,2,3,2,3,3,novote,3,9,2,3,4,0,1
198804,U11-005,2022AR11A,Valide,2,1,1,1,1,2,2,2,1,2,10,5,5,0,0,0
198809,U11-005,2022AR11A,Valide,1,1,4,1,1,1,4,4,4,4,10,5,0,0,5,0
198821,U11-005,2022AR11A,Valide,novote,novote,1,novote,novote,novote,novote,1,1,1,4,4,0,0,0,6
198824,U11-005,2022AR11A,Valide,2,2,1,1,2,1,3,3,novote,1,9,4,3,2,0,1
198825,U11-005,2022AR11A,Valide,novote,1,1,novote,novote,novote,novote,novote,1,2,4,3,1,0,0,6
198838,U11-001,2022AR11B,Valide,1,2,1,1,2,1,2,2,2,1,10,5,5,0,0,0
198841,U11-001,2022AR11B,Nul,novote,novote,1,novote,novote,novote,1,3,novote,novote,3,2,0,1,0,7
198843,U11-001,2022AR11B,Valide,1,3,2,2,3,3,2,3,3,1,10,2,3,5,0,0
198845,U11-005,2022AR11A,Valide,novote,2,1,1,novote,novote,novote,novote,novote,1,4,3,1,0,0,6
198847,U11-005,2022AR11A,Valide,novote,novote,1,novote,novote,2,novote,novote,2,2,4,1,3,0,0,6
198848,U11-011,2022AR11B,Valide,1,2,1,2,3,1,2,1,3,1,10,5,3,2,0,0
198850,U11-011,2022AR11A,Valide,3,1,2,1,2,2,4,novote,2,2,9,2,5,1,1,1
198851,U11-005,2022AR11A,Valide,novote,novote,1,novote,novote,1,1,novote,novote,1,4,4,0,0,0,6
198852,U11-011,2022AR11A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
198854,U11-011,2022AR11A,Nul,novote,novote,1,1,novote,novote,1,novote,novote,novote,3,3,0,0,0,7
198858,U11-001,2022AR11B,Valide,2,1,1,2,2,2,4,1,2,1,10,4,5,0,1,0
198859,U11-011,2022AR11B,Valide,novote,1,1,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,6
198860,U11-011,2022AR11B,Valide,1,novote,1,novote,novote,novote,novote,4,novote,1,4,3,0,0,1,6
198862,U11-011,2022AR11B,Valide,novote,novote,4,1,novote,1,novote,2,novote,1,5,3,1,0,1,5
198864,U11-011,2022AR11A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
198865,U11-005,2022AR11A,Valide,1,novote,novote,1,novote,1,novote,novote,1,novote,4,4,0,0,0,6
198867,U11-011,2022AR11B,Valide,2,1,2,1,1,2,3,4,2,4,10,3,4,1,2,0
198871,U11-005,2022AR11A,Valide,4,novote,novote,1,novote,1,novote,novote,1,novote,4,3,0,0,1,6
198872,U11-011,2022AR11B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
198873,U11-005,2022AR11A,Valide,2,2,1,1,1,1,novote,novote,novote,1,7,5,2,0,0,3
198878,U11-011,2022AR11A,Valide,novote,1,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,6
198880,U11-011,2022AR11A,Valide,1,novote,novote,2,1,novote,4,4,1,novote,6,3,1,0,2,4
198882,U11-011,2022AR11A,Valide,novote,1,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
198883,U11-005,2022AR11A,Valide,1,1,2,2,1,1,1,4,1,1,10,7,2,0,1,0
198884,U11-011,2022AR11B,Valide,1,2,1,1,2,2,2,2,2,1,10,4,6,0,0,0
198886,U11-001,2022AR11B,Valide,1,1,1,1,2,1,4,2,2,4,10,5,3,0,2,0
198892,U11-011,2022AR11A,Valide,1,novote,1,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,6
198895,U11-011,2022AR11B,Valide,3,2,2,1,1,1,1,2,3,4,10,4,3,2,1,0
198897,U11-011,2022AR11B,Valide,1,2,1,novote,novote,2,1,2,novote,1,7,4,3,0,0,3
198899,U11-011,2022AR11A,Valide,novote,novote,1,novote,novote,novote,novote,2,1,1,4,3,1,0,0,6
198902,U11-005,2022AR11A,Valide,1,2,3,1,4,1,4,4,1,1,10,5,1,1,3,0
198906,U11-011,2022AR11B,Valide,2,1,1,2,3,1,3,4,3,3,10,3,2,4,1,0
198908,U11-011,2022AR11B,Nul,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,1,0,1,0,0,9
198909,U11-011,2022AR11B,Valide,2,novote,3,novote,novote,novote,2,2,2,3,6,0,4,2,0,4
198910,U11-005,2022AR11A,Valide,2,2,1,1,1,1,4,4,1,3,10,5,2,1,2,0
198911,U11-005,2022AR11A,Valide,2,2,1,2,1,2,2,1,1,2,10,4,6,0,0,0
198912,U11-011,2022AR11A,Valide,1,novote,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,6
198915,U11-011,2022AR11B,Valide,2,2,1,2,4,3,2,3,2,1,10,2,5,2,1,0
198916,U11-005,2022AR11A,Valide,2,2,1,2,1,1,3,2,2,1,10,4,5,1,0,0
198921,U11-011,2022AR11B,Valide,2,4,2,3,3,2,4,4,1,3,10,1,3,3,3,0
198926,U11-011,2022AR11A,Valide,1,1,1,1,1,2,1,3,2,2,10,6,3,1,0,0
198928,U11-011,2022AR11B,Valide,3,1,2,novote,novote,novote,novote,novote,novote,2,4,1,2,1,0,6
198929,U11-005,2022AR11A,Valide,1,1,1,1,2,2,1,1,1,1,10,8,2,0,0,0
198932,U11-011,2022AR11B,Valide,1,4,1,1,4,2,2,4,4,2,10,3,3,0,4,0
198936,U11-011,2022AR11B,Valide,2,3,1,2,2,2,3,3,1,1,10,3,4,3,0,0
198938,U11-011,2022AR11B,Valide,1,2,2,1,3,2,4,4,1,3,10,3,3,2,2,0
198940,U11-011,2022AR11A,Valide,1,3,1,1,1,2,3,1,2,2,10,5,3,2,0,0
198942,U11-001,2022AR11B,Valide,3,1,1,1,1,1,3,2,1,1,10,7,1,2,0,0
198944,U11-011,2022AR11B,Valide,1,2,1,1,2,2,2,2,2,3,10,3,6,1,0,0
198947,U11-011,2022AR11B,Valide,3,4,3,3,3,2,3,4,4,3,10,0,1,6,3,0
198950,U11-005,2022AR11A,Valide,1,1,2,1,1,1,1,2,2,2,10,6,4,0,0,0
198951,U11-011,2022AR11B,Valide,2,novote,novote,2,3,2,3,3,3,3,8,0,3,5,0,2
198953,U11-011,2022AR11B,Valide,2,3,1,1,2,2,4,3,2,1,10,3,4,2,1,0
198955,U11-011,2022AR11A,Valide,2,novote,1,novote,2,1,novote,novote,novote,1,5,3,2,0,0,5
198957,U11-011,2022AR11B,Valide,3,3,2,2,1,1,2,4,1,4,10,3,3,2,2,0
198958,U11-005,2022AR11A,Valide,2,1,2,2,3,3,3,4,3,2,10,1,4,4,1,0
198960,U11-005,2022AR11A,Valide,2,3,3,novote,novote,novote,3,novote,novote,2,5,0,2,3,0,5
198961,U11-011,2022AR11B,Valide,4,novote,4,4,novote,novote,4,novote,novote,novote,4,0,0,0,4,6
198964,U11-005,2022AR11A,Valide,2,3,1,3,3,2,2,4,2,2,10,1,5,3,1,0
198967,U11-011,2022AR11A,Valide,1,2,1,2,3,2,1,4,3,3,10,3,3,3,1,0
198970,U11-011,2022AR11B,Valide,3,4,1,3,3,2,3,3,1,1,10,3,1,5,1,0
198975,U11-011,2022AR11B,Valide,2,2,1,1,2,1,1,1,3,2,10,5,4,1,0,0
198979,U11-001,2022AR11B,Valide,1,1,1,2,novote,2,2,3,2,novote,8,3,4,1,0,2
198982,U11-011,2022AR11B,Valide,2,novote,novote,1,novote,1,novote,novote,2,novote,4,2,2,0,0,6
198984,U11-011,2022AR11B,Valide,2,2,1,2,2,2,3,1,2,1,10,3,6,1,0,0
198986,U11-011,2022AR11A,Valide,novote,novote,1,novote,novote,1,1,novote,novote,1,4,4,0,0,0,6
198987,U11-001,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
198991,U11-011,2022AR11A,Valide,1,1,1,1,1,1,3,3,1,3,10,7,0,3,0,0
198992,U11-011,2022AR11B,Valide,3,3,1,1,2,1,3,3,2,2,10,3,3,4,0,0
198995,U11-001,2022AR11A,Nul,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
198996,U11-011,2022AR11B,Valide,3,2,1,3,1,2,2,2,1,2,10,3,5,2,0,0
198997,U11-005,2022AR11A,Valide,2,2,1,novote,2,2,2,2,novote,2,8,1,7,0,0,2
199000,U11-011,2022AR11B,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,6
199002,U11-011,2022AR11B,Valide,1,1,novote,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,6
199003,U11-005,2022AR11A,Nul,novote,4,1,novote,novote,novote,novote,novote,novote,1,3,2,0,0,1,7
199004,U11-011,2022AR11B,Valide,3,1,1,2,3,2,2,1,1,1,10,5,3,2,0,0
199005,U11-005,2022AR11A,Valide,2,2,1,2,1,2,3,3,2,1,10,3,5,2,0,0
199006,U11-011,2022AR11B,Valide,1,2,1,2,3,1,2,2,2,3,10,3,5,2,0,0
199008,U11-011,2022AR11B,Valide,2,3,2,1,1,1,2,4,1,4,10,4,3,1,2,0
199015,U11-011,2022AR11A,Valide,1,1,1,1,2,1,1,1,novote,1,9,8,1,0,0,1
199019,U11-005,2022AR11A,Valide,1,1,1,1,1,1,2,3,1,2,10,7,2,1,0,0
199020,U11-011,2022AR11B,Valide,2,2,2,2,1,2,2,2,2,1,10,2,8,0,0,0
199021,U11-005,2022AR11A,Valide,1,2,1,2,2,3,1,2,2,1,10,4,5,1,0,0
199023,U11-001,2022AR11A,Valide,1,2,1,2,2,2,2,1,2,2,10,3,7,0,0,0
199025,U11-011,2022AR11B,Valide,novote,novote,novote,2,1,1,1,2,2,2,7,3,4,0,0,3
199027,U11-011,2022AR11B,Valide,novote,novote,4,novote,novote,1,1,novote,novote,1,4,3,0,0,1,6
199034,U11-005,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
199035,U11-011,2022AR11B,Valide,1,1,2,2,2,1,1,2,2,1,10,5,5,0,0,0
199036,U11-001,2022AR11B,Valide,2,2,1,1,3,1,4,1,3,2,10,4,3,2,1,0
199038,U11-011,2022AR11B,Valide,1,1,2,1,2,1,1,3,2,2,10,5,4,1,0,0
199041,U11-011,2022AR11B,Nul,novote,novote,novote,1,novote,novote,novote,novote,1,novote,2,2,0,0,0,8
199043,U11-011,2022AR11B,Valide,2,1,1,2,2,1,4,3,3,1,10,4,3,2,1,0
199044,U11-005,2022AR11A,Valide,2,4,3,1,3,1,4,4,4,3,10,2,1,3,4,0
199047,U11-011,2022AR11B,Valide,3,2,1,2,2,2,3,2,2,2,10,1,7,2,0,0
199049,U11-011,2022AR11A,Valide,1,2,2,1,3,2,2,1,novote,3,9,3,4,2,0,1
199050,U11-005,2022AR11A,Nul,novote,2,1,novote,novote,novote,novote,novote,novote,1,3,2,1,0,0,7
199053,U11-011,2022AR11B,Nul,novote,novote,novote,2,novote,novote,novote,novote,novote,2,2,0,2,0,0,8
199054,U11-005,2022AR11A,Valide,1,3,1,1,1,2,3,4,1,1,10,6,1,2,1,0
199055,U11-011,2022AR11B,Valide,1,1,1,3,3,2,3,1,1,1,10,6,1,3,0,0
199062,U11-011,2022AR11B,Valide,3,novote,1,1,2,1,novote,1,1,1,8,6,1,1,0,2
199065,U11-011,2022AR11B,Valide,novote,1,1,1,1,novote,novote,3,novote,2,6,4,1,1,0,4
199066,U11-011,2022AR11B,Valide,novote,novote,1,1,novote,novote,novote,novote,1,1,4,4,0,0,0,6
199067,U11-001,2022AR11B,Valide,2,2,1,1,2,2,2,1,1,2,10,4,6,0,0,0
199071,U11-005,2022AR11A,Valide,2,novote,2,2,novote,2,2,3,1,3,8,1,5,2,0,2
199076,U11-011,2022AR11B,Valide,3,2,1,2,3,1,2,1,2,2,10,3,5,2,0,0
199078,U11-005,2022AR11A,Nul,1,novote,1,novote,novote,novote,novote,novote,novote,1,3,3,0,0,0,7
199079,U11-011,2022AR11A,Valide,1,1,3,1,3,2,4,2,3,1,10,4,2,3,1,0
199083,U11-011,2022AR11B,Valide,1,1,1,1,novote,1,novote,1,novote,2,7,6,1,0,0,3
199085,U11-011,2022AR11B,Valide,2,2,1,2,2,2,2,2,2,1,10,2,8,0,0,0
199089,U11-011,2022AR11A,Valide,3,2,1,2,2,2,2,1,2,2,10,2,7,1,0,0
199090,U11-011,2022AR11B,Valide,2,2,1,1,novote,2,2,2,2,1,9,3,6,0,0,1
199094,U11-005,2022AR11A,Valide,novote,2,1,novote,novote,novote,1,novote,2,1,5,3,2,0,0,5
199096,U11-011,2022AR11B,Valide,novote,1,1,novote,novote,novote,2,3,2,2,6,2,3,1,0,4
199099,U11-005,2022AR11A,Valide,novote,1,1,2,novote,novote,novote,2,novote,1,5,3,2,0,0,5
199102,U11-011,2022AR11B,Valide,1,2,1,2,novote,2,2,2,1,1,9,4,5,0,0,1
199110,U11-011,2022AR11B,Valide,novote,novote,1,1,novote,1,novote,novote,novote,1,4,4,0,0,0,6
199113,U11-001,2022AR11A,Valide,4,4,1,2,3,1,2,3,3,3,10,2,2,4,2,0
199114,U11-011,2022AR11B,Nul,3 4,2,1,1,3,2,4,4,3,1,9,3,2,2,2,0
199123,U11-011,2022AR11B,Valide,1,1,1,2,2,2,4,novote,novote,2,8,3,4,0,1,2
199124,U11-011,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
199128,U11-011,2022AR11A,Valide,4,1,3,4,2,4,4,4,4,2,10,1,2,1,6,0
199129,U11-005,2022AR11A,Valide,novote,1,1,1,1,1,novote,novote,novote,4,6,5,0,0,1,4
199131,U11-005,2022AR11A,Valide,2,1,2,2,2,3,4,3,2,2,10,1,6,2,1,0
199132,U11-011,2022AR11B,Valide,2,2,2,1,novote,1,novote,novote,novote,novote,5,2,3,0,0,5
199135,U11-005,2022AR11A,Valide,novote,1,1,novote,novote,novote,4,3,novote,2,5,2,1,1,1,5
199137,U11-011,2022AR11B,Valide,1,3,3,1,3,1,2,3,4,2,10,3,2,4,1,0
199138,U11-011,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
199140,U11-011,2022AR11B,Valide,novote,novote,2,novote,novote,novote,2,2,novote,2,4,0,4,0,0,6
199146,U11-011,2022AR11B,Valide,1,1,1,1,1,1,3,2,2,1,10,7,2,1,0,0
199148,U11-011,2022AR11A,Valide,2,1,1,2,2,2,3,2,2,1,10,3,6,1,0,0
199151,U11-001,2022AR11A,Valide,2,1,1,2,2,2,2,3,2,1,10,3,6,1,0,0
199154,U11-011,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
199156,U11-011,2022AR11A,Valide,novote,4,novote,1,1,novote,1,novote,novote,novote,4,3,0,0,1,6
199157,U11-001,2022AR11A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
199158,U11-011,2022AR11A,Valide,2,1,1,1,1,1,2,2,1,1,10,7,3,0,0,0
199160,U11-001,2022AR11A,Valide,1,2,2,1,1,1,novote,1,1,2,9,6,3,0,0,1
199164,U11-011,2022AR11A,Valide,novote,1,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
199165,U11-005,2022AR11A,Valide,1,novote,1,3,3,2,4,4,3,1,9,3,1,3,2,1
199166,U11-011,2022AR11B,Valide,2,1,1,1,2,1,3,1,1,1,10,7,2,1,0,0
199168,U11-011,2022AR11A,Valide,2,1,2,3,3,2,2,novote,1,1,9,3,4,2,0,1
199172,U11-011,2022AR11B,Valide,1,novote,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
199174,U11-011,2022AR11B,Valide,2,2,2,2,2,2,novote,novote,2,2,8,0,8,0,0,2
199177,U11-011,2022AR11B,Valide,2,2,1,1,2,1,3,3,1,3,10,4,3,3,0,0
199178,U11-005,2022AR11A,Valide,2,2,1,1,2,3,2,1,2,3,10,3,5,2,0,0
199179,U11-011,2022AR11B,Valide,2,1,2,2,2,1,2,novote,2,2,9,2,7,0,0,1
199180,U11-005,2022AR11A,Valide,novote,novote,novote,1,1,1,novote,novote,novote,1,4,4,0,0,0,6
199181,U11-011,2022AR11B,Valide,novote,1,novote,novote,1,novote,novote,1,1,novote,4,4,0,0,0,6
199185,U11-011,2022AR11B,Valide,2,2,novote,novote,novote,novote,novote,novote,1,3,4,1,2,1,0,6
199187,U11-011,2022AR11A,Valide,1,novote,novote,1,novote,2,novote,novote,2,novote,4,2,2,0,0,6
199188,U11-001,2022AR11A,Valide,2,2,1,3,3,2,2,1,1,3,10,3,4,3,0,0
199191,U11-011,2022AR11B,Valide,3,2,1,3,2,2,3,2,2,3,10,1,5,4,0,0
199193,U11-011,2022AR11A,Valide,novote,1,2,novote,novote,1,1,4,4,2,7,3,2,0,2,3
199198,U11-005,2022AR11A,Valide,2,2,1,novote,novote,novote,novote,novote,novote,1,4,2,2,0,0,6
199200,U11-005,2022AR11A,Valide,novote,novote,1,novote,novote,2,1,novote,novote,2,4,2,2,0,0,6
199208,U11-011,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
199212,U11-011,2022AR11B,Valide,1,1,2,2,3,3,1,2,3,1,10,4,3,3,0,0
199214,U11-011,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
199215,U11-005,2022AR11A,Valide,2,1,1,1,1,1,1,novote,1,2,9,7,2,0,0,1
199220,U11-011,2022AR11B,Valide,1,1,1,1,novote,1,4,1,1,1,9,8,0,0,1,1
199226,U11-011,2022AR11A,Valide,novote,1,novote,1,2,2,novote,novote,novote,novote,4,2,2,0,0,6
199229,U11-005,2022AR11A,Nul,4,4,1 3,1 3,3,1 2,1 4,novote,novote,1,4,1,0,1,2,2
199230,U11-011,2022AR11A,Valide,novote,novote,novote,1,1,1,1,novote,novote,1,5,5,0,0,0,5
199239,U11-011,2022AR11B,Valide,novote,novote,1,1,novote,1,novote,novote,novote,1,4,4,0,0,0,6
199241,U11-011,2022AR11A,Valide,novote,novote,1,novote,novote,novote,1,1,novote,1,4,4,0,0,0,6
199243,U11-001,2022AR11A,Valide,2,2,3,2,novote,2,4,3,3,novote,8,0,4,3,1,2
199244,U11-011,2022AR11A,Valide,novote,1,1,novote,novote,novote,novote,1,novote,2,4,3,1,0,0,6
199250,U11-011,2022AR11B,Valide,3,3,1,2,1,1,1,3,1,3,10,5,1,4,0,0
199255,U11-005,2022AR11A,Valide,1,1,novote,1,novote,1,novote,novote,1,novote,5,5,0,0,0,5
199259,U11-001,2022AR11A,Valide,2,novote,novote,1,novote,2,novote,2,novote,novote,4,1,3,0,0,6
199260,U11-011,2022AR11B,Valide,novote,novote,1,1,1,novote,novote,novote,1,novote,4,4,0,0,0,6
199265,U11-011,2022AR11B,Valide,2,1,1,2,2,2,novote,3,2,1,9,3,5,1,0,1
199268,U11-011,2022AR11A,Valide,novote,1,1,novote,novote,novote,1,2,novote,novote,4,3,1,0,0,6
199271,U11-011,2022AR11B,Valide,1,3,2,1,3,1,2,4,2,1,10,4,3,2,1,0
199272,U11-001,2022AR11B,Valide,2,4,1,1,2,1,1,4,3,1,10,5,2,1,2,0
199276,U11-011,2022AR11A,Valide,1,1,1,2,2,2,4,1,1,novote,9,5,3,0,1,1
199285,U11-011,2022AR11B,Nul,2,1,novote,3,1 2,2,4,2 3,1,3,7,2,2,2,1,1
199287,U11-011,2022AR11B,Valide,novote,novote,1,1,novote,novote,1,novote,novote,1,4,4,0,0,0,6
199289,U11-011,2022AR11B,Valide,4,4,4,3,4,2,2,4,3,4,10,0,2,2,6,0
199291,U11-011,2022AR11A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
199293,U11-011,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
199294,U11-011,2022AR11B,Valide,2,2,1,1,3,2,2,1,3,1,10,4,4,2,0,0
199297,U11-011,2022AR11A,Valide,1,2,1,novote,2,1,2,novote,novote,1,7,4,3,0,0,3
