ID,Urne,QR-Code,Categorie,1 - Favoriser le lien social et les pratiques artistiques et sportives,2 - Kits pedagogiques pour parler aux enfants des personnes SDF,3 - Lutter contre les inegalites d acces,4 - Securiser et amenager pour favoriser les mobilites douces,5 - Vegetaliser l arrondissement et amenager les parcs et jardins,6 - Doter les ecoles du 18e de davantage d outils numeriques,7 - Creer une ecole des metiers du velo du Grand Paris,8 - Mettre en lumiere les monuments de Chapelle Marx Dormoy,9 - Mettre en valeur l histoire du quartier La Chapelle,10 - Restaurer la fleche de l eglise St-Bernard,11 - Restaurer le patrimoine cultuel,12 - Mettre de la couleur sur les murs,13 - Vegetaliser et ameliorer les lieux publics dans les quartiers,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 e1zze6d3e-zz43845-4b4d*yzz4zz-d965bnd9a965bn6845ccc845b845                     ,numerique,75018,Valide,1,2,2,1,1,4,2,4,3,4,4,1,3,13,4,3,2,4,0
 zgy1nwi4yjhjmwe965bnmjy1mtq1zdm5m965bnmxymyyogmxmjcxmjzmnzu0yw== ,numerique,75018,Valide,2,novote,1,novote,1,2,2,novote,novote,novote,novote,2,2,7,2,5,0,0,6
 fzze99a965bnbb4-0zzc4-4965bn0c*yc15-d965bn153e4cd34zz                     ,numerique,75018,Valide,4,4,4,2,2,4,1,2,2,2,1,3,2,13,2,6,1,4,0
 965bn845ddc3e1-5615-4zz49*yzz9965bn*yd09a965bn3zzf84539a965bndd                     ,numerique,75018,Valide,4,2,1,1,1,2,2,3,2,4,1,4,1,13,5,4,1,3,0
 dzz91965bnzzc3-965bn3d845-44ed-845b63*y845zz84504dd5dc0                     ,numerique,75018,Valide,novote,novote,novote,novote,1,1,novote,4,novote,novote,novote,4,1,5,3,0,0,2,8
 5f8455e69c-9a965bnbb4-4zzb0-8454zz9a965bn-6963b9a965bn6c9zz965bn1                     ,numerique,75018,Valide,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,9
 yjm4ownkzdniyj9a965bnyzwu1zgyxnmy965bnnwm5mzu4yze4mtcznjgynjnjzg== ,numerique,75018,Valide,3,2,novote,2,2,3,4,3,2,2,1,2,1,12,2,6,3,1,1
 nwmxy965bny1otcwogqxngfjyjfizdkwyjrimzlkmdhhmjhkywq1nmqyz9a965bn== ,numerique,75018,Valide,3,3,2,1,1,3,2,2,2,4,3,2,1,13,3,5,4,1,0
 zdzhmmi965bnoguxzgy4nmzmnjvhzdezmdu5mze965bnmtnlzjgyzjllmj9a965bn4o9a965bn== ,numerique,75018,Valide,novote,1,1,2,2,2,1,3,3,novote,3,3,1,11,4,3,4,0,2
 609f0965bn9965bn-fzzd5-49a965bn845c-9a965bn0965bn3-6f6f3dzzf845f8456                     ,numerique,75018,Valide,3,3,2,1,2,3,3,3,2,3,3,4,2,13,1,4,7,1,0
 yjuwztuxmdy4mthkmmfiymjmngm3n965bnzhndrjnmm3nmjjodvjytcwoq== ,numerique,75018,Valide,novote,novote,3,2,novote,2,novote,novote,novote,novote,novote,novote,3,4,0,2,2,0,9
 nmq1njyxmge1yj9a965bn965bnmtdiyjm0nzi965bnmzcxmjk5nddjodnhndeyyte1yq== ,numerique,75018,Valide,2,4,3,1,1,3,3,4,4,3,2,3,1,13,3,2,5,3,0
 845e35099965bn-563d-4945-909a965bnf-390d135599845965bn                     ,numerique,75018,Valide,3,3,novote,2,2,3,2,novote,2,3,novote,4,2,10,0,5,4,1,3
 zzee14c9d-c3d965bn-400d-99a965bnf965bn-fd44dcc311b3                     ,numerique,75018,Valide,novote,2,1,1,novote,1,novote,4,novote,3,2,4,novote,8,3,2,1,2,5
 4d3bb10965bn-9a965bn69a965bn3-43845f-845zz9a965bn4-1zz965bn9b3zzezz965bn0965bn                     ,numerique,75018,Valide,3,3,3,2,1,2,3,3,3,2,2,3,1,13,2,4,7,0,0
 4f6zzzz9de-d09a965bn965bn-45d965bn*y965bn9a965bn9a965bn-0f6zz9a965bn3bbe103                     ,numerique,75018,Valide,3,2,2,2,1,4,2,4,3,3,4,2,1,13,2,5,3,3,0
 e4965bnzzeef845-3494-49a965bn51-9a965bn53d*y9a965bn3e965bn393199d                     ,numerique,75018,Valide,2,3,3,4,3,3,2,4,4,4,4,4,3,13,0,2,5,6,0
 54965bnzzzz845eb-466zz-45d3-9c1965bn-fd0e845965bncdece845                     ,numerique,75018,Valide,novote,novote,novote,1,1,4,novote,novote,novote,novote,novote,novote,1,4,3,0,0,1,9
 db960965bn06-1bf6-499a965bne-845db0-9a965bn9a965bn316d0f9465                     ,numerique,75018,Valide,3,3,4,2,2,4,1,2,4,1,2,4,2,13,2,5,2,4,0
 fzzc5c4b845-965bn9zz0-451f-845dc4-5c6ezz014c8454b                     ,numerique,75018,Valide,2,3,2,3,2,2,2,3,3,4,2,3,2,13,0,7,5,1,0
 84501659a965bnbd-3190-459a965bn3-8454845b-e69a965bn845f10845zz9zz4                     ,numerique,75018,Valide,3,4,4,3,1,4,1,2,3,2,2,3,3,13,2,3,5,3,0
 e8450965bnf36zz-8456d6-4845zz6-9a965bnd9a965bn965bn-9a965bn5965bn44965bnf9a965bne19d                     ,numerique,75018,Valide,1,2,2,2,1,1,3,4,4,4,4,1,1,13,5,3,1,4,0
 33d1b9a965bn0965bn-84563c-4845bzz*y39a965bn3-391965bndzz559a965bn5d845                     ,numerique,75018,Valide,1,2,1,3,4,4,3,4,1,3,4,1,1,13,5,1,3,4,0
 8456cdb965bncd-9165-48458453-8459f845-3d008455bzzb14845                     ,numerique,75018,Valide,3,1,1,3,1,3,4,4,3,3,2,1,2,13,4,2,5,2,0
 9ebb3zz0b-93965bne-469c-9a965bn05d-965bn1zzf1e9a965bn401e6                     ,numerique,75018,Valide,novote,novote,novote,2,novote,1,novote,novote,novote,novote,novote,novote,2,3,1,2,0,0,10
 84563304zze-04bd-4fe6-95965bn3-1c1b409a965bn59a965bn4zz5                     ,numerique,75018,Valide,1,2,2,2,1,1,3,4,2,4,4,2,1,13,4,5,1,3,0
 119a965bn466zz3-dfec-4cc4-93c6-5zz9a965bnzz965bnzz39669965bn                     ,numerique,75018,Valide,3,3,2,1,1,3,1,3,2,4,4,4,1,13,4,2,4,3,0
 4845d845e68450-539a965bn1-4zz8459a965bn-99a965bn60-4zz1639191965bn4zz                     ,numerique,75018,Valide,novote,2,novote,1,novote,3,1,4,3,2,4,4,2,10,2,3,2,3,3
 9a965bn49a965bn9a965bn6b3f-4f5965bn-44f9-9a965bn0965bnc-39a965bnfd0dcd1141                     ,numerique,75018,Valide,2,2,2,1,1,4,1,4,3,1,2,2,1,13,5,5,1,2,0
 965bn9905d9a965bn845-zz1d6-4965bn93-946845-00bbzz0018459a965bne4                     ,numerique,75018,Valide,1,1,1,1,1,2,3,3,3,4,2,4,1,13,6,2,3,2,0
 cb4d11965bn3-6965bn69-4965bn8450*y965bn965bn1-9a965bn9c133dzzczzczz                     ,numerique,75018,Valide,2,novote,novote,2,2,2,2,3,novote,2,novote,3,2,9,0,7,2,0,4
 995ed4eb-9845ed-439a965bn3-93zz5-4d1d0c19a965bnf640                     ,numerique,75018,Valide,novote,novote,2,2,1,2,novote,novote,novote,2,novote,novote,1,6,2,4,0,0,7
 965bnd9a965bncbzz0e-965bn0c6-484556*yc5f-845ce99a965bn8451fcf66                     ,numerique,75018,Valide,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,9
 6zz15153b-363zz-45965bn4-9a965bn0f6-95360d84503czz0                     ,numerique,75018,Valide,3,4,4,4,3,4,1,3,4,1,1,3,1,13,4,0,4,5,0
 6eb3fezz9-0090-4bf965bn-845zzzzb-9e9zzcfce6f39                     ,numerique,75018,Valide,3,novote,novote,2,2,2,novote,novote,novote,novote,novote,novote,novote,4,0,3,1,0,9
 6845845f9919a965bn-9bezz-409a965bn9a965bn-9a965bnfb0-11dd9a965bn5c0d8459e                     ,numerique,75018,Valide,novote,novote,1,novote,1,1,novote,novote,novote,novote,novote,1,1,5,5,0,0,0,8
 zzzz9a965bn168450f-e53c-419a965bn965bn-9a965bn3b965bn-09c43b9e845f59                     ,numerique,75018,Valide,novote,novote,1,1,novote,1,1,novote,novote,novote,novote,1,1,6,6,0,0,0,7
 nzewodezn965bnm4zjg3zgyxzjk3zje4ody3yte5yjdlodrlndg5m965bnvhyq== ,numerique,75018,Valide,1,novote,2,novote,1,2,novote,novote,novote,novote,novote,novote,novote,4,2,2,0,0,9
 eece69a965bn55-f1f5-4059a965bn*yc50-f5bb43845965bn1b965bne                     ,numerique,75018,Valide,2,2,1,2,1,2,2,3,3,4,4,2,1,13,3,6,2,2,0
 451zz965bnfd9-5b845f-4965bne965bn-995b*y05ee363d6845e                     ,numerique,75018,Valide,2,3,3,2,1,2,3,4,4,3,3,3,1,13,2,3,6,2,0
 9a965bn965bn3845dcc4-e9e5-4ede-845d6965bn-fbc1965bn9a965bnde449a965bn1                     ,numerique,75018,Valide,1,novote,1,novote,novote,1,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,9
 ce9a965bnd9zzcf-659a965bn3-49a965bnb3-9a965bn845b0-09a965bn9a965bn009a965bn484561zzc                     ,numerique,75018,Valide,2,novote,novote,2,1,4,novote,novote,novote,2,novote,novote,1,6,2,3,0,1,7
 04f9a965bnb3e965bn-965bnff3-4c45-9a965bn965bndzz-f965bnfcb9a965bn9dc9965bn845                     ,numerique,75018,Valide,1,2,2,1,2,4,2,2,2,3,3,4,1,13,3,6,2,2,0
 4999a965bne905-964f-4949a965bn-9a965bn59a965bn4-9a965bn9a965bnzz4b63965bn4d9a965bnc                     ,numerique,75018,Valide,1,novote,2,1,1,4,2,novote,novote,novote,novote,novote,1,7,4,2,0,1,6
 mdk3ogy4mdkynge1ntdlngjmmty1mmzkmzvly965bnqwzgmymdzjntc5ng== ,numerique,75018,Valide,3,3,2,2,1,3,2,1,1,4,3,4,2,13,3,4,4,2,0
 5965d49a965bn0-d5965bn5-49a965bnzz3*y965bndf-163ed65096845f                     ,numerique,75018,Valide,1,4,1,3,1,1,3,1,1,3,3,1,2,13,7,1,4,1,0
 ngi5owy5mtmynme3mdi5mgvjmwvizwvkmdfmzmjjndewotllmt9a965bnxz9a965bn== ,numerique,75018,Valide,1,2,2,2,2,2,3,2,2,3,2,2,2,13,1,10,2,0,0
 c11965bnzzf09-965bn4d9a965bn-4zzd4-9f14-d9f845965bnc1949a965bn8454                     ,numerique,75018,Valide,novote,novote,novote,2,1,3,novote,novote,novote,novote,novote,novote,1,4,2,1,1,0,9
 e49fbzzb3*yc965bn4-4965bn5f*yb8454-965bn03334f18455c9                     ,numerique,75018,Valide,2,2,2,2,1,1,novote,2,2,2,2,1,1,12,4,8,0,0,1
 845cf9965bn03d-0c41-49a965bn0b-919d-13f59a965bn845d965bn0e53                     ,numerique,75018,Valide,1,4,3,1,1,4,4,1,3,4,1,1,1,13,7,0,2,4,0
 owmyztc5yju3zdbjngq3md9a965bn0nwqwod9a965bnwnjjhyt9a965bn5mtg1mjrhyzbmnw== ,numerique,75018,Valide,3,4,3,3,1,4,3,novote,novote,4,4,1,1,11,3,0,4,4,2
 84549b406c-3f1zz-4845965bnzz-845b9b-84503e9a965bnzzc9a965bn3ed5                     ,numerique,75018,Valide,4,4,4,4,4,4,4,4,4,1,4,4,4,13,1,0,0,12,0
 90zz9a965bn9b56-1eed-4zz9a965bn6-84584550-6zz8455111946df                     ,numerique,75018,Valide,3,4,1,1,2,4,2,4,4,4,4,4,2,13,2,3,1,7,0
 8459965bn965bncc1d-6bbe-4c8459-9d5b*y4698459a965bnb06e3f                     ,numerique,75018,Valide,4,2,3,1,1,4,1,3,2,2,1,3,1,13,5,3,3,2,0
 965bn6969a965bn6c5-9a965bn6zz6-4e9a965bne-9a965bn5fb-845343zz845965bn00zz8450                     ,numerique,75018,Valide,2,novote,novote,novote,novote,2,1,novote,novote,novote,novote,novote,1,4,2,2,0,0,9
 9ezz09a965bn965bn965bnf-zzfee-43e4-9a965bn9a965bn6f-84508459b6e3314965bn                     ,numerique,75018,Valide,1,4,4,4,novote,3,4,2,novote,2,1,3,2,11,2,3,2,4,2
 9a965bnb35f9a965bnbe-845c64-4936-845965bn0d-965bn4965bn699a965bnd965bn136e                     ,numerique,75018,Valide,novote,2,novote,novote,2,2,novote,novote,novote,novote,novote,novote,2,4,0,4,0,0,9
 f965bnb609a965bn9a965bn0-zz00845-401f-845965bnd3-38454184539a965bnbd0c4                     ,numerique,75018,Valide,1,2,2,2,1,2,4,1,2,2,1,2,1,13,5,7,0,1,0
 9a965bn8456f53de*yb3965bn-41845f-9a965bnd15-f93f5f39f635                     ,numerique,75018,Valide,novote,novote,novote,2,novote,4,novote,novote,novote,novote,1,novote,2,4,1,2,0,1,9
 zgvhotc0zdjkmzvhmwzjzdniogfjyjfimme965bnymi1mgu965bnmzhmodezm9a965bn== ,numerique,75018,Valide,3,2,3,1,2,3,1,3,2,4,4,2,3,13,2,4,5,2,0
 53965bn69a965bn965bn965bnb-845e9a965bn9a965bn-4ce3*y163*yce965bn84535bc3fzz                     ,numerique,75018,Valide,3,novote,2,2,2,1,3,novote,3,3,novote,2,3,10,1,4,5,0,3
 d9ef9165-845zz3d-4b9a965bn9a965bn-845906-cb845b40965bnd845czz9a965bn                     ,numerique,75018,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,12
 ec3zzf0cc-845b8450-45dzz*y05965bn-1b484539a965bnb965bn3c965bn965bn                     ,numerique,75018,Valide,1,2,2,1,2,2,4,3,3,3,2,2,2,13,2,7,3,1,0
 845zzeb5e845d-609zz-4501*y5845zz-965bn9a965bnd5d9a965bn684538456965bn                     ,numerique,75018,Valide,2,3,2,3,2,4,2,3,3,2,2,3,1,13,1,6,5,1,0
 njdhnzi3mge5ogm0y965bnq3ymmwnthimzg965bnndiwzjfjyju4mzfjmwu5z9a965bn== ,numerique,75018,Valide,3,2,3,2,2,3,3,3,3,3,3,2,1,13,1,4,8,0,0
 yme0ytlmntmxmjrkmzjkmjy4nji5y965bnzhogu0ntnjnmnjnmvhywmzn9a965bn== ,numerique,75018,Valide,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,9
 43e39c36-5e49-4e9a965bn3-845zz39a965bn-6e9a965bn965bn39a965bn965bnfdfd9                     ,numerique,75018,Valide,3,3,1,1,2,2,3,2,3,3,4,4,1,13,3,3,5,2,0
 fd965bnbf41e-845de965bn-493b-9a965bnd46-965bn31908451965bn9a965bn0cb                     ,numerique,75018,Valide,novote,2,2,2,1,1,2,3,2,3,3,novote,1,11,3,5,3,0,2
 zz15b845965bnb3*yfe5-4965bn845f*yc9a965bn5-41965bndzz59a965bnzzd99d                     ,numerique,75018,Valide,2,novote,novote,1,2,1,2,novote,3,2,1,1,1,10,5,4,1,0,3
 njnlymm1zmyzn965bnfjmdjkogq5ymjhogvjytfmyzm4ymm1njkxmddimq== ,numerique,75018,Valide,1,1,1,1,1,2,4,2,2,3,3,1,1,13,7,3,2,1,0
 zz19a965bn845965bnb9d-9a965bn9a965bnc845-434c*y6965bn965bn*y66845e845965bn49a965bn1965bn1                     ,numerique,75018,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,1,3,3,0,0,0,10
 zgrkztmwytczmtmwnzfhmwnhmjcxmgrjmzu3zgq3mju3yz9a965bn1zjdkzg== ,numerique,75018,Valide,4,4,2,4,4,4,3,4,2,1,novote,4,3,12,1,2,2,7,1
 mmi3ytnky965bnvjmjcyzjm1mzg3mjgzzdk1ztyzmjq0yzgxnji965bnnt9a965bn1oq== ,numerique,75018,Valide,1,1,1,2,2,4,1,4,4,2,4,2,1,13,5,4,0,4,0
 6914d965bn4c-f630-49a965bnd1-949e-965bn649a965bn119a965bnb965bn61965bn                     ,numerique,75018,Valide,novote,2,novote,2,novote,1,3,novote,novote,novote,novote,novote,novote,4,1,2,1,0,9
 4ec8459a965bne8455-614845-44e1-845zz9a965bn0-965bn46450czz1965bn0845                     ,numerique,75018,Valide,4,2,3,3,2,1,3,2,3,1,2,4,2,13,2,5,4,2,0
 fb64845965bn845b-3d39-40cb-845113-66fdbd3f965bn361                     ,numerique,75018,Valide,3,4,3,2,1,4,4,4,3,3,3,2,1,13,2,2,5,4,0
 nze3mzyzm965bny5ndkyymy3odnjymjlnzewmtljzjdjnzkyzgexzwiwmq== ,numerique,75018,Valide,novote,novote,novote,1,novote,1,2,3,novote,novote,2,novote,2,6,2,3,1,0,7
 f0845109a965bn965bnc-59a965bn66-4b34*ye15*y400e9a965bn66965bn4c9a965bn                     ,numerique,75018,Valide,novote,3,3,2,1,4,3,3,2,4,4,2,1,12,2,3,4,3,1
 c5f845e55d-f151-4965bnb5-84530zz-44845zz9d8454d845b1                     ,numerique,75018,Valide,novote,novote,4,4,novote,4,novote,novote,novote,novote,novote,novote,1,4,1,0,0,3,9
 49a965bne419a965bn59a965bn-5845e965bn-48451965bn-9a965bn49c*yzzzz84535e965bnedzz0                     ,numerique,75018,Valide,4,4,4,4,3,3,4,4,4,4,4,4,1,13,1,0,2,10,0
 nmuxzjnmywiyogq4ogi965bnndi5yt9a965bnzntk4m965bnyymje5mzliotlmmzcyyq== ,numerique,75018,Valide,novote,novote,2,novote,2,2,novote,novote,1,novote,novote,1,novote,5,2,3,0,0,8
 zz69a965bneff965bn3-984569a965bn-4f3b-9a965bn149a965bn-1c03c94e845ddf                     ,numerique,75018,Valide,2,3,2,1,1,2,1,4,3,3,2,2,1,13,4,5,3,1,0
 zdzmmteznguxmmzkotuxzjflzt9a965bnwogq4mzewndzhyzvmmde1zji965bnoq== ,numerique,75018,Valide,2,1,1,2,1,2,2,4,3,4,4,3,2,13,3,5,2,3,0
 ndm1yzcxnjczntizmzm1yjjiy965bnizywi0mgvmyzk0njezzwi3mdi4mw== ,numerique,75018,Valide,2,1,1,2,2,2,3,2,2,novote,2,3,2,12,2,8,2,0,1
 5665zz661-6f59a965bn-43f0*yb09-8459f965bn405bzz84563                     ,numerique,75018,Valide,2,2,1,2,3,2,3,1,3,4,2,3,3,13,2,5,5,1,0
 b8450bd965bn3f-965bn4c4-43be-845f3f-845965bn69a965bne39845ecf1                     ,numerique,75018,Valide,3,2,3,2,1,3,3,3,4,4,3,3,1,13,2,2,7,2,0
 93ed45d965bn-314zz-49a965bnd0-845b965bnd-ff9a965bnzzdf965bn9a965bn965bnde5                     ,numerique,75018,Valide,3,4,novote,1,2,4,2,4,3,3,novote,4,1,11,2,2,3,4,2
 965bnc139a965bnzzdf*yb6e-4b4965bn-845zz845zz-61639965bncbe845d9                     ,numerique,75018,Valide,3,2,4,1,3,2,2,4,4,4,4,2,1,13,2,4,2,5,0
 55d969b845-60ec-49a965bncf*yf845845-zze965bnzz5c9a965bn845cdzzf                     ,numerique,75018,Valide,2,2,1,2,1,2,1,2,2,novote,novote,2,1,11,4,7,0,0,2
 654d6965bn3d-8456e0-43czz-9bd9-1538458450845bd6965bnd                     ,numerique,75018,Valide,3,4,2,novote,2,4,2,2,1,1,2,4,1,12,3,5,1,3,1
 zzbbc3f0d-8459a965bn9a965bne-4559-845f44-9a965bnd61zz6845c419a965bn3                     ,numerique,75018,Valide,novote,3,3,1,2,3,novote,4,novote,4,novote,novote,novote,7,1,1,3,2,6
 0845845zz9d5f-99a965bnd965bn-466zz-94845e-f965bn8451zzzzb59a965bn15b                     ,numerique,75018,Valide,3,4,4,3,1,2,3,4,3,4,4,4,1,13,2,1,4,6,0
 8454965bn9a965bn965bn965bn09-zz965bnf4-4eee-9a965bnfec-55d99845c3965bned6                     ,numerique,75018,Valide,3,3,1,3,3,3,2,2,3,1,1,4,2,13,3,3,6,1,0
 605c965bndzz5-548450-4bfb-91zz3-11zzd6d8450f1c9a965bn                     ,numerique,75018,Valide,2,3,2,1,1,3,2,3,2,2,1,1,1,13,5,5,3,0,0
 19a965bn965bn5zzf845f-46ed-4333*yzzc845-e965bnfzz965bn14965bnd0f965bn                     ,numerique,75018,Valide,4,1,2,1,1,4,4,4,4,4,2,3,1,13,4,2,1,6,0
 1ffc845965bnb4-693845-4df3-845535-9a965bn3e1d541965bn46b                     ,numerique,75018,Valide,2,3,novote,1,1,2,2,2,3,4,3,2,1,12,3,5,3,1,1
 845845zz9590845-9a965bn965bnff-419b-9a965bn66c-e5fb3416c9a965bn54                     ,numerique,75018,Valide,4,4,4,4,3,4,4,4,4,4,1,4,4,13,1,0,1,11,0
 nd9a965bnxod9a965bnxywfizdrjnwvlnwewzwjjyzljzdnhztg1oge965bnzdvizmfiyq== ,numerique,75018,Valide,1,novote,novote,1,novote,1,2,novote,novote,novote,novote,novote,1,5,4,1,0,0,8
 f1b3dd965bnc-59a965bn5e-444f*y965bn69-9965bnc0zzed9a965bn4d9a965bn9                     ,numerique,75018,Valide,novote,4,novote,2,1,4,novote,novote,novote,novote,novote,2,1,6,2,2,0,2,7
 zz91506965bn3-319845-4ezzf-9c0c-845bd1e6e845e9zzc                     ,numerique,75018,Valide,3,2,3,1,1,2,1,novote,novote,3,2,novote,1,10,4,3,3,0,3
 mmy5owzhyzq4mmmwmtk965bnyzkwntk5ogi5zjg3zwe0zjbhy965bnrkzdi965bnyq== ,numerique,75018,Valide,2,2,1,1,1,2,3,1,1,1,1,3,1,13,8,3,2,0,0
 b3c0zzczz845-zzc4zz-4043-9a965bn0845zz-zzd41bf845845b1965bn6                     ,numerique,75018,Valide,2,2,2,1,1,2,2,2,2,3,1,2,1,13,4,8,1,0,0
 3f845ee6ff-965bn4965bn6-484539a965bn*ye8451-zzzz99a965bn5fzzzz099a965bn4                     ,numerique,75018,Valide,1,1,2,1,1,1,1,4,1,2,3,2,2,13,7,4,1,1,0
 40cbb965bn0e-965bn9a965bnbd-45bb*yzz845b-161943e845306d                     ,numerique,75018,Valide,4,4,2,2,1,2,1,3,2,1,1,4,1,13,5,4,1,3,0
 6e54fbce-845965bn19-4543-845ce965bn-4ee9a965bne3db539a965bn965bn                     ,numerique,75018,Valide,novote,2,1,2,2,3,1,2,2,3,3,novote,3,11,2,5,4,0,2
 d9a965bn56e8453845-d3zz9a965bn-4b09-845zzbb-19a965bn3dbdd965bn69f9                     ,numerique,75018,Valide,3,2,4,3,2,2,2,4,4,4,3,3,3,13,0,4,5,4,0
 f9e9084551-e43e-48459a965bnzz*yf9f-94zz0cffc90d0                     ,numerique,75018,Valide,2,novote,novote,novote,novote,1,2,novote,novote,3,2,novote,2,6,1,4,1,0,7
 639965bn4dd845-661965bn-4965bne965bn-9a965bn3965bn0-ff090f6zz965bn965bn00                     ,numerique,75018,Valide,3,3,3,3,1,2,2,novote,novote,3,novote,3,1,10,2,2,6,0,3
 3508458455bzz-e9a965bnce-46fc-9a965bn4b1-5zzbb9ee45f6f                     ,numerique,75018,Valide,4,4,1,4,2,4,3,3,4,4,4,4,novote,12,1,1,2,8,1
 yjvmmdjlodnln965bniyodmyztu3zmqym965bnrkowfkmwqwnwnkmjq1yjc3mq== ,numerique,75018,Valide,1,2,2,novote,novote,2,novote,novote,novote,novote,novote,novote,novote,4,1,3,0,0,9
 4dd3d034-e69a965bn845-4c9a965bnc-9a965bn130-f845069fczz93845c                     ,numerique,75018,Valide,4,3,novote,2,1,4,4,2,2,4,1,4,1,12,3,3,1,5,1
 8453965bnf9d35-5965bn95-4b4b-9cb3-84538454015e11fc                     ,numerique,75018,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,9
 3cbd90965bn9-0fd6-4ee9a965bn-9a965bn0zzb-9d845cc199ef55                     ,numerique,75018,Valide,2,4,3,1,3,4,1,3,1,3,3,3,2,13,3,2,6,2,0
 zz965bnec965bnzz5e-513965bn-4965bn39*y965bn8453-cbedc03zz339zz                     ,numerique,75018,Valide,novote,novote,novote,novote,novote,4,novote,novote,novote,1,1,4,1,5,3,0,0,2,8
 1def965bn5b9-9199a965bn-44b965bn-845f3965bn-965bn3965bn96f9a965bnbff30                     ,numerique,75018,Valide,1,2,3,1,1,3,3,3,3,4,2,1,1,13,5,2,5,1,0
 561845d9a965bnb5-965bn354-439a965bn9a965bn-9d965bn3-zz8451de1b3539a965bn6                     ,numerique,75018,Valide,2,novote,1,3,1,1,novote,4,novote,4,3,2,1,10,4,2,2,2,3
 otq0ndu3otczmjzim965bnm4nzjkogfjytcwntu0mzk3mzcymjewzdrknq== ,numerique,75018,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,1,3,3,0,0,0,10
 3d9a965bndb5fb-e99a965bnc-405965bn*y8454965bn-fcb0fe9a965bnb3845e845                     ,numerique,75018,Valide,2,novote,1,1,novote,2,novote,novote,novote,novote,novote,novote,novote,4,2,2,0,0,9
 45bb4zzzzd-3d16-49a965bn9d-84569a965bn9a965bn-14965bn965bnbbd59a965bnbb6                     ,numerique,75018,Valide,2,novote,2,2,3,1,2,4,novote,3,novote,novote,3,9,1,4,3,1,4
 b9d9a965bn965bne16-3f3d-4965bnb4-9a965bn00d-zz5e0zzzzb6ezz0845                     ,numerique,75018,Valide,2,2,2,novote,2,1,novote,novote,2,novote,1,novote,1,8,3,5,0,0,5
 zjc0n965bnu1odhizti1mgi965bnzmi1nge5mtc5zdmzzwi4ngvhotrkmjyxnw== ,numerique,75018,Valide,novote,novote,novote,2,1,2,1,2,2,1,4,2,1,10,4,5,0,1,3
 c965bn0c4f14-df55-4944-9zz31-99a965bn999a965bn11965bnbezz9a965bn                     ,numerique,75018,Valide,4,3,3,2,2,4,4,2,3,2,1,2,2,13,1,6,3,3,0
 50f53zzf9a965bn-45c845-444845-845f1zz-c4fzzzz08453d965bn5965bn                     ,numerique,75018,Valide,1,novote,2,novote,novote,2,novote,novote,2,novote,novote,novote,novote,4,1,3,0,0,9
 63d165c9a965bn-9e4f-49a965bne5-845e9965bn-ee53043cc903                     ,numerique,75018,Valide,1,3,2,1,2,2,2,3,2,3,4,3,1,13,3,5,4,1,0
 zz965bnzze6b55-6dd9a965bn-41ef-84539f-zzc845c9fzz965bn3150                     ,numerique,75018,Valide,2,3,2,3,1,2,3,2,3,novote,novote,2,1,11,2,5,4,0,2
 6f10zz965bn8451-19bc-49a965bn5c*y84516-845fd96ec446845zz                     ,numerique,75018,Valide,novote,novote,novote,1,1,4,1,novote,novote,1,1,novote,1,7,6,0,0,1,6
 njuzyzuxyzuxmzvkzd9a965bn1ztzhyj9a965bnwzwm3m965bnfjn965bnm1ymnhzjnimgi965bnm9a965bn== ,numerique,75018,Valide,3,3,3,2,2,2,1,4,2,3,3,3,novote,12,1,4,6,1,1
 39a965bnce69zz6-9a965bnf965bn1-49a965bn4845-845c66-4b1399a965bnd9a965bnef845845                     ,numerique,75018,Valide,3,1,3,1,1,3,2,3,1,1,1,1,1,13,8,1,4,0,0
 9a965bnef9a965bn3zzde-84549a965bnzz-4965bnee-845b4b-9965bnf08459a965bn965bne40f845                     ,numerique,75018,Valide,novote,novote,1,2,2,2,novote,novote,3,novote,novote,novote,novote,5,1,3,1,0,8
 6965bne5e965bnf4-ce66-451d-845d10-zz559559bc19e                     ,numerique,75018,Valide,3,3,4,2,1,4,1,4,4,4,4,4,2,13,2,2,2,7,0
 df3f0f965bn1-9a965bnfd3-4964*y6845c-ezz16cbd845845c5b                     ,numerique,75018,Valide,novote,novote,1,novote,1,3,novote,novote,novote,novote,novote,novote,1,4,3,0,1,0,9
 c845145eezz-9a965bnzz16-4db4-845e69-e845965bn3cd14b49a965bnzz                     ,numerique,75018,Valide,novote,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,1,3,3,0,0,0,10
