ID,Urne,QR-Code,Categorie,1 - Humanisation de La Peniche du Coeur,2 - Apportons une touche de modernite aux lieux de loisirs du 5e,3 - Embellir et renover les ecoles du 5e,4 - Rendre sa splendeur a l eglise Saint-Severin,5 - Restaurons les oeuvres d art de nos eglises,"6 - Fontaines et piscine, plus de fraicheur dans le 5e",Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
1505,U05-003,2022AR05B,Nul,1,novote,1,novote,novote,novote,2,2,0,0,0,4
1508,U05-003,2022AR05B,Valide,1,2,1,3,2,3,6,2,2,2,0,0
1509,U05-003,2022AR05B,Valide,1,novote,2,novote,1,1,4,3,1,0,0,2
1510,U05-003,2022AR05B,Valide,2,novote,1,2,2,1,5,2,3,0,0,1
1512,U05-003,2022AR05B,Valide,3,2,1,2,2,1,6,2,3,1,0,0
1513,U05-003,2022AR05B,Valide,2,2,2,3,3,2,6,0,4,2,0,0
1515,U05-003,2022AR05B,Valide,1,novote,1,1,novote,1,4,4,0,0,0,2
1516,U05-003,2022AR05B,Valide,2,2,1,2,2,1,6,2,4,0,0,0
1517,U05-003,2022AR05B,Valide,2,2,2,novote,2,novote,4,0,4,0,0,2
1518,U05-003,2022AR05B,Valide,3,1,4,novote,novote,1,4,2,0,1,1,2
1522,U05-003,2022AR05B,Valide,novote,1,1,novote,2,1,4,3,1,0,0,2
1524,U05-003,2022AR05B,Valide,2,2,3,2,2,2,6,0,5,1,0,0
1525,U05-003,2022AR05B,Nul,1,novote,2,novote,novote,1,3,2,1,0,0,3
1526,U05-003,2022AR05B,Valide,novote,1,novote,1,1,1,4,4,0,0,0,2
1528,U05-003,2022AR05B,Valide,1,2,novote,1,2,1,5,3,2,0,0,1
1531,U05-003,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
1532,U05-003,2022AR05B,Valide,1,1,1,3,1,2,6,4,1,1,0,0
1537,U05-003,2022AR05B,Valide,1,1,1,3,3,2,6,3,1,2,0,0
1538,U05-003,2022AR05B,Valide,novote,1,novote,1,1,1,4,4,0,0,0,2
1539,U05-003,2022AR05B,Valide,1,2,novote,1,novote,1,4,3,1,0,0,2
1540,U05-003,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
1549,U05-003,2022AR05B,Valide,2,2,2,novote,novote,2,4,0,4,0,0,2
1551,U05-003,2022AR05B,Valide,2,novote,novote,3,1,3,4,1,1,2,0,2
1554,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
1555,U05-003,2022AR05B,Valide,2,2,1,novote,2,novote,4,1,3,0,0,2
1556,U05-003,2022AR05B,Nul,novote,novote,1,1,novote,1,3,3,0,0,0,3
1557,U05-003,2022AR05B,Valide,3,2,2,3,3,3,6,0,2,4,0,0
1561,U05-003,2022AR05B,Valide,1,2,2,novote,novote,1,4,2,2,0,0,2
1562,U05-003,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
1564,U05-003,2022AR05B,Valide,1,novote,1,4,novote,1,4,3,0,0,1,2
1565,U05-003,2022AR05B,Valide,1,novote,2,1,2,1,5,3,2,0,0,1
1566,U05-003,2022AR05B,Valide,2,2,3,2,1,1,6,2,3,1,0,0
1567,U05-003,2022AR05B,Valide,2,2,2,2,2,2,6,0,6,0,0,0
1568,U05-003,2022AR05B,Valide,4,4,4,2,1,3,6,1,1,1,3,0
1570,U05-003,2022AR05B,Valide,3,2,3,1,1,3,6,2,1,3,0,0
1572,U05-003,2022AR05B,Valide,2,2,1,2,3,2,6,1,4,1,0,0
1574,U05-003,2022AR05B,Valide,1,2,2,3,2,2,6,1,4,1,0,0
1575,U05-003,2022AR05B,Nul,1,novote,1,novote,novote,novote,2,2,0,0,0,4
1578,U05-003,2022AR05B,Valide,2,2,2,3,4,1,6,1,3,1,1,0
1580,U05-003,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
1582,U05-003,2022AR05B,Valide,1,novote,1,novote,1,1,4,4,0,0,0,2
1587,U05-003,2022AR05B,Nul,2,2,1,3,3,1 2,5,1,2,2,0,0
1591,U05-003,2022AR05B,Valide,4,4,4,4,novote,1,5,1,0,0,4,1
1594,U05-003,2022AR05B,Valide,2,2,1,novote,novote,2,4,1,3,0,0,2
1599,U05-003,2022AR05B,Valide,2,3,1,novote,novote,1,4,2,1,1,0,2
1605,U05-003,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
1606,U05-003,2022AR05B,Nul,novote,1,1,novote,novote,1,3,3,0,0,0,3
1608,U05-003,2022AR05B,Valide,novote,novote,1,2,1,2,4,2,2,0,0,2
1610,U05-003,2022AR05B,Valide,3,2,3,3,2,3,6,0,2,4,0,0
1612,U05-003,2022AR05B,Valide,1,1,novote,novote,2,2,4,2,2,0,0,2
1613,U05-003,2022AR05B,Valide,2,2,1,3,2,1,6,2,3,1,0,0
1614,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
1615,U05-003,2022AR05B,Valide,1,novote,1,1,novote,1,4,4,0,0,0,2
1617,U05-003,2022AR05B,Valide,3,1,3,1,2,2,6,2,2,2,0,0
1620,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
1621,U05-003,2022AR05B,Nul,1,1,1 2,2,1,1,5,4,1,0,0,0
1625,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
1626,U05-003,2022AR05B,Valide,1,1,2,2,2,3,6,2,3,1,0,0
1628,U05-003,2022AR05B,Valide,1,1,1,3,3,1,6,4,0,2,0,0
1629,U05-003,2022AR05B,Valide,1,2,2,novote,novote,2,4,1,3,0,0,2
1630,U05-003,2022AR05B,Valide,4,4,4,1,1,4,6,2,0,0,4,0
1631,U05-003,2022AR05B,Valide,4,4,4,4,1,4,6,1,0,0,5,0
1632,U05-003,2022AR05B,Valide,1,1,novote,1,novote,1,4,4,0,0,0,2
1635,U05-003,2022AR05B,Nul,2,novote,1,novote,novote,3,3,1,1,1,0,3
1636,U05-003,2022AR05B,Valide,1,2,1,2,2,1,6,3,3,0,0,0
1638,U05-003,2022AR05B,Valide,1,1,1,3,3,1,6,4,0,2,0,0
1639,U05-003,2022AR05B,Valide,1,novote,1,1,novote,1,4,4,0,0,0,2
1640,U05-003,2022AR05B,Valide,2,2,2,2,2,1,6,1,5,0,0,0
1641,U05-003,2022AR05B,Valide,novote,1,novote,4,4,1,4,2,0,0,2,2
1644,U05-003,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
1645,U05-003,2022AR05B,Nul,novote,novote,1,novote,novote,2,2,1,1,0,0,4
1648,U05-003,2022AR05B,Valide,3,3,1,3,3,1,6,2,0,4,0,0
1650,U05-003,2022AR05B,Valide,3,2,novote,novote,3,2,4,0,2,2,0,2
1651,U05-003,2022AR05B,Valide,1,3,1,3,3,2,6,2,1,3,0,0
1652,U05-003,2022AR05B,Valide,1,novote,1,1,1,novote,4,4,0,0,0,2
1653,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
1654,U05-003,2022AR05B,Valide,novote,1,1,1,novote,1,4,4,0,0,0,2
1657,U05-003,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
1658,U05-003,2022AR05B,Valide,2,2,1,2,2,1,6,2,4,0,0,0
1660,U05-003,2022AR05B,Valide,1,1,1,2,2,1,6,4,2,0,0,0
1663,U05-003,2022AR05B,Valide,1,novote,1,novote,1,1,4,4,0,0,0,2
1664,U05-003,2022AR05B,Valide,4,4,4,4,1,3,6,1,0,1,4,0
1668,U05-003,2022AR05B,Valide,1,novote,1,novote,1,1,4,4,0,0,0,2
1670,U05-003,2022AR05B,Valide,1,2,1,1,1,1,6,5,1,0,0,0
1673,U05-003,2022AR05B,Valide,2,novote,1,novote,2,2,4,1,3,0,0,2
1674,U05-003,2022AR05B,Valide,3,1,1,3,3,2,6,2,1,3,0,0
1675,U05-003,2022AR05B,Valide,4,4,4,4,1,4,6,1,0,0,5,0
1677,U05-003,2022AR05B,Valide,1,2,1,1,2,1,6,4,2,0,0,0
1678,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
1682,U05-003,2022AR05B,Valide,2,2,1,novote,novote,2,4,1,3,0,0,2
1683,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
1684,U05-003,2022AR05B,Valide,3,1,1,4,4,3,6,2,0,2,2,0
1685,U05-003,2022AR05B,Valide,novote,2,2,1,novote,1,4,2,2,0,0,2
1689,U05-003,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
1690,U05-003,2022AR05B,Valide,1,novote,1,novote,1,1,4,4,0,0,0,2
1691,U05-003,2022AR05B,Valide,1,1,1,novote,1,1,5,5,0,0,0,1
1693,U05-003,2022AR05B,Valide,1,1,novote,novote,1,1,4,4,0,0,0,2
1695,U05-003,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
1699,U05-003,2022AR05B,Valide,1,novote,1,novote,1,1,4,4,0,0,0,2
1702,U05-003,2022AR05B,Valide,1,novote,novote,3,3,1,4,2,0,2,0,2
1704,U05-003,2022AR05B,Valide,1,1,1,novote,novote,2,4,3,1,0,0,2
1707,U05-003,2022AR05B,Valide,1,1,1,2,2,3,6,3,2,1,0,0
1709,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
1711,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
1712,U05-003,2022AR05B,Valide,1,3,2,2,2,1,6,2,3,1,0,0
1713,U05-003,2022AR05B,Valide,1,novote,1,1,novote,1,4,4,0,0,0,2
1714,U05-003,2022AR05B,Valide,1,2,2,novote,novote,1,4,2,2,0,0,2
1715,U05-003,2022AR05B,Valide,2,4,2,2,2,2,6,0,5,0,1,0
1717,U05-003,2022AR05B,Valide,2,novote,1,2,novote,1,4,2,2,0,0,2
1720,U05-003,2022AR05B,Valide,3,1,2,4,4,1,6,2,1,1,2,0
1721,U05-003,2022AR05B,Valide,3,1,1,2,2,1,6,3,2,1,0,0
1723,U05-003,2022AR05B,Valide,2,3,1,4,4,2,6,1,2,1,2,0
1726,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
1728,U05-003,2022AR05B,Valide,1,1,1,2,2,1,6,4,2,0,0,0
1731,U05-003,2022AR05B,Valide,1,2,2,3,3,2,6,1,3,2,0,0
1732,U05-003,2022AR05B,Valide,1,3,1,1,1,1,6,5,0,1,0,0
1733,U05-003,2022AR05B,Valide,3,2,1,novote,3,2,5,1,2,2,0,1
1734,U05-003,2022AR05B,Valide,3,3,2,2,2,1,6,1,3,2,0,0
1735,U05-003,2022AR05B,Valide,2,1,2,3,3,2,6,1,3,2,0,0
1736,U05-003,2022AR05B,Valide,1,1,2,2,1,2,6,3,3,0,0,0
1738,U05-003,2022AR05B,Valide,1,4,1,4,1,4,6,3,0,0,3,0
1741,U05-003,2022AR05B,Valide,1,1,2,novote,novote,2,4,2,2,0,0,2
1742,U05-003,2022AR05B,Valide,novote,1,1,1,1,novote,4,4,0,0,0,2
1743,U05-003,2022AR05B,Valide,3,3,2,3,3,4,6,0,1,4,1,0
1747,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
1748,U05-003,2022AR05B,Valide,4,4,4,4,1,4,6,1,0,0,5,0
1749,U05-003,2022AR05B,Valide,2,2,1,2,2,2,6,1,5,0,0,0
1754,U05-003,2022AR05B,Valide,1,1,1,1,novote,1,5,5,0,0,0,1
1755,U05-003,2022AR05B,Valide,1,2,2,1,1,1,6,4,2,0,0,0
1762,U05-003,2022AR05B,Valide,4,4,4,1,1,3,6,2,0,1,3,0
1764,U05-003,2022AR05B,Valide,1,3,1,3,2,3,6,2,1,3,0,0
1765,U05-003,2022AR05B,Valide,novote,novote,1,1,1,1,4,4,0,0,0,2
1766,U05-003,2022AR05B,Valide,1,novote,3,2,1,2,5,2,2,1,0,1
1767,U05-003,2022AR05B,Valide,novote,novote,1,1,1,1,4,4,0,0,0,2
1769,U05-003,2022AR05B,Valide,2,novote,1,1,novote,1,4,3,1,0,0,2
1775,U05-003,2022AR05B,Valide,1,1,1,2,1,1,6,5,1,0,0,0
1779,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
1780,U05-003,2022AR05B,Valide,3,2,2,novote,novote,2,4,0,3,1,0,2
1782,U05-003,2022AR05B,Valide,2,4,1,4,4,4,6,1,1,0,4,0
1783,U05-003,2022AR05B,Valide,4,4,4,3,1,4,6,1,0,1,4,0
1784,U05-003,2022AR05B,Valide,3,2,2,2,2,2,6,0,5,1,0,0
1785,U05-003,2022AR05B,Nul,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
1787,U05-003,2022AR05B,Nul,novote,novote,novote,novote,novote,1,1,1,0,0,0,5
1788,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
1791,U05-003,2022AR05B,Valide,1,novote,1,1,novote,1,4,4,0,0,0,2
1792,U05-003,2022AR05B,Valide,1,1,1,3,3,2,6,3,1,2,0,0
1793,U05-003,2022AR05B,Valide,1,3,novote,3,novote,3,4,1,0,3,0,2
1794,U05-003,2022AR05B,Valide,4,2,2,1,1,4,6,2,2,0,2,0
1795,U05-003,2022AR05B,Valide,2,3,2,2,2,2,6,0,5,1,0,0
1797,U05-003,2022AR05B,Valide,2,1,1,2,3,2,6,2,3,1,0,0
1798,U05-003,2022AR05B,Valide,3,2,2,3,3,1,6,1,2,3,0,0
1799,U05-003,2022AR05B,Valide,1,2,1,2,1,1,6,4,2,0,0,0
1801,U05-003,2022AR05B,Valide,1,novote,1,novote,1,1,4,4,0,0,0,2
1803,U05-003,2022AR05B,Valide,4,3,3,1,1,4,6,2,0,2,2,0
1809,U05-003,2022AR05B,Valide,4,2,4,3,4,1,6,1,1,1,3,0
1810,U05-003,2022AR05B,Nul,novote,novote,2,novote,novote,1,2,1,1,0,0,4
1811,U05-003,2022AR05B,Valide,1,1,1,2,2,1,6,4,2,0,0,0
1812,U05-003,2022AR05B,Valide,1,novote,1,1,novote,1,4,4,0,0,0,2
1813,U05-003,2022AR05B,Valide,2,1,3,2,2,1,6,2,3,1,0,0
1814,U05-003,2022AR05B,Valide,1,1,1,2,2,1,6,4,2,0,0,0
1815,U05-003,2022AR05B,Valide,2,1,1,2,2,1,6,3,3,0,0,0
1816,U05-003,2022AR05B,Valide,1,novote,2,2,2,2,5,1,4,0,0,1
1822,U05-003,2022AR05B,Valide,2,2,1,2,2,3,6,1,4,1,0,0
1824,U05-003,2022AR05B,Valide,4,4,4,4,1,4,6,1,0,0,5,0
1826,U05-003,2022AR05B,Valide,1,1,1,2,2,1,6,4,2,0,0,0
1827,U05-003,2022AR05B,Valide,2,3,1,2,3,1,6,2,2,2,0,0
1828,U05-003,2022AR05B,Valide,novote,1,1,novote,3,2,4,2,1,1,0,2
1831,U05-003,2022AR05B,Valide,1,2,2,1,1,2,6,3,3,0,0,0
1836,U05-003,2022AR05B,Valide,3,3,3,3,3,2,6,0,1,5,0,0
1837,U05-003,2022AR05B,Valide,novote,1,4,4,novote,1,4,2,0,0,2,2
1840,U05-003,2022AR05B,Valide,2,4,1,2,3,2,6,1,3,1,1,0
1842,U05-003,2022AR05B,Valide,3,3,2,1,1,1,6,3,1,2,0,0
1844,U05-003,2022AR05B,Valide,2,2,1,3,3,1,6,2,2,2,0,0
1845,U05-003,2022AR05B,Valide,1,novote,2,1,novote,1,4,3,1,0,0,2
1846,U05-003,2022AR05B,Valide,4,4,4,4,1,4,6,1,0,0,5,0
1847,U05-003,2022AR05B,Valide,novote,2,novote,4,3,2,4,0,2,1,1,2
1848,U05-003,2022AR05B,Valide,1,1,novote,2,2,1,5,3,2,0,0,1
1851,U05-003,2022AR05B,Valide,2,2,2,2,2,2,6,0,6,0,0,0
1852,U05-003,2022AR05B,Valide,2,2,1,4,4,1,6,2,2,0,2,0
1853,U05-003,2022AR05B,Valide,novote,1,novote,1,1,1,4,4,0,0,0,2
1855,U05-003,2022AR05B,Valide,2,2,2,2,2,2,6,0,6,0,0,0
1856,U05-003,2022AR05B,Valide,2,1,1,2,2,2,6,2,4,0,0,0
1857,U05-003,2022AR05B,Valide,1,novote,1,1,novote,1,4,4,0,0,0,2
1860,U05-003,2022AR05B,Valide,1,1,4,4,4,4,6,2,0,0,4,0
1862,U05-003,2022AR05B,Valide,3,1,1,4,4,1,6,3,0,1,2,0
1863,U05-003,2022AR05B,Valide,1,3,2,1,2,3,6,2,2,2,0,0
1864,U05-003,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
1867,U05-003,2022AR05B,Valide,4,4,4,4,1,4,6,1,0,0,5,0
1869,U05-003,2022AR05B,Valide,2,2,1,2,3,2,6,1,4,1,0,0
1871,U05-003,2022AR05B,Valide,1,2,2,novote,novote,2,4,1,3,0,0,2
1873,U05-003,2022AR05B,Valide,1,novote,1,1,novote,1,4,4,0,0,0,2
1875,U05-003,2022AR05B,Valide,1,1,novote,1,novote,1,4,4,0,0,0,2
1880,U05-003,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
1882,U05-003,2022AR05B,Nul,novote,novote,1,1,novote,novote,2,2,0,0,0,4
1885,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
1888,U05-003,2022AR05B,Valide,2,3,1,2,2,2,6,1,4,1,0,0
1889,U05-003,2022AR05B,Valide,1,1,1,4,4,4,6,3,0,0,3,0
1890,U05-003,2022AR05B,Valide,2,2,2,2,2,2,6,0,6,0,0,0
1892,U05-003,2022AR05B,Nul,1,1,2,2,2,1 4,5,2,3,0,0,0
1900,U05-003,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
1902,U05-003,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
1903,U05-003,2022AR05B,Valide,1,1,1,2,2,1,6,4,2,0,0,0
1907,U05-003,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
1908,U05-003,2022AR05B,Valide,novote,1,1,novote,3,2,4,2,1,1,0,2
1909,U05-003,2022AR05B,Valide,4,4,novote,1,novote,1,4,2,0,0,2,2
1913,U05-003,2022AR05B,Valide,1,novote,1,2,novote,2,4,2,2,0,0,2
1918,U05-003,2022AR05B,Valide,2,3,3,3,3,3,6,0,1,5,0,0
1919,U05-003,2022AR05B,Valide,1,novote,1,1,1,novote,4,4,0,0,0,2
1920,U05-003,2022AR05B,Valide,3,1,2,3,3,2,6,1,2,3,0,0
1922,U05-003,2022AR05B,Valide,2,1,1,2,1,2,6,3,3,0,0,0
1923,U05-003,2022AR05B,Valide,novote,novote,1,1,1,1,4,4,0,0,0,2
1924,U05-003,2022AR05B,Valide,1,2,novote,1,novote,1,4,3,1,0,0,2
1926,U05-003,2022AR05B,Valide,novote,3,novote,3,2,1,4,1,1,2,0,2
1928,U05-003,2022AR05B,Valide,2,novote,1,2,novote,2,4,1,3,0,0,2
1930,U05-003,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
1931,U05-003,2022AR05B,Valide,1,3,2,1,1,2,6,3,2,1,0,0
1932,U05-003,2022AR05B,Valide,2,3,1,2,3,1,6,2,2,2,0,0
1935,U05-003,2022AR05B,Valide,2,2,2,novote,novote,2,4,0,4,0,0,2
1936,U05-003,2022AR05B,Valide,1,4,1,novote,novote,1,4,3,0,0,1,2
1941,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
1942,U05-003,2022AR05B,Valide,1,1,1,2,2,1,6,4,2,0,0,0
1944,U05-003,2022AR05B,Valide,1,1,1,3,3,1,6,4,0,2,0,0
1945,U05-003,2022AR05B,Valide,1,4,novote,novote,1,3,4,2,0,1,1,2
1946,U05-003,2022AR05B,Valide,2,1,1,3,2,2,6,2,3,1,0,0
1948,U05-003,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
1949,U05-003,2022AR05B,Valide,1,1,1,2,novote,1,5,4,1,0,0,1
1953,U05-003,2022AR05B,Valide,2,2,novote,novote,3,1,4,1,2,1,0,2
1955,U05-003,2022AR05B,Valide,4,novote,2,4,novote,2,4,0,2,0,2,2
1956,U05-003,2022AR05B,Valide,2,2,2,2,1,1,6,2,4,0,0,0
1959,U05-003,2022AR05B,Valide,2,1,1,2,2,1,6,3,3,0,0,0
1960,U05-003,2022AR05B,Valide,4,4,4,4,1,4,6,1,0,0,5,0
1965,U05-003,2022AR05B,Nul,2,2,1,novote,novote,novote,3,1,2,0,0,3
1966,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
1971,U05-003,2022AR05B,Valide,1,1,1,3,3,1,6,4,0,2,0,0
1973,U05-003,2022AR05B,Valide,1,2,2,4,4,1,6,2,2,0,2,0
1974,U05-003,2022AR05B,Nul,novote,novote,novote,2,1,novote,2,1,1,0,0,4
1976,U05-003,2022AR05B,Valide,novote,1,novote,4,4,1,4,2,0,0,2,2
1978,U05-003,2022AR05B,Valide,2,novote,1,2,novote,2,4,1,3,0,0,2
1981,U05-003,2022AR05B,Valide,2,4,4,3,4,1,6,1,1,1,3,0
1982,U05-003,2022AR05B,Valide,1,3,2,novote,4,1,5,2,1,1,1,1
1985,U05-003,2022AR05B,Valide,2,1,1,3,3,1,6,3,1,2,0,0
1987,U05-003,2022AR05B,Valide,2,1,1,3,3,1,6,3,1,2,0,0
1991,U05-003,2022AR05B,Nul,novote,3,novote,1,1,novote,3,2,0,1,0,3
1994,U05-003,2022AR05B,Valide,1,2,novote,novote,1,2,4,2,2,0,0,2
1995,U05-003,2022AR05B,Valide,4,4,2,2,1,novote,5,1,2,0,2,1
1996,U05-003,2022AR05B,Valide,4,4,4,4,1,4,6,1,0,0,5,0
1997,U05-003,2022AR05B,Valide,2,2,1,novote,novote,2,4,1,3,0,0,2
2000,U05-003,2022AR05B,Valide,1,novote,2,1,novote,2,4,2,2,0,0,2
2001,U05-003,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
2003,U05-003,2022AR05B,Valide,1,novote,1,1,1,novote,4,4,0,0,0,2
2005,U05-003,2022AR05B,Valide,2,1,2,novote,novote,1,4,2,2,0,0,2
2006,U05-003,2022AR05B,Valide,1,2,1,novote,novote,2,4,2,2,0,0,2
2007,U05-003,2022AR05B,Valide,2,novote,1,1,novote,2,4,2,2,0,0,2
2008,U05-003,2022AR05B,Valide,3,1,1,novote,novote,1,4,3,0,1,0,2
2009,U05-003,2022AR05B,Valide,1,1,1,2,2,1,6,4,2,0,0,0
2014,U05-003,2022AR05B,Valide,1,2,2,3,3,2,6,1,3,2,0,0
2017,U05-003,2022AR05B,Valide,4,4,4,4,1,4,6,1,0,0,5,0
2018,U05-003,2022AR05B,Valide,novote,1,novote,1,1,1,4,4,0,0,0,2
2019,U05-003,2022AR05B,Nul,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
2021,U05-003,2022AR05B,Valide,1,1,1,2,2,2,6,3,3,0,0,0
2022,U05-003,2022AR05B,Valide,1,3,1,3,novote,1,5,3,0,2,0,1
2023,U05-003,2022AR05B,Valide,1,3,1,1,1,1,6,5,0,1,0,0
2024,U05-003,2022AR05B,Valide,1,2,1,3,2,2,6,2,3,1,0,0
2027,U05-003,2022AR05B,Valide,3,2,1,3,3,2,6,1,2,3,0,0
2032,U05-003,2022AR05B,Valide,2,2,1,2,3,3,6,1,3,2,0,0
2035,U05-003,2022AR05B,Nul,1,novote,1,novote,novote,1,3,3,0,0,0,3
2036,U05-003,2022AR05B,Valide,1,2,2,3,3,1,6,2,2,2,0,0
2038,U05-003,2022AR05B,Valide,4,4,4,4,1,4,6,1,0,0,5,0
2039,U05-003,2022AR05B,Valide,4,2,1,4,3,4,6,1,1,1,3,0
2042,U05-003,2022AR05B,Valide,1,1,1,2,2,2,6,3,3,0,0,0
2043,U05-003,2022AR05B,Valide,1,1,2,2,2,2,6,2,4,0,0,0
2044,U05-003,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
2049,U05-003,2022AR05B,Valide,1,3,1,3,3,2,6,2,1,3,0,0
2053,U05-003,2022AR05B,Valide,1,1,novote,1,novote,1,4,4,0,0,0,2
2054,U05-003,2022AR05B,Valide,2,2,2,1,2,1,6,2,4,0,0,0
2055,U05-003,2022AR05B,Valide,novote,1,1,novote,2,2,4,2,2,0,0,2
2057,U05-003,2022AR05B,Valide,2,1,1,2,2,1,6,3,3,0,0,0
2058,U05-003,2022AR05B,Valide,1,1,1,2,2,2,6,3,3,0,0,0
2061,U05-003,2022AR05B,Valide,novote,1,1,1,novote,1,4,4,0,0,0,2
2064,U05-003,2022AR05B,Valide,1,1,1,2,2,1,6,4,2,0,0,0
2065,U05-003,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
2066,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
2068,U05-003,2022AR05B,Valide,novote,1,novote,3,3,2,4,1,1,2,0,2
2069,U05-003,2022AR05B,Valide,3,2,2,3,3,1,6,1,2,3,0,0
2072,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
2075,U05-003,2022AR05B,Valide,3,3,3,3,3,3,6,0,0,6,0,0
2076,U05-003,2022AR05B,Valide,1,4,4,4,4,1,6,2,0,0,4,0
2077,U05-003,2022AR05B,Valide,1,1,3,novote,novote,1,4,3,0,1,0,2
2078,U05-003,2022AR05B,Valide,1,1,1,3,3,1,6,4,0,2,0,0
2080,U05-003,2022AR05B,Valide,1,2,1,3,3,3,6,2,1,3,0,0
2081,U05-003,2022AR05B,Valide,1,2,1,novote,novote,2,4,2,2,0,0,2
2083,U05-003,2022AR05B,Valide,4,4,1,4,4,4,6,1,0,0,5,0
2084,U05-003,2022AR05B,Valide,2,2,2,2,2,1,6,1,5,0,0,0
2085,U05-003,2022AR05B,Valide,1,3,2,1,1,3,6,3,1,2,0,0
2086,U05-003,2022AR05B,Valide,4,4,4,3,1,4,6,1,0,1,4,0
2089,U05-003,2022AR05B,Valide,novote,novote,3,2,1,4,4,1,1,1,1,2
2091,U05-003,2022AR05B,Valide,3,2,1,1,1,2,6,3,2,1,0,0
2092,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
2095,U05-003,2022AR05B,Valide,2,2,2,3,3,2,6,0,4,2,0,0
2096,U05-003,2022AR05B,Valide,2,2,1,4,3,1,6,2,2,1,1,0
2098,U05-003,2022AR05B,Valide,2,novote,2,novote,2,2,4,0,4,0,0,2
2100,U05-003,2022AR05B,Valide,novote,novote,1,3,3,1,4,2,0,2,0,2
2102,U05-003,2022AR05B,Valide,1,1,1,2,1,2,6,4,2,0,0,0
2103,U05-003,2022AR05B,Valide,1,2,2,3,2,3,6,1,3,2,0,0
2104,U05-003,2022AR05B,Valide,3,3,3,3,3,3,6,0,0,6,0,0
2105,U05-003,2022AR05B,Valide,1,novote,1,novote,1,1,4,4,0,0,0,2
2106,U05-003,2022AR05B,Valide,2,1,1,4,4,1,6,3,1,0,2,0
2107,U05-003,2022AR05B,Valide,3,1,novote,novote,3,1,4,2,0,2,0,2
2108,U05-003,2022AR05B,Valide,3,3,1,2,2,2,6,1,3,2,0,0
2110,U05-003,2022AR05B,Valide,2,4,novote,1,1,novote,4,2,1,0,1,2
2111,U05-003,2022AR05B,Valide,1,4,1,novote,novote,1,4,3,0,0,1,2
2112,U05-003,2022AR05B,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
