ID,Urne,QR-Code,Categorie,1 - Humanisation de La Peniche du Coeur,2 - Apportons une touche de modernite aux lieux de loisirs du 5e,3 - Embellir et renover les ecoles du 5e,4 - Rendre sa splendeur a l eglise Saint-Severin,5 - Restaurons les oeuvres d art de nos eglises,"6 - Fontaines et piscine, plus de fraicheur dans le 5e",Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 519a965bn4965bnb54-64zz965bn-4zz8456*ye965bnb-3ee9a965bn5b6b965bnzz31                     ,numerique,75005,Valide,novote,novote,1,1,1,1,4,4,0,0,0,2
 becbbe9a965bne-1f4845-4845f965bn-84593d-4e59a965bn309a965bn05fczz                     ,numerique,75005,Valide,novote,novote,1,novote,novote,1,2,2,0,0,0,4
 c845e100zzzz-845bzz845-4fc1-9965bneb-4f9a965bn59dcee845965bn0                     ,numerique,75005,Valide,novote,2,2,4,4,2,5,0,3,0,2,1
 115db5b0-506d-4e9a965bn845-99a965bndzz-8454b35d9b4e8451                     ,numerique,75005,Valide,novote,4,4,4,1,4,5,1,0,0,4,1
 e9a965bn0845zz9b5-84584564-4393*yd11-dcd8459fzz35db1                     ,numerique,75005,Valide,novote,1,1,1,1,novote,4,4,0,0,0,2
 zwfjotu3nmuzy965bny1mtk3mmezmwu3njjjy965bnixytlkngqzzdzjmze3z9a965bn== ,numerique,75005,Valide,novote,2,2,2,1,novote,4,1,3,0,0,2
 ndiznmvhnwjhownkmdkzzdc4nzq1m965bnfmmdywnjfjmzgznje5oti965bnzq== ,numerique,75005,Valide,novote,2,2,2,1,novote,4,1,3,0,0,2
 4ced9e4f-19a965bn6f-41845c-845331-845efzzf6zz845b9a965bn40                     ,numerique,75005,Valide,novote,2,2,1,novote,2,4,1,3,0,0,2
 ztc0ztnkotlkmguwmmy3m965bniwnwjjnzkznwzhywu3ztezndljzdg965bnmq== ,numerique,75005,Valide,novote,1,1,novote,2,1,4,3,1,0,0,2
 04965bn39a965bn09a965bnb-965bn1czz-409c*ydb845-0d9965bn9f6965bnf965bn845845                     ,numerique,75005,Valide,novote,3,2,1,1,2,5,2,2,1,0,1
 db965bnzz6f9a965bn845-384590-4zz965bnzz*yb1zz-c6049a965bndc0dc3845                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 m965bnq3nzrlzmzlnwy3mzi5yjkxnge965bnywnmnju965bnndvkywrhmjqwodfhnq== ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 9a965bnb3e965bn965bn4c-e965bn4d-4991-9a965bnzzzz845-50159a965bne14ef39a965bn                     ,numerique,75005,Valide,novote,2,1,4,4,3,5,1,1,1,2,1
 bb9a965bn59d965bn845-9cbf-49965bn845-9a965bn8455845-zz09a965bn504cd845845ce                     ,numerique,75005,Valide,novote,4,2,1,1,1,5,3,1,0,1,1
 dzz965bn4b6845845-1edc-41zz0-9a965bn5e5-44966136d0ec                     ,numerique,75005,Valide,novote,3,1,4,4,novote,4,1,0,1,2,2
 0c99a965bn3d845d-db64-4845b6-9e61-965bn30fe965bn651965bnc5                     ,numerique,75005,Valide,novote,novote,4,3,1,4,4,1,0,1,2,2
 4e9a965bn45b94-9bbd-434965bn-845eeb-9965bn59a965bnbzz6845fzzc9a965bn                     ,numerique,75005,Valide,novote,1,1,novote,2,1,4,3,1,0,0,2
 584510591f-9a965bn305-4e09*y141-f8456b965bnf9dd5965bnb                     ,numerique,75005,Valide,novote,1,1,novote,2,1,4,3,1,0,0,2
 6cd1d6ec-0bzz9a965bn-45b1-9a965bn6845845-c39a965bn59d8458450fd6                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 ff965bn36845ec-fe4zz-4dc9a965bn*yzzb965bn-c1965bndf93845965bn845fb                     ,numerique,75005,Valide,novote,novote,2,1,2,4,4,1,2,0,1,2
 c965bn039a965bn305-9a965bn965bn5c-45be-95845845-013e49a965bncb965bn1zz965bn                     ,numerique,75005,Valide,novote,novote,1,1,1,1,4,4,0,0,0,2
 ngewmge5njblnmq1mgezyzfmmjcwzty1nge4mgjjy965bnrhn965bnfiztdjz9a965bn== ,numerique,75005,Valide,novote,1,1,1,1,1,5,5,0,0,0,1
 635b30ezz-zzzzf3-439zz-8455d9-0zz694ec91dzz5                     ,numerique,75005,Valide,novote,novote,3,1,1,3,4,2,0,2,0,2
 965bn55zz536d-3965bn49-4zz3b-84519a965bn9a965bn-d965bn3845zzezz339a965bn9a965bnb                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 e5b9a965bn3ff4-845zz6d-464845-9a965bnbdzz-0ec6965de51f                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 b33f1539a965bn-3965bnb9-44b9*y965bnd3-639a965bn84599319a965bn965bn965bn1                     ,numerique,75005,Valide,novote,4,4,1,1,1,5,3,0,0,2,1
 cc441ec9-e58451-4b5b-9cb6-695bd5c965bnfzzzzc                     ,numerique,75005,Valide,novote,2,2,2,novote,2,4,0,4,0,0,2
 084593edb4-845600-418455-99a965bn4845-010e9a965bncc969a965bnc965bn                     ,numerique,75005,Valide,novote,2,2,1,1,novote,4,2,2,0,0,2
 bcd499a965bnzz845-954d-4561-845965bn40-zzb8459a965bn965bn096d965bncb                     ,numerique,75005,Valide,novote,4,4,4,1,4,5,1,0,0,4,1
 993c59a965bn8459-fzz965bn9-49zze*y3965bn0-66b845ec41965bn0b0                     ,numerique,75005,Valide,novote,1,2,novote,novote,novote,2,1,1,0,0,4
 zjgxzgrmnty4n965bnmzmddjogjkyjm1ztrmowrindhmyzyxmtexyz9a965bn965bnoq== ,numerique,75005,Valide,novote,novote,1,1,novote,novote,2,2,0,0,0,4
 0cf9a965bne04965bn-cf965bne-4zzb845-9a965bnbd5-ef55d969a965bne39zz                     ,numerique,75005,Valide,novote,2,1,novote,1,1,4,3,1,0,0,2
 6f0965bnbzz9a965bn9a965bn-90965bn9-4bee-90f9-38456e5b845fzz965bn4845                     ,numerique,75005,Valide,novote,1,1,1,1,1,5,5,0,0,0,1
 50b18456fc-965bnzzf6-4319a965bn-8459a965bn01-8450cceb5336f1                     ,numerique,75005,Valide,novote,novote,3,1,1,2,4,2,1,1,0,2
 09a965bn659a965bn9a965bn965bnd-09a965bnd0-4zz19a965bn-9a965bnf0c-651436zz5411c                     ,numerique,75005,Valide,novote,novote,2,1,1,2,4,2,2,0,0,2
 0d048451965bn9a965bn-c68459-4f13-845b0c-fbe9a965bn4zzd9965bnb5d                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 9a965bn51693czz-dzzfd-4f59a965bn-91845965bn-cczz9a965bnce9a965bn965bn9a965bn5zz3                     ,numerique,75005,Valide,novote,4,4,4,1,4,5,1,0,0,4,1
 be845zz845zze9-4e59-46ee-9a965bn09a965bnf-9a965bnzz845965bn53630zz4965bn                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 965bn6dbzz39a965bn5-3f1e-49a965bn63-984533-569f91zz4zz4c9                     ,numerique,75005,Valide,novote,1,1,novote,novote,1,3,3,0,0,0,3
 e9a965bn9196965bn5-zzc63-45c845-9f965bn9a965bn-fzz4d659a965bn90391                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 zjc3mjbiyt9a965bn4mgi3nzuzymrimzq1mmvhnweym965bnnmywrimtc3nt9a965bn1yg== ,numerique,75005,Valide,novote,4,3,2,1,3,5,1,1,2,1,1
 8459a965bnc59b66-09e965bn-4049a965bn-9fbd-fzzf0fd5fc6zz965bn                     ,numerique,75005,Valide,novote,novote,1,novote,novote,1,2,2,0,0,0,4
 zjvim965bne5mmi4mdrkody4mwmxnmnmnzrinmuxndi4ngqwn965bny3zthhng== ,numerique,75005,Valide,novote,2,2,novote,3,3,4,0,2,2,0,2
 6965bn965bnc965bn66965bn-zzcdd-4d9a965bn9-8453965bnd-4f9a965bn0845ezze99c6                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 yzdknwe1otk1ngu4mzvingvjntqwzmyyzwi4ntdmyzbkodllyzviyw== ,numerique,75005,Valide,novote,1,1,2,2,2,5,2,3,0,0,1
 1zz965bnzz49d4-dzz39a965bn-4965bndzz-8455fc-06dd030dc59a965bne                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 mtu1ytg0ntzimz9a965bn965bnzjhimwvmzwzhndnkytninzeyzwm5mdy965bnzd9a965bn3ng== ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 9a965bne84558456c4-e965bn39-44965bn0-845563-zzc6e50db1c9d                     ,numerique,75005,Valide,novote,4,2,2,2,4,5,0,3,0,2,1
 0030czzzzd-e6965bn845-4zz4c-845ed3-845845ff5d0b348454                     ,numerique,75005,Valide,novote,1,1,4,4,1,5,3,0,0,2,1
 d9965bnf1845zz0-df965bne-4d9f-84519a965bnd-3965bnf965bnfd033500                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 161911fb-3965bn13-49zz5-845f69a965bn-9a965bn9965bnfb845zzzzcd9a965bn965bn                     ,numerique,75005,Valide,novote,1,1,1,novote,1,4,4,0,0,0,2
 0fe0f965bn36-4965bnd1-404zz*y4845845-4554d641fzz99a965bn                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 b06b965bn9a965bnczz-zz050-4ef4-84553e-9a965bn19965bn9a965bn01zzd50zz                     ,numerique,75005,Valide,novote,1,1,1,novote,1,4,4,0,0,0,2
 169c5600-ezz3b-43f845-944b-5bd0db34845c0d                     ,numerique,75005,Valide,novote,novote,1,1,1,1,4,4,0,0,0,2
 zzzz5c6965bn99*y4965bn1-498455*y36f-1f9a965bn59965bn1dzzb59a965bn                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 3c00965bn5965bn3-909c-4955-845b44-fd94e845845c1016                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 m965bnfingiwzdhhyzqyzjm1ngu5mzvinju0nde4nt9a965bn1nzi5zgrmmwi3yg== ,numerique,75005,Valide,novote,1,1,1,1,1,5,5,0,0,0,1
 11e00845965bn6-66f6-49a965bnc6-9a965bnzzc965bn-965bn845845b9a965bn3540b9a965bn9                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 0b3f4zz8456-8450d9-434zz-845fzz965bn*y96845c96d34965bn845                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 d9a965bnzz3zz8455zz-9d0b-419c-845ee5-e6fb965bn3b9a965bn691965bn                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 0b965bndzz845eb-ecc0-4ecb-941f-f3309zz1965bnzzbzz6                     ,numerique,75005,Valide,novote,2,1,3,2,2,5,1,3,1,0,1
 e18459ef3965bn-effc-494c-9f93-8451ed965bnzzdcdzz9zz                     ,numerique,75005,Valide,novote,4,4,1,1,novote,4,2,0,0,2,2
 njjingmzntvjmznkmwu965bnmtnintywngy1m965bnq3ogu5ogeyogzjy965bnyzzq== ,numerique,75005,Valide,novote,novote,novote,novote,novote,1,1,1,0,0,0,5
 3d9845965bn8454845-0bzz6-49c5*y0dzz-4b09a965bn965bn4fff965bn1b                     ,numerique,75005,Valide,novote,1,novote,2,2,1,4,2,2,0,0,2
 mgjjody0zwuxmjk965bnmzmzngvinwuyotnhnzhjm965bnfkyjk965bnngixotvhyq== ,numerique,75005,Valide,novote,novote,novote,novote,novote,2,1,0,1,0,0,5
 84534fzz35845-9a965bndbzz-4zzzz9a965bn-845d9d-d8456czz845453d965bn0                     ,numerique,75005,Valide,novote,1,novote,2,2,2,4,1,3,0,0,2
 965bn361b113-0e45-49a965bn9a965bne-95965bnb-dzzd6965bnb6c965bn9a965bn965bn9                     ,numerique,75005,Valide,novote,4,novote,2,1,2,4,1,2,0,1,2
 mwqwnjywzge1mjvhzgnlymy4ntewn965bni0ndhlmmyzn965bnywmwvmyjg3ng== ,numerique,75005,Valide,novote,1,novote,1,1,1,4,4,0,0,0,2
 bf9a965bnf933845-db4d-4b965bn3-9136-618453zz59a965bn4c965bnef                     ,numerique,75005,Valide,novote,4,novote,1,2,2,4,1,2,0,1,2
 9a965bn84584503e8455-53cc-4zzfzz-9a965bnf39-549a965bn965bn1bc004e5                     ,numerique,75005,Valide,novote,1,novote,1,1,1,4,4,0,0,0,2
 e6845c965bn53965bn-f845965bnd-4cd1-9a965bn8455965bn-c9a965bnd1cfc9f3ee                     ,numerique,75005,Valide,novote,1,novote,1,1,1,4,4,0,0,0,2
 nwi965bnntgxnjnhmmewzmexzmrmyjmwnguxnjk965bnmtnhyzmxyzi5zwuyng== ,numerique,75005,Valide,novote,novote,novote,novote,novote,1,1,1,0,0,0,5
 5965bnf9czze6-068450-445b-9ef5-159a965bnzzffzz9a965bn5d9a965bnd                     ,numerique,75005,Valide,novote,4,novote,1,1,1,4,3,0,0,1,2
 c139a965bn84559a965bnzz-9d6c-41d1-9a965bn3b9a965bn*y3b1f35e1bff                     ,numerique,75005,Valide,novote,novote,novote,novote,novote,2,1,0,1,0,0,5
 845c9a965bn965bncc3965bn-4965bnd5-4e9a965bnb-9b36-0b0e9a965bn0d0d91845                     ,numerique,75005,Valide,novote,4,novote,2,1,3,4,1,1,1,1,2
 mzqwownkmwvlzjjlywqzntrjmzu5yzu3ndjjn965bni965bnmwjlmdfjmzq965bnz9a965bn== ,numerique,75005,Valide,novote,2,novote,2,1,2,4,1,3,0,0,2
 ec95845965bnc9-zzb39a965bn-4fb0-9a965bnf10-1d395fzz5845e33                     ,numerique,75005,Valide,novote,4,novote,1,1,2,4,2,1,0,1,2
 4e03e65f-965bnedd-44cc-9a965bnf9a965bnc*y965bn5845b9a965bnd0965bn9f9a965bn                     ,numerique,75005,Valide,novote,1,novote,1,1,1,4,4,0,0,0,2
 55b946zz3-98459a965bn1-4f4845*ybeb-30e4f5503zz3d                     ,numerique,75005,Valide,novote,3,novote,2,1,2,4,1,2,1,0,2
 ed3e845f965bn6-684553-4b1845*y496-965bnbc464zzddcec                     ,numerique,75005,Valide,novote,novote,novote,novote,novote,1,1,1,0,0,0,5
 390b965bn339a965bn-309c-4dzz3*y9b3-6f09a965bn9a965bn96fb065                     ,numerique,75005,Valide,novote,3,novote,1,1,1,4,3,0,1,0,2
 163be56d-30zz9-4965bn965bn0-9b16*y4f01zzzz965bn965bn5bc                     ,numerique,75005,Valide,novote,2,novote,1,1,1,4,3,1,0,0,2
 e569cczzf-9fe5-4845f0-9a965bn965bnzzb-d9a965bn503d965bn84584584503                     ,numerique,75005,Valide,novote,novote,novote,novote,novote,1,1,1,0,0,0,5
 3zz6zzb84511-11bc-449zz*yfb4-dzzece6b339a965bn965bn965bn                     ,numerique,75005,Valide,novote,1,novote,4,4,1,4,2,0,0,2,2
 c11965bnzzzz01-59a965bn1845-4d845d-9a965bn48459-6d9a965bnfbcee6f5e                     ,numerique,75005,Valide,novote,novote,novote,novote,novote,1,1,1,0,0,0,5
 965bn0e845e1f9a965bn-9a965bn6d6-44be-845339-f46zzb4935c63                     ,numerique,75005,Valide,novote,novote,novote,novote,novote,2,1,0,1,0,0,5
 953384556d-cbc5-4393-84593b-544d6c84505845bc                     ,numerique,75005,Valide,novote,novote,novote,novote,novote,1,1,1,0,0,0,5
 cc965bnzz484535-684536-410d-9a965bn353-5df965bnzzc965bnfc9ed                     ,numerique,75005,Valide,novote,1,novote,1,1,1,4,4,0,0,0,2
 5bcc845b56-dzz59-4zzzzc-9a965bnzz6d-10965bndb1c845d6f0                     ,numerique,75005,Valide,novote,3,novote,1,1,2,4,2,1,1,0,2
 390c4ede-04db-4cee-9a965bn8453845*y06d39a965bn66cf15                     ,numerique,75005,Valide,novote,novote,novote,novote,1,1,2,2,0,0,0,4
 965bn33d965bn6c5*yc965bne-4d99-916e-9c1684584518459a965bn05f                     ,numerique,75005,Valide,novote,3,novote,1,2,3,4,1,1,2,0,2
 e9a965bn965bn6f8455845*ybd4-4509*yff6-fc91460453ezz                     ,numerique,75005,Valide,novote,3,novote,1,2,4,4,1,1,1,1,2
 8459a965bn69a965bn5bbe-131e-40c0-9a965bnb41-zzecbe59845965bn65f                     ,numerique,75005,Valide,novote,1,novote,1,1,1,4,4,0,0,0,2
 ogi3zmfiyzi3zgewndjhyte965bnzwizn965bnywntfimtlimtk3njm1yzkyzg== ,numerique,75005,Valide,novote,novote,novote,1,1,2,3,2,1,0,0,3
 965bn9f965bnf0b5*yfed-4965bn0c*yzzf845-030c99a965bn5015f9a965bn                     ,numerique,75005,Valide,novote,1,novote,1,1,1,4,4,0,0,0,2
 f33845e19d-zz965bnc3-41de-9b1e-845zz1c94936bzz845                     ,numerique,75005,Valide,novote,2,novote,1,2,2,4,1,3,0,0,2
 1435de04-0e965bn6-41f6-8453ec-6b84561c199d8453                     ,numerique,75005,Valide,novote,4,novote,2,1,3,4,1,1,1,1,2
 605c34b5-3965bnde-41e3-99a965bnzz965bn-965bn6e16czz965bndbzzb                     ,numerique,75005,Valide,novote,novote,novote,novote,novote,1,1,1,0,0,0,5
 84518451845zz01-zz49a965bn1-45965bnb*y6e845-6dcd8455fb68459a965bn845                     ,numerique,75005,Valide,novote,1,novote,novote,novote,novote,1,1,0,0,0,5
 8458458455f19a965bn6-965bn99a965bn965bn-419a965bnc-845e99a965bn-619a965bn4965bn1ff065b                     ,numerique,75005,Valide,novote,4,novote,novote,novote,novote,1,0,0,0,1,5
 e4f8458458455e-0bf5-43e3*yfzzc-0599a965bn19a965bnb3845e64                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 9a965bn584508458456zz-965bn506-49a965bn845f*yc965bn9a965bn-c9a965bn04ef5c9zzd9a965bn                     ,numerique,75005,Valide,novote,novote,novote,2,1,novote,2,1,1,0,0,4
 965bnzzcd0c9a965bn9a965bn-845b1965bn-4c3b-94c5-0f4b9a965bn4e3845zz9a965bnc                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 4845c9a965bne916-fce9-4995-8453e4-0fdc3039a965bnzz9a965bnbzz                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 ced965bn1bcc-9a965bn9a965bn90-4cec-9bf4-dc6ezzdf965bn303f                     ,numerique,75005,Valide,novote,novote,novote,1,1,novote,2,2,0,0,0,4
 c9a965bn965bnce845965bn9-zzccd-4965bn8450-9a965bnf4965bn-0659a965bn0965bn984501e5                     ,numerique,75005,Valide,novote,novote,novote,1,1,novote,2,2,0,0,0,4
 8450fb4e99-ebzz0-484550-8456e845-563845zz3965bnf845e06                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 f6d3dd9a965bn9-f1e0-4b4e-845ce1*yf0ce055e6965bnc                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 zz6b9a965bn4d49-3zz36-4845f845*yd66-965bnf845ezz965bnbc39a965bnzzc                     ,numerique,75005,Valide,novote,novote,novote,2,1,novote,2,1,1,0,0,4
 zz965bn1eb9a965bnczz-1zzd1-44cb*y9a965bn8456-d105965bnb68459956                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 50b39a965bnbdd-e845d5-45zz3-9a965bn655-c384509a965bn969a965bn636f                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 965bn9a965bn369a965bnc3e-e4965bn4-4456-845df5-6169a965bn19zz9c6d965bn                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 mdkzodviyzlhzdgymjgynwyzzdkxzdg0owjmzdq1yjlimwrjmdu3z9a965bn== ,numerique,75005,Valide,novote,novote,novote,1,1,novote,2,2,0,0,0,4
 zz9a965bn0099zzf-91c6-49fd-9a965bnee965bn-510f9a965bn9845bb9a965bnbzz                     ,numerique,75005,Valide,novote,novote,novote,1,1,novote,2,2,0,0,0,4
 9c099a965bnzzczz-965bn956-44zz0*y46zz-9a965bn9a965bn965bnfe965bn0533df                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 b9b9zzfed-31965bn3-4965bnb0-84519f-0cfc5e66965bnf965bn0                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 1fe8459a965bn9a965bnc4-55zzd-49a965bnd6-845zz39a965bn-8459a965bn9a965bn30845zz40591                     ,numerique,75005,Valide,novote,novote,novote,2,novote,novote,1,0,1,0,0,5
 91f1999a965bn9a965bn-845335-4f13-9a965bn8459a965bn6*y94965bncczze38455d                     ,numerique,75005,Valide,novote,novote,novote,1,1,novote,2,2,0,0,0,4
 eb965bn1cdec-69f0-4ee1*yzzd965bn-de118455d845c6ed                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 965bnbed40845d-4ebb-464c-8455d4*yd8453b06965bn6935                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 0d5cc9a965bn6zz-99a965bn9zz-496965bn-95f6*yzz99a965bnd9a965bnb65649                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 5311553845-d9a965bnd9-4965bnc1-9965bn9a965bn6-3zze845bfzz6bcf3                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 9a965bn99a965bn066b3-f845fb-49a965bnff*yzzzze-zzb965bn09a965bnb84555d9a965bn965bn                     ,numerique,75005,Valide,novote,novote,novote,1,1,novote,2,2,0,0,0,4
 c06e9a965bne61*y965bn8455-445845-9a965bn964-965bn9965bn4f5c965bn9c965bne                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 845b0b9zz13-965bn999a965bn-4e4845-845f4b-49d0d965bnffd3e0                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 90czz00zzzz-f3bzz-48454f-9a965bnd9a965bnzz-66d5b34b6593                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 b8453d03zzc-9a965bn4ce-41c965bn-9a965bneec-51039a965bn965bn845ff4c9                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 zz905c066-d9a965bnb6-4zz09-90e3-1zz30e3zz939965bn9                     ,numerique,75005,Valide,novote,novote,novote,3,1,novote,2,1,0,1,0,4
 3184598456845e-6zz1b-4304-9990-5c5009613zz0845                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 b56e5130-4d59a965bn-4845d9a965bn-9a965bndc3-555f5845be68458459                     ,numerique,75005,Valide,novote,novote,novote,1,1,novote,2,2,0,0,0,4
 965bn59a965bn8459a965bneeb-zz9a965bnfb-45e5*yf39a965bn-f44f401zz965bn3965bnzz                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 f95zz5510-e4965bn1-43fb-901e-d0bb04845c9zzf1                     ,numerique,75005,Valide,novote,novote,novote,1,3,novote,2,1,0,1,0,4
 9a965bnbe541c845-845955-448454-984553-98455845f64469a965bn9a965bn845                     ,numerique,75005,Valide,novote,novote,novote,4,1,novote,2,1,0,0,1,4
 f6zz9a965bnc4965bn9a965bn-f09a965bn9a965bn-4d63-9a965bnzz965bnd-6cfzz84598456zzzz45                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 99965bn9a965bn5d9zz-d845845965bn-4b9a965bn3-9a965bnd51-fbce8458458453eb9a965bn6                     ,numerique,75005,Valide,novote,novote,novote,1,1,novote,2,2,0,0,0,4
 d965bncf6965bned-4zz9a965bn965bn-445b-93965bnb*y91c49a965bn64965bne69a965bn                     ,numerique,75005,Valide,novote,novote,novote,2,1,novote,2,1,1,0,0,4
 169a965bn9a965bn19a965bn845e-965bn4d965bn-48454f-845845b1-9b8459a965bnf965bn158450c5                     ,numerique,75005,Valide,novote,novote,novote,2,1,novote,2,1,1,0,0,4
 9f9a965bn9a965bn5b46-d19965bn-4zz03-8455zzf-0dzzcf3beb965bn965bn6                     ,numerique,75005,Valide,novote,novote,novote,3,1,novote,2,1,0,1,0,4
 zz1965bn4c0d845-4ec3-4e43-931zz-845f40b4f95996                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 9a965bne4965bn9a965bn965bn99*y965bne6-403e-9a965bnzz8456-3965bn4359845c6fd3                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 be3cezz10-c94845-444d*y109a965bn-zz609a965bn3584519a965bn9a965bn5965bn                     ,numerique,75005,Valide,novote,novote,novote,1,novote,novote,1,1,0,0,0,5
 845fc339zz0-3965bnce-4b3965bn-84590f-95cb9a965bn84599a965bnb9a965bn39a965bn                     ,numerique,75005,Valide,novote,novote,novote,novote,1,novote,1,1,0,0,0,5
 c9965bnzzdfzz5-0e55-495d*yf965bn9a965bn-6d139a965bn06965bnczzc845                     ,numerique,75005,Valide,novote,novote,novote,novote,1,novote,1,1,0,0,0,5
 bc845zz9a965bne9a965bnb*y666-449a965bne-9f8454*y6e3eezz1f60f                     ,numerique,75005,Valide,novote,novote,novote,novote,1,novote,1,1,0,0,0,5
 01c4zz3b6-36zz845-46f4-9zzd845-845be0czz61d9a965bnzz4                     ,numerique,75005,Valide,novote,novote,novote,novote,1,novote,1,1,0,0,0,5
 300c8455d6-496d-433845-91965bn5-06965bnd10984599a965bnb4                     ,numerique,75005,Valide,novote,novote,novote,novote,1,novote,1,1,0,0,0,5
 d1ed9a965bn30845-59zze-49a965bn0965bn-9a965bn435-zz0b965bn4bd0c9a965bnzzd                     ,numerique,75005,Valide,novote,novote,novote,novote,1,novote,1,1,0,0,0,5
 c965bn3c0596-61c4-49fc-9a965bndbb-9dc845965bn0965bnd9431                     ,numerique,75005,Valide,novote,novote,novote,novote,1,novote,1,1,0,0,0,5
 de0ff8459a965bnb-fc8451-43f1-9a965bn60zz-6411965bne08453bcf                     ,numerique,75005,Valide,novote,novote,novote,novote,1,novote,1,1,0,0,0,5
 4dbbb5ezz-9ddc-4845fzz-9a965bn8459845-059b69e04845c6                     ,numerique,75005,Valide,novote,novote,novote,novote,1,novote,1,1,0,0,0,5
 e4965bn1845e1e-39ec-43eb-84511e-34ce9bzz49a965bn0965bnf                     ,numerique,75005,Valide,novote,novote,novote,novote,1,novote,1,1,0,0,0,5
 3965bnee9cdf-6845c1-4965bn6d-9845ef-64601103965bn4f845                     ,numerique,75005,Valide,novote,novote,novote,novote,1,novote,1,1,0,0,0,5
 6b9fzzd03-8455965bn6-41e9a965bn-845965bn845f-e84549a965bn39a965bn145419a965bn                     ,numerique,75005,Valide,novote,novote,novote,novote,1,novote,1,1,0,0,0,5
