ID,Urne,QR-Code,Categorie,1 - La modernisation du centre sportif Georges Carpentier,2 - Une activite sportive pour toutes et tous !,3 - Maison des Associations et club-house : se retrouver et recevoir !,4 - Vos projets pour faire du partage une valeur commune !,5 - Ameliorer l acces aux outils numeriques dans les ecoles !,6 - Modernisation et renovation de vos Centres Paris Anim,7 - Vegetaliser et rafraichir les cours des ecoles et colleges,8 - Vos projets pour ameliorer le cadre de vie dans nos écoles !,9 - De la place pour les animaux au Parc de Choisy : plus de biodiversite,"10 - Vos micro-quartiers : fresques, jeux, jardins et accessibilite !",Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 8455845450845e-9a965bnf9845-41c3-93ce-8459a965bnbfded433f4                     ,numerique,75013,Valide,3,2,2,3,2,2,1,1,3,1,10,3,4,3,0,0
 3b6zz1d1f-440b-4845965bn9a965bn-8456zz9a965bn-39a965bndb0965bncf965bn5zz845                     ,numerique,75013,Valide,3,2,2,2,3,2,2,2,2,2,10,0,8,2,0,0
 55641bbf-060f-490c-845965bn13-54zz65e09a965bnf1b4                     ,numerique,75013,Valide,4,2,1,1,2,2,2,3,4,3,10,2,4,2,2,0
 ec5f5490-965bnb965bn4-4355-84514zz-965bnf5fbzz9a965bn48450dd                     ,numerique,75013,Valide,2,2,2,1,4,1,1,2,3,2,10,3,5,1,1,0
 8459a965bn9a965bnf9f46-965bndzz4-4500-91d9a965bn-39845f3zzf965bn409a965bnc                     ,numerique,75013,Valide,3,3,2,2,1,3,1,1,4,2,10,3,3,3,1,0
 63bezz3c6-d19a965bn5-49a965bn0f*yce845-e3eb69b84555ezz                     ,numerique,75013,Valide,1,2,novote,novote,4,3,2,2,novote,2,7,1,4,1,1,3
 c4965bnf84558456-00dc-4zz15-94c3-69a965bn5b169a965bn9a965bn3ff3                     ,numerique,75013,Valide,2,2,novote,novote,novote,novote,novote,novote,3,1,4,1,2,1,0,6
 4965bnd951zzc-d63845-4066-845b10-0c5669a965bne3d965bnb3                     ,numerique,75013,Valide,2,2,4,4,2,3,1,3,4,3,10,1,3,3,3,0
 mgi965bnm965bnrjm965bnnlmdvizjlkngi3mjcxmdyyyzy5ogeymtrimzywmgrmoq== ,numerique,75013,Valide,3,1,2,2,1,2,2,3,4,3,10,2,4,3,1,0
 nzkyntlknmq965bnmdk4zdy5ngmxzwuyztczmzi4odrjnt9a965bnwzjzkod9a965bn965bno9a965bn== ,numerique,75013,Valide,3,2,4,3,3,4,3,3,1,2,10,1,2,5,2,0
 3d965bn845fb965bnd*y9a965bnf0-409a965bn0-8459a965bn96-3436zze6fd6e9a965bn                     ,numerique,75013,Valide,2,2,3,3,2,3,1,1,2,3,10,2,4,4,0,0
 zdlizwqznty965bnmjnmzddmmzrjy965bnm4otbhywvhndq0oguzy965bnmwywi4nq== ,numerique,75013,Valide,4,2,3,4,4,3,3,3,4,2,10,0,2,4,4,0
 d9c9a965bn39a965bn965bn5-319a965bn4-4ec4-845e11-0cd6f845zz9a965bnf9a965bn9a965bn9a965bn                     ,numerique,75013,Valide,3,3,2,1,2,2,1,2,2,1,10,3,5,2,0,0
 65d945965bn4-e9a965bn33-484540*y6cc-4d191bcd8450zz9a965bn                     ,numerique,75013,Valide,2,2,2,2,2,1,2,3,1,2,10,2,7,1,0,0
 8459zz4119e-9a965bn84563-46df-9363*yf3cfc845cbbb5                     ,numerique,75013,Valide,2,3,3,1,3,2,1,3,2,4,10,2,3,4,1,0
 zwzhyzu4otiyote1zti5yj9a965bnwytnjmmnmmgizntm0ntc0zmmwngewnq== ,numerique,75013,Valide,1,2,3,3,2,3,2,2,3,novote,9,1,4,4,0,1
 5df91zz56-949a965bn0-4965bnbzz-8459965bn9-009965bn1b94c699a965bn                     ,numerique,75013,Valide,2,2,2,3,1,1,1,1,4,2,10,4,4,1,1,0
 9a965bn56fzzc8451-9d5845-46c6-931c-9b965bnzzzzd665463                     ,numerique,75013,Valide,2,1,2,1,3,2,2,1,4,1,10,4,4,1,1,0
 0e9a965bn936c9a965bn-d0e845-4ffb-845965bn845e-ddc4e6dd49a965bnc9                     ,numerique,75013,Valide,1,novote,4,novote,4,4,3,novote,4,novote,6,1,0,1,4,4
 zz5d965bn965bnb0zz*yc845e-49ed-8451f0*y09a965bn59cf09a965bne9d                     ,numerique,75013,Valide,4,4,4,4,2,4,4,4,4,novote,9,0,1,0,8,1
 4zzfe8459965bn3-05zz0-484533*y099a965bn-f105d1e9a965bnb659                     ,numerique,75013,Valide,1,novote,4,3,4,novote,1,novote,4,novote,6,2,0,1,3,4
 zz1845d3f1d-zz6cb-409b-9a965bn965bn59*y965bn9zz965bn0fdfe9a965bn3                     ,numerique,75013,Valide,3,3,4,4,3,3,1,3,4,2,10,1,1,5,3,0
 845051965bne10-845zz965bne-45c845-9a965bn69965bn-16699a965bn3ccc436                     ,numerique,75013,Valide,1,1,novote,2,novote,novote,2,novote,2,novote,5,2,3,0,0,5
 1d965bn965bn9a965bn15f-d19d-41965bn9a965bn*y939-9845zz39a965bn60cdc03                     ,numerique,75013,Valide,3,4,4,4,4,4,4,4,4,4,10,0,0,1,9,0
 965bn6f0c965bn4f-f845ezz-4fzzc-94c1*yd5609a965bn65c84534                     ,numerique,75013,Valide,3,4,3,3,4,3,4,4,2,4,10,0,1,4,5,0
 0845ff55e4-zzbe9-49a965bn9a965bn1-99a965bn9a965bne-4fb5b965bnzz9a965bn39a965bnb1                     ,numerique,75013,Valide,3,1,4,3,3,3,1,3,2,4,10,2,1,5,2,0
 zjdhzgnhmtvhodc0owmxzty965bnoguynge5odi0nje1mje4ymixogu965bnng== ,numerique,75013,Valide,3,4,4,3,4,4,2,3,4,4,10,0,1,3,6,0
 0be11965bn965bn845-f656-4965bnzz965bn*y9a965bn965bnf-c6d40zz4df84535                     ,numerique,75013,Valide,3,1,3,2,1,1,1,1,4,2,10,5,2,2,1,0
 36d5845845c3-f549-4b965bn6-845456-zz14965bn16e965bnf043                     ,numerique,75013,Valide,4,4,3,2,3,3,4,4,3,1,10,1,1,4,4,0
 nzezm965bnnjnjbkowi1njk0otbmztcxnzu0zt9a965bnyzjq5mjk1otg0oty1zg== ,numerique,75013,Valide,1,novote,novote,novote,novote,1,1,novote,1,novote,4,4,0,0,0,6
 965bn40ff8455845-1cdb-46fzz-9d44-0e5bb4e14011                     ,numerique,75013,Valide,3,4,3,1,3,2,1,1,1,3,10,4,1,4,1,0
 fdfb965bn845d3-dd9e-4965bn31-84599a965bn0-c16965bnf69zzdb6e                     ,numerique,75013,Valide,2,novote,3,3,novote,novote,novote,2,novote,novote,4,0,2,2,0,6
 66965bn0b9a965bnf9a965bn-fd3f-4c9a965bn9-94fb-5d965bn0czzzz44959a965bn                     ,numerique,75013,Valide,1,1,novote,novote,novote,2,2,novote,novote,novote,4,2,2,0,0,6
 9401dcc0-965bn45f-4e9a965bnc-9a965bne8455-95e965bnf3d4e9a965bn55                     ,numerique,75013,Valide,2,novote,4,3,4,2,1,4,4,4,9,1,2,1,5,1
 619dfzz965bne-zz8455b-430845*y554*y9a965bnc0zz4445403                     ,numerique,75013,Valide,3,3,novote,1,2,2,2,3,novote,3,8,1,3,4,0,2
 mwfmyte4y965bni3zti965bnmzflyjyxy965bniwm965bnzizwi965bnymewnj9a965bn3yjy1m965bne4nw== ,numerique,75013,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
 965bn9a965bn3c845965bn965bn845-1099-44zz845*yzzzzd-491d8459c14965bn59a965bn                     ,numerique,75013,Valide,1,1,3,2,1,1,1,1,4,1,10,7,1,1,1,0
 9a965bn965bn55845b66-e514-409a965bn9a965bn-9a965bn360-965bn0d9a965bnfe845feb0845                     ,numerique,75013,Valide,2,1,4,1,1,2,1,2,3,2,10,4,4,1,1,0
 1b69eb845b-965bn39a965bnd-4df0-9a965bn845f5-69664845965bnczz5cf                     ,numerique,75013,Valide,2,2,3,1,4,2,2,2,novote,1,9,2,5,1,1,1
 845b4bzzzzd5-9a965bn49a965bn965bn-40845zz-9a965bn9fd-9a965bn8454c965bn13c341f                     ,numerique,75013,Valide,1,2,1,3,1,4,2,3,4,2,10,3,3,2,2,0
 f163f9b3-fc05-4139-9a965bn9965bn3-f1965bn91df9zzzz66                     ,numerique,75013,Valide,3,1,3,3,2,2,2,2,4,3,10,1,4,4,1,0
 68459a965bn1cczz965bn-cdzzc-466d-9a965bncc965bn-e39599965bn913d0                     ,numerique,75013,Valide,2,novote,novote,1,novote,1,1,2,novote,1,6,4,2,0,0,4
 965bnee965bnzz9cb-051965bn-43e5-9a965bnd65-1zz3349a965bncefdc3                     ,numerique,75013,Valide,3,2,4,4,4,4,4,4,4,4,10,0,1,1,8,0
 owflywmxotexndjkndiyndhkmtewmzhjnjfjzdfjzmm965bnztq965bnodi0mq== ,numerique,75013,Valide,4,4,2,2,3,1,1,3,4,2,10,2,3,2,3,0
 1965bn0fb40d*yzz99-4zz91*y499-308459314f4ec3                     ,numerique,75013,Valide,2,novote,novote,1,2,2,novote,novote,novote,novote,4,1,3,0,0,6
 9a965bn19b1965bn46-9a965bnzz965bn9-49a965bn0845-9a965bn66845-cde9a965bn99965bnffef845                     ,numerique,75013,Valide,4,3,4,3,3,4,3,2,4,1,10,1,1,4,4,0
 845zz599zz845845-150c-4ecc-9904-cc3zz1965bnzzb0845b965bn                     ,numerique,75013,Valide,3,3,2,3,3,3,2,3,4,3,10,0,2,7,1,0
 f965bn184539845d-8451bc-4e31*y69zz-9a965bn9zzzz49a965bn41108456                     ,numerique,75013,Valide,1,3,1,1,4,1,2,3,2,2,10,4,3,2,1,0
 61be6669-50c965bn-49a965bnd1*yedf-f9a965bn4c15193845e0                     ,numerique,75013,Valide,1,1,novote,1,1,novote,1,1,1,2,8,7,1,0,0,2
 y965bnu3ywflyjdjngi965bnnwzhowu0ytkzzjg0othhyzdmmwviymywzmm4yq== ,numerique,75013,Valide,2,3,1,2,1,1,1,2,2,1,10,5,4,1,0,0
 965bn9a965bnezzzz9a965bn91-94fzz-4965bncf-9a965bn01c-0d5d93ded09a965bnd                     ,numerique,75013,Valide,2,2,2,2,3,1,1,3,2,1,10,3,5,2,0,0
 zz165zz539*yzz9a965bn4-45cf-9a965bn3b845-6d38455d4439a965bn46                     ,numerique,75013,Valide,4,3,4,4,3,4,3,4,1,1,10,2,0,3,5,0
 9a965bn6540404-f91zz-459a965bn5*y9a965bn965bn6-55c965bnf3e9a965bnzz38453                     ,numerique,75013,Valide,1,1,1,1,novote,novote,2,1,1,novote,7,6,1,0,0,3
 1f0zzfee0-99a965bn19-4965bne9a965bn*y965bnbd-10845d9a965bn6c6965bnd4zz                     ,numerique,75013,Valide,2,3,3,3,3,3,1,2,1,3,10,2,2,6,0,0
 35f041d4-c130-48454c-845965bn4d-9zz3fe0d069cd                     ,numerique,75013,Valide,3,2,4,1,4,3,2,2,3,1,10,2,3,3,2,0
 9d4965bn965bnczzd-f9f6-49bzz-9zzce-ffd8456fezzc1zz0                     ,numerique,75013,Valide,3,1,2,1,3,2,1,3,2,4,10,3,3,3,1,0
 njqxytm965bnn965bnyzzdezmjfkywixnzzkmjfjogmxzdk3mwrhnmy3nme5mw== ,numerique,75013,Valide,4,2,4,4,4,4,4,4,1,2,10,1,2,0,7,0
 9a965bnc1b965bned1-49a965bn0965bn-49ee-9a965bn3e845-d6f9a965bnfd9a965bn159a965bn965bnd                     ,numerique,75013,Valide,3,1,3,3,4,4,2,3,4,4,10,1,1,4,4,0
 ff845965bndzz59a965bn-dzze4-49zzd*y9a965bn36-1zzc965bn9a965bn965bn84509a965bn00e                     ,numerique,75013,Valide,4,2,4,2,4,4,1,2,3,4,10,1,3,1,5,0
 zz0845c503e-54b1-4b1e-9a965bn5ce-845b8454e0de439a965bn9a965bn                     ,numerique,75013,Valide,3,2,2,1,3,3,3,4,3,4,10,1,2,5,2,0
 9a965bn4b5965845-ddc6-4zzc4-9a965bn1965bnzz*y965bn108453c965bnzz9a965bnfb                     ,numerique,75013,Valide,2,1,3,2,2,novote,3,novote,novote,1,7,2,3,2,0,3
 965bn5965bn0ff41-d1zz3-4d965bn4-9a965bn845965bn0-1ddb4f19a965bnfd9a965bn3                     ,numerique,75013,Valide,3,1,1,2,3,2,2,3,3,3,10,2,3,5,0,0
 3zzdb965bnb05-34d1-4d66-8456e3-469a965bnef3dcc845ef                     ,numerique,75013,Valide,4,2,1,1,3,2,2,2,2,2,10,2,6,1,1,0
 84500zz3845b6-d84544-4d31*y6e0-5b845b06dd965bn845f9a965bn                     ,numerique,75013,Valide,3,2,3,4,2,3,2,2,2,2,10,0,6,3,1,0
 d95bd9845zz-e5b6-4e65-8456d845*y6965bnbcbb56fcf                     ,numerique,75013,Valide,2,4,3,2,3,3,1,3,4,2,10,1,3,4,2,0
 f4c1bdd0-95965bnc-446b-961965bn-11zzdce461f1zz                     ,numerique,75013,Valide,2,2,3,3,4,4,1,3,1,3,10,2,2,4,2,0
 1c94c65f-610zz-49a965bn1965bn-90d1-965bnee6f3c0041e                     ,numerique,75013,Valide,3,2,3,2,1,3,1,2,4,3,10,2,3,4,1,0
 zz845845965bn36ef-3e61-459a965bne-8454e4-f8453965bn845f316dbzz                     ,numerique,75013,Valide,2,2,4,4,2,3,3,3,4,4,10,0,3,3,4,0
 dzz556965bn9a965bn9-108451-40d845-9a965bn4zz9-105499a965bnd965bnzzbdd                     ,numerique,75013,Valide,4,3,2,1,4,4,3,3,4,3,10,1,1,4,4,0
 5965bn05df965bn965bn-684591-4653-8459a965bn6965bn-ef43ef96965bnbdd                     ,numerique,75013,Valide,1,novote,novote,novote,1,novote,novote,1,1,novote,4,4,0,0,0,6
 903bdzz9a965bnc*y1d0-4d4e-9a965bnf15-dzzd0d6f965bn965bn965bnzz4                     ,numerique,75013,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 9b965bnzzf556-f516-4c9a965bn5-9a965bnb9a965bnc-4f6b965bn041845969a965bn                     ,numerique,75013,Valide,3,3,1,1,3,2,1,2,4,3,10,3,2,4,1,0
 d1ezzfdff-0845f1-4d19a965bn-9zz31-9a965bne9316zz3558455                     ,numerique,75013,Valide,1,1,4,novote,2,1,novote,novote,1,2,7,4,2,0,1,3
 965bnzz65845359a965bn-9c9a965bn5-4335-8458459a965bnb-1dezz8455d4zz316                     ,numerique,75013,Valide,2,novote,novote,novote,novote,2,1,novote,1,1,5,3,2,0,0,5
 mdy3mmm0ndnmmgu1odezzgvizmzlyjrhmzczyzk4zjdkowziytuzm9a965bn== ,numerique,75013,Valide,3,2,2,3,2,1,1,2,3,2,10,2,5,3,0,0
 yjhjngnknjc4nmnjntixntvjowvkmzlizwjkmjlmzmmwztk3mtk965bno9a965bn== ,numerique,75013,Valide,1,novote,novote,2,2,novote,2,novote,novote,novote,4,1,3,0,0,6
 1c61cd1965bn-3deb-49a965bnc845-9845zz1-9e6e845czz656965bnb                     ,numerique,75013,Valide,3,1,3,4,4,3,4,2,4,2,10,1,2,3,4,0
 ffe0cbzze-f54zz-43965bn9a965bn-9a965bn39b-9a965bn4becb16539zz                     ,numerique,75013,Valide,3,4,3,3,4,2,3,3,1,3,10,1,1,6,2,0
 e09a965bnbc0c1-d904-484544-9a965bnzz8454-9a965bn90bc0351bdc                     ,numerique,75013,Valide,3,4,3,3,4,2,2,2,2,4,10,0,4,3,3,0
 5edfdb53-06zz965bn-4430-84536845-9d111d40ce8450                     ,numerique,75013,Valide,4,2,4,4,1,3,1,2,1,2,10,3,3,1,3,0
 3c6zze11e-zz84534-4dd965bn-96b3-9965bn319a965bnb60b96zz                     ,numerique,75013,Valide,2,2,2,2,4,novote,2,2,3,3,9,0,6,2,1,1
 odm4njmzywq965bnmgezmzbkymvhyzg3nz9a965bn4ztg0zmu5nzjhzwiymmvloq== ,numerique,75013,Valide,1,1,novote,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,6
 ndhlnd9a965bn3mzqyodzkzjdjmjgymgu965bnzjdlmmfhztviowe4ztc965bnzwvjyq== ,numerique,75013,Valide,4,3,3,1,3,3,2,3,3,3,10,1,1,7,1,0
 54330dcb-zze1965bn-4fcb-9a965bn05b-146965bn04dbb4965bn6                     ,numerique,75013,Valide,2,2,4,1,4,1,1,3,1,4,10,4,2,1,3,0
 zguyztyzndfizjg3ztu965bnzmzkzj9a965bn1mzi4nwu1odvmowq965bnmtfiyzdmmw== ,numerique,75013,Valide,4,4,3,1,2,2,1,novote,4,4,9,2,2,1,4,1
 0ed10965bnd845-dd39a965bn-4539a965bn*y5b9-1b6ede4f9a965bnb9a965bn845                     ,numerique,75013,Valide,2,2,3,3,3,2,1,1,2,1,10,3,4,3,0,0
 84506bec965bne-c845f6-4964-845ded-0zzbd5845bcc6df                     ,numerique,75013,Valide,2,novote,novote,novote,1,novote,1,novote,novote,2,4,2,2,0,0,6
 df95098454-433965bn-4341*yzz8454-91dce845c4069d                     ,numerique,75013,Valide,1,novote,novote,novote,novote,2,2,novote,2,novote,4,1,3,0,0,6
 045zz9a965bn845b0-9a965bnf845e-4dczz-84539f-zzcf965bnb6czz845965bn5f                     ,numerique,75013,Valide,3,3,3,4,3,3,3,3,4,3,10,0,0,8,2,0
 y965bne1mjzjm965bnfjmj9a965bn0ndkwntbimtnlyzewzdy1m965bnzjzduyyznlogzkmq== ,numerique,75013,Valide,2,2,1,3,2,2,1,3,1,2,10,3,5,2,0,0
 54469a965bnzz03-5965bnd965bn-449965bn-9dce-06965bn443cbdc6965bn                     ,numerique,75013,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 9a965bndfczz1cf-6f965bnc-49a965bnd845-9a965bn4c9-48454fzzzz6d539e                     ,numerique,75013,Valide,2,1,novote,novote,novote,4,1,2,1,novote,6,3,2,0,1,4
 ywfiytjmmgy1mwzimmyxmdrlzgjjytc4odg3y965bneyogm0ndzlmzlln9a965bn== ,numerique,75013,Valide,3,3,3,2,2,3,2,3,1,2,10,1,4,5,0,0
 ntlimjcwyt9a965bn965bnzdu0odzjnwi0yzcxztc0zdnizgmwzgexzmrmmtk1zg== ,numerique,75013,Valide,4,1,4,4,4,4,2,4,1,2,10,2,2,0,6,0
 1e0zz911845-9d845e-4600-9a965bn845965bn9-845c8455zz39a965bn05365                     ,numerique,75013,Valide,1,novote,novote,1,novote,novote,1,novote,novote,1,4,4,0,0,0,6
 d33dffe6-zz5zz845-465845*yd15-965bn6f09a965bnzz9660zz4                     ,numerique,75013,Valide,3,4,4,4,3,3,1,3,4,3,10,1,0,5,4,0
 yte4zjzjntfimdc965bnytg3zmuwnzi4ytmyotg965bnytiwotuznjfinmnmn9a965bn== ,numerique,75013,Valide,4,3,3,4,4,2,3,3,1,3,10,1,1,5,3,0
 0d3zzfcd965bn-965bn94b-4f5965bn*y699a965bn-0965bn393dd693c0                     ,numerique,75013,Valide,1,novote,novote,novote,2,novote,1,novote,1,novote,4,3,1,0,0,6
 b5965bn9a965bnbf93-fzz19-4fc6*ybzz1-495965bn965bne0965bn8453zzd                     ,numerique,75013,Valide,3,1,4,3,3,4,3,3,2,3,10,1,1,6,2,0
 1965bnc845d4c3-zzd45-451d-944zz-5zz69a965bne9ecddd4                     ,numerique,75013,Valide,3,2,3,1,3,3,3,4,1,3,10,2,1,6,1,0
 4e5f9a965bn59a965bn9a965bn-f1f3-4845b845*y6zz0-1f68455965bn645d55                     ,numerique,75013,Valide,2,2,novote,novote,novote,2,2,novote,novote,novote,4,0,4,0,0,6
 ogu1zmu0ndlhzmiyyty3zje0ntmwyzrhmdlhndnhyte1ode965bnmtjhzq== ,numerique,75013,Valide,2,1,1,1,2,2,2,2,3,3,10,3,5,2,0,0
 d4845965bn3f30-91f965bn-4b3e*y9a965bnb3-441zz0ceb1845zz6                     ,numerique,75013,Valide,4,3,3,3,1,2,2,1,3,1,10,3,2,4,1,0
 6d34zz1bzz-09a965bn43-45dzz*y9db-9a965bn33d43zz965bnb960                     ,numerique,75013,Valide,3,3,2,1,4,3,4,4,2,4,10,1,2,3,4,0
 965bn184555zz9a965bn0-965bn09a965bnzz-4d5b*y9a965bnee-1b9cd4zz0zz965bn845f                     ,numerique,75013,Valide,1,2,novote,1,2,novote,1,4,novote,novote,6,3,2,0,1,4
 zzzz9a965bnd4f9f-c4845845-4965bn0f-9945-zzc9ed344b490                     ,numerique,75013,Valide,3,3,3,2,2,2,2,2,3,3,10,0,5,5,0,0
 5zzd965bnf59e-9a965bn9d965bn-4d60*y010-69a965bn93644965bne5d6                     ,numerique,75013,Valide,1,novote,novote,novote,novote,novote,1,1,novote,1,4,4,0,0,0,6
 c104e99f-8453965bnc-43c9-845136-f845e9f1f965bn4599                     ,numerique,75013,Valide,1,1,novote,novote,1,2,1,1,novote,novote,6,5,1,0,0,4
 3b5f965bnzz6f-845cd965bn-46dd*y9a965bn9a965bn965bn-edeb6ff9fe33                     ,numerique,75013,Valide,1,novote,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
 zz511e965bn99-965bne4c-4d965bn0-9c9965bn-058459a965bncdee845d965bn3                     ,numerique,75013,Valide,3,4,4,4,4,4,1,2,4,4,10,1,1,1,7,0
 yt9a965bnxzwriztrimdbjmmfjn965bnyyogywodjjmtq1zmi0zgnkzgyxzwq0o9a965bn== ,numerique,75013,Valide,2,1,1,1,4,1,1,1,4,1,10,7,1,0,2,0
 b965bn41zzc965bn1-9a965bnd9845-4dc3-9zz9a965bn845-zzd358451f9a965bn9be3                     ,numerique,75013,Valide,1,2,novote,novote,novote,2,novote,novote,2,novote,4,1,3,0,0,6
 56f0d9a965bn9965bn-0f4b-40ec-9a965bnbd845-4d64965bn49a965bnb09a965bn16                     ,numerique,75013,Valide,1,novote,novote,novote,novote,novote,1,novote,1,2,4,3,1,0,0,6
 ndrknzg1zjgyztrlytu3ytvhy965bnqyztfkyzvimgiwowq3mzqwnze1mq== ,numerique,75013,Valide,3,1,2,2,1,3,3,2,3,2,10,2,4,4,0,0
 965bnd5845c9a965bn10-3be845-4054-84505zz-61b3e965bnfbe1f9a965bn                     ,numerique,75013,Valide,2,2,3,novote,3,novote,1,3,1,2,8,2,3,3,0,2
 nmm4nwe5oteyndcxmtjjzdiyndlim965bnm0ot9a965bn3ytk3ogjhowriyjvlo9a965bn== ,numerique,75013,Valide,2,2,novote,novote,novote,novote,novote,novote,novote,novote,2,0,2,0,0,8
 odyxnmfjzwy0zwnjn965bnqwmznjzjllmgfizmzknthjmwjjnzi0ndqxyq== ,numerique,75013,Valide,1,novote,novote,novote,1,1,novote,novote,novote,1,4,4,0,0,0,6
 6b4609a965bn845c-9a965bn1d0-4b6d-9bd9-zz98453c965bn8459fdb0                     ,numerique,75013,Valide,1,1,novote,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,6
 d99a965bnd49b4-9a965bn1965bn6-4e9d-8459cf-e9a965bn5845453zz3643                     ,numerique,75013,Valide,1,1,novote,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,6
 99a965bn8454zz5zz9a965bn-9a965bne845f-46e5*yf69a965bn-1e338458459146965bn5                     ,numerique,75013,Valide,3,3,2,2,4,3,1,2,1,3,10,2,3,4,1,0
 6ede965bn8451b-55f3-4e1e-9a965bn9a965bn9b-845bzz01965bn19fc63                     ,numerique,75013,Valide,2,2,novote,novote,novote,novote,2,novote,3,2,5,0,4,1,0,5
 4zz39a965bn965bnzz9a965bn1-f166-4zz54-9a965bn4dd-cd965fb0e39a965bne                     ,numerique,75013,Valide,4,3,4,4,3,4,2,4,4,4,10,0,1,2,7,0
 14d984545d-9a965bn954-4bc9a965bn*yf35-zz9a965bnc03cczzbbbe                     ,numerique,75013,Valide,3,1,3,3,2,3,2,2,4,2,10,1,4,4,1,0
 845c30zzf9a965bn9-zzd1965bn-49965bn0-9a965bnzz845e-6965bn5845cfbbbdb1                     ,numerique,75013,Valide,1,2,4,2,2,3,1,3,3,2,10,2,4,3,1,0
 09df09a965bn03-cbzz9a965bn-48459a965bn3*y19a965bn0-965bn9b968450zzzze99a965bn                     ,numerique,75013,Valide,3,novote,1,3,novote,3,novote,novote,novote,novote,4,1,0,3,0,6
 y965bnrmntdjnzhhn965bni1zwmxmdk4ywu965bnnd9a965bn965bnnzhkymu965bnzte5ywm965bnntc0yq== ,numerique,75013,Valide,1,1,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
 bzz46c3zz9a965bn-8459a965bn6c-4b5d-845bc845-4zzzze965bn9a965bn9845c69a965bnc                     ,numerique,75013,Valide,2,2,3,4,2,1,2,2,2,1,10,2,6,1,1,0
 ed3fc010-c9e0-4450-9a965bnc1e-965bn160998451509d                     ,numerique,75013,Valide,2,1,4,4,1,3,3,3,4,4,10,2,1,3,4,0
 e613551b*y9a965bn91-4zze1*y9a965bneb-965bnb84513e545cfe                     ,numerique,75013,Valide,1,1,1,novote,novote,1,novote,1,novote,1,6,6,0,0,0,4
 091908451d-zzb9a965bnzz-499a965bn6*y9965bnb-eb999a965bndb84565be                     ,numerique,75013,Valide,3,2,4,4,1,2,1,1,4,1,10,4,2,1,3,0
 f6f845e495-5dcd-4335-939a965bnzz-53e9zzf845zz965bnb845c                     ,numerique,75013,Valide,1,1,2,1,3,3,3,4,1,3,10,4,1,4,1,0
 9e0584516zz-9965bnzz4-4e9a965bnc-8450b965bn-0f14059eb1c9a965bn                     ,numerique,75013,Valide,2,1,1,1,3,3,1,3,3,3,10,4,1,5,0,0
 otk1yzbjnjyyytq0zjcwnjiwzjhlmdlly965bnfjzde4yzniyt9a965bnxzwq5yq== ,numerique,75013,Valide,3,3,2,2,2,2,1,novote,4,2,9,1,5,2,1,1
 bdebe509a965bn-ec4f-448451-9ee965bn-d845115d9965bnf9a965bn965bn5                     ,numerique,75013,Valide,3,1,novote,2,novote,novote,novote,novote,novote,2,4,1,2,1,0,6
 199a965bnzzzz8455c-9a965bn9a965bnzzd-41e6*y58454-4c010965bn965bn9a965bn493f                     ,numerique,75013,Valide,3,3,3,1,4,3,3,4,4,3,10,1,0,6,3,0
 mtmwztm1m965bnrmodljmmzizjmxy965bnvkzgy1ntyxmzk1mdy1ntzlmje965bnnq== ,numerique,75013,Valide,1,2,1,4,1,3,2,4,4,2,10,3,3,1,3,0
 d4084540b9-969a965bnzz-4669*yf6b-0cfffzz0690c965bn                     ,numerique,75013,Valide,3,4,4,4,3,1,4,4,4,3,10,1,0,3,6,0
 0965bnb19a965bndf3-965bn3965bne-4d9zz*ye9a965bn9a965bn-e3845e56c8456fzzb                     ,numerique,75013,Valide,3,2,3,4,2,2,2,2,4,4,10,0,5,2,3,0
 ymm5zd9a965bnxyznmy965bnyxzdi4yzu5zgnindiwnmyyyjfiytbinzy3nwrmng== ,numerique,75013,Valide,4,3,novote,3,3,3,3,3,4,3,9,0,0,7,2,1
 55c6ce9a965bn0*yzz9a965bn4-4699*y91965bn-1e604c3fc0e6                     ,numerique,75013,Valide,4,3,3,3,3,3,1,3,1,2,10,2,1,6,1,0
 mgu0ymq3zmfhytk0zd9a965bnwzdfmowfinzk0nwfjzti1n965bnq5ymviztizmq== ,numerique,75013,Valide,2,2,4,2,2,2,2,2,2,2,10,0,9,0,1,0
 60d5zz965bn59a965bn-965bn99zz-4f8455*y9a965bnfzz-5zz646d845ebc5zz                     ,numerique,75013,Valide,2,novote,1,novote,novote,2,novote,2,novote,novote,4,1,3,0,0,6
 0zz3fe494-6dczz-49zze-9199-5d59edzz84539a965bnd3                     ,numerique,75013,Valide,1,2,novote,1,novote,novote,novote,novote,novote,2,4,2,2,0,0,6
