ID,Urne,QR-Code,Categorie,1 - La modernisation du centre sportif Georges Carpentier,2 - Une activite sportive pour toutes et tous !,3 - Maison des Associations et club-house : se retrouver et recevoir !,4 - Vos projets pour faire du partage une valeur commune !,5 - Ameliorer l acces aux outils numeriques dans les ecoles !,6 - Modernisation et renovation de vos Centres Paris Anim,7 - Vegetaliser et rafraichir les cours des ecoles et colleges,8 - Vos projets pour ameliorer le cadre de vie dans nos écoles !,9 - De la place pour les animaux au Parc de Choisy : plus de biodiversite,"10 - Vos micro-quartiers : fresques, jeux, jardins et accessibilite !",Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 yty4ytkwnwflzmm0ogvhmjgyzdnjyzdlywy0mjmwyjbiodm0mdliyq== ,numerique,75013,Valide,3,4,3,1,3,3,1,2,4,1,10,3,1,4,2,0
 f3bf0965bn9f-59a965bn1f-496zz-845zzbb-d0930f3d9a965bnef965bn                     ,numerique,75013,Valide,2,novote,novote,2,2,novote,novote,novote,novote,2,4,0,4,0,0,6
 b05zz4d5f-zz049-4139a965bn-9a965bne9a965bn965bn-69965bn9e34546f0                     ,numerique,75013,Valide,2,novote,novote,novote,1,2,1,novote,novote,novote,4,2,2,0,0,6
 mmm0yjkyntcwn965bnflntm3ztrmngy1yjhhmzcyntc1ndfhymy5nwi3m9a965bn== ,numerique,75013,Valide,3,3,3,2,1,3,1,3,2,2,10,2,3,5,0,0
 b8458450965bn51c*y34b-4f1d*yf54-6zze965bn1dd1d34f                     ,numerique,75013,Valide,4,2,2,1,4,4,3,4,1,4,10,2,2,1,5,0
 odhkmtbjzwfkotfjmdjinjy0yzq1ytdmmdlintjmzmuxywu1zmy3z9a965bn== ,numerique,75013,Valide,3,3,3,3,novote,2,3,2,1,1,9,2,2,5,0,1
 d965bn49845cc845*yf0f-4640-9a965bnb6zz-c845845931198459a965bn00                     ,numerique,75013,Valide,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,0,1,0,0,9
 cdc639a965bncd-fc15-4e845965bn-84544zz-zz1dd03f8456965bn5e                     ,numerique,75013,Valide,4,1,4,2,4,2,1,3,1,1,10,4,2,1,3,0
 fd50906d-0f44-4d845b-9910*yf845f6546c965bnf845                     ,numerique,75013,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 5d33zz43zz-czz56-496e-845965bnf4-3c4d5d5f8454965bnc                     ,numerique,75013,Valide,2,2,3,2,1,1,1,1,4,1,10,5,3,1,1,0
 611zz303f-603d-4d0e-906e-e316cb9d96zz6                     ,numerique,75013,Valide,1,1,2,2,2,2,2,1,1,1,10,5,5,0,0,0
 33f084519a965bn845-8454e5-49a965bn5d-9a965bn9a965bn3f-13bf1965bn8459a965bnecb9a965bn                     ,numerique,75013,Valide,2,novote,1,novote,2,2,novote,1,novote,novote,5,2,3,0,0,5
 njfknmzimze3ymiyzjkxndu0mgywntvjmzg4ztg4mtrizdmxowrlng== ,numerique,75013,Valide,2,3,4,2,1,2,1,2,4,2,10,2,5,1,2,0
 965bn4c8456e66-c5zz9a965bn-413d-845144-84594845050b845dbb                     ,numerique,75013,Valide,3,1,2,3,1,2,1,1,4,2,10,4,3,2,1,0
 965bnd5c4zz9a965bn845-3116-4d19a965bn*y63e-5e3be159a965bnzz965bn49                     ,numerique,75013,Valide,2,1,2,2,1,2,1,1,novote,1,9,5,4,0,0,1
 8451965bn84516ce-zz4c9a965bn-49a965bn91*y50845-965bn6965bn6ezz4909a965bnf965bn                     ,numerique,75013,Valide,2,1,1,2,3,4,1,2,4,4,10,3,3,1,3,0
 zdbiyzm3y965bnm5mtqzngexyjdkntc5njyzodkzmgq965bnztfkmtk4zde0yg== ,numerique,75013,Valide,1,2,novote,4,3,novote,1,1,3,2,8,3,2,2,1,2
 ce9965bn9a965bn99a965bn5-5czz0-4965bnzz1-9a965bn965bn43-9a965bn5900eef54f1                     ,numerique,75013,Valide,4,3,2,2,4,3,1,4,2,3,10,1,3,3,3,0
 cdzzf368456-de14-4361-9a965bnfzz9a965bn-09a965bn0e619049d6                     ,numerique,75013,Valide,1,1,novote,novote,novote,novote,1,1,1,novote,5,5,0,0,0,5
 de493fc845-ff3c-438459a965bn*y6zz6*y569a965bn845131566c                     ,numerique,75013,Valide,2,2,2,2,1,1,2,novote,4,3,9,2,5,1,1,1
 y965bnrjmtc0ogiwztcwmjiymmexmjdmngi4ogu965bnyje5mtfjmwvmmgvhyq== ,numerique,75013,Valide,3,3,2,3,3,3,2,3,2,3,10,0,3,7,0,0
 6d965bnfde0zz-59a965bn0e-4zzf0*y6zz9*y9a965bn0b965bn5edezz50                     ,numerique,75013,Valide,1,1,novote,2,novote,novote,2,novote,novote,novote,4,2,2,0,0,6
 bfee384556-149a965bn965bn-48451b-9e9b-ce845f99dzz6056                     ,numerique,75013,Valide,1,1,novote,novote,novote,novote,1,novote,1,novote,4,4,0,0,0,6
 e41c845661-cf6zz-4845cb-951f-4zz0b4b956104                     ,numerique,75013,Valide,3,2,novote,novote,novote,novote,1,2,novote,novote,4,1,2,1,0,6
 m965bnrizgzmmzvmztdkmtczmtblowyzmtyyndizyjg3owrkzwq1mzjhzg== ,numerique,75013,Valide,2,2,3,2,2,2,1,1,3,1,10,3,5,2,0,0
 nmewzte5zji1yjczzmrkmjeznwu0zgq4mzjlyzflmdk5ody0ztqyz9a965bn== ,numerique,75013,Valide,2,2,3,2,1,3,1,1,4,3,10,3,3,3,1,0
 zz18454f31f*y6965bnf-45db-93zz4-9a965bn3edbcf548459a965bn5                     ,numerique,75013,Valide,2,3,1,novote,2,3,1,3,4,1,9,3,2,3,1,1
 63d5zz965bn8459a965bn-084543-444965bn-98459a965bn4-c4zzc34c655f4                     ,numerique,75013,Valide,4,4,novote,novote,1,novote,1,novote,novote,3,5,2,0,1,2,5
 5913845f56-4965bn9zz-4d0f-8450e6-c6ce19a965bnzzcf09a965bn0                     ,numerique,75013,Valide,2,2,novote,novote,novote,novote,1,1,novote,novote,4,2,2,0,0,6
 549c5c6c-d163-4134*y4bzz-fb4zz494df9a965bn10                     ,numerique,75013,Valide,3,2,3,3,1,2,2,3,4,1,10,2,3,4,1,0
 czz0845965bn6965bn0-8453c5-4d99*y8451845-608459a965bn55965bnc11c6                     ,numerique,75013,Valide,3,2,4,3,4,4,2,2,3,2,10,0,4,3,3,0
 nje1yzmwot9a965bnymmyynjljmmmzotfhnze3nzuyythmotc3mmfiodexyw== ,numerique,75013,Valide,2,2,4,2,4,3,3,3,3,3,10,0,3,5,2,0
 6141845965bn6f-c845bb-4d965bnb-9a965bn3845845-zz609a965bnd01545f1                     ,numerique,75013,Valide,3,3,3,3,4,2,1,3,4,2,10,1,2,5,2,0
 6b9608459a965bnzz-9050-4965bne0-84563b-d06e965bnffbb494                     ,numerique,75013,Valide,3,novote,2,novote,novote,novote,novote,novote,3,3,4,0,1,3,0,6
 9ezzb3fzzzz-zzf8454-43e1*y8451e-965bnbbbzz5b9965bn604                     ,numerique,75013,Valide,3,2,2,2,2,novote,novote,2,2,1,8,1,6,1,0,2
 d8453be54965bn-d4zz4-49a965bnzz6*ye9a965bn4-35133965bn636e5b                     ,numerique,75013,Valide,1,1,2,1,1,1,1,1,1,1,10,9,1,0,0,0
 otg3mmy3mthlmtyynmzhodq965bnzwq1ytflyjbhztq4yzlmzjg965bnyz9a965bn1mq== ,numerique,75013,Valide,4,4,4,2,4,4,2,3,1,4,10,1,2,1,6,0
 cb9zzfde3-8459fd-4965bnzz5-9a965bnd15-fzz66b596b965bn45                     ,numerique,75013,Valide,1,novote,4,3,2,1,1,novote,4,2,8,3,2,1,2,2
 c168453845b5-e099a965bn-44c1-9dcc-ced1965bn84553e14d                     ,numerique,75013,Valide,4,novote,4,2,4,1,novote,2,3,4,8,1,2,1,4,2
 mtzkyzbhy965bny3y965bnexzmi1m965bnewmgi3ymzjnwzjzmuzzwuxzgvjztkxoq== ,numerique,75013,Valide,1,1,3,3,1,3,2,2,2,1,10,4,3,3,0,0
 965bn19a965bn459965bn9a965bn-zz6ezz-493zz-9e5f-394e1845e39zz00                     ,numerique,75013,Valide,3,2,3,4,4,1,2,4,2,4,10,1,3,2,4,0
 9a965bnzz943b61-zzc0c-4df965bn-845eef-8455965bnc3965bndc9a965bnzz965bn6                     ,numerique,75013,Valide,1,2,novote,novote,novote,2,1,novote,novote,novote,4,2,2,0,0,6
 mdcwytm5nzhmyzfmzwzmoge5owmwyju1n965bnviztk0nmflmgu965bnn965bnqyzq== ,numerique,75013,Valide,3,3,3,1,3,1,3,3,2,3,10,2,1,7,0,0
 ffd40845965bn4-9a965bnee1-4965bnee-9a965bn115*y9a965bn84546965bn0c3dezz                     ,numerique,75013,Valide,2,2,2,2,novote,1,1,1,2,1,9,4,5,0,0,1
 d96e845zz965bnf-dfd965bn-4549a965bn-8459a965bn1zz*y9a965bnd9a965bn845d9a965bn14zzdf                     ,numerique,75013,Valide,3,3,3,4,2,2,2,2,4,1,10,1,4,3,2,0
 fd9a965bnb3d3965bn-f965bn39-4965bnzz845*y30zz-1e9a965bn645c484593b                     ,numerique,75013,Valide,3,1,1,1,1,4,1,1,3,1,10,7,0,2,1,0
 965bn4ed845f9b-91ce-4f965bnd-9a965bnzz9a965bn0-965bnzz4ff696zz59a965bnb                     ,numerique,75013,Valide,1,3,3,3,1,1,1,1,4,2,10,5,1,3,1,0
 fc6b13be-4czz1-4b06-9ffe*y51e8459e5zz464                     ,numerique,75013,Valide,2,novote,novote,novote,2,novote,2,novote,novote,1,4,1,3,0,0,6
 c15zz5c4c-f161-4566*yd1e-9c9b1f1965bn3bb4                     ,numerique,75013,Valide,4,4,4,4,1,4,1,1,4,4,10,3,0,0,7,0
 8454b6dc845d-5fzz845-49a965bnzz0*y9a965bn3d-845e166f99e965bn39                     ,numerique,75013,Valide,1,2,3,3,1,3,1,3,2,3,10,3,2,5,0,0
 0496c44f-f16d-4c5e-845c43-11ffcf06c5965bnf                     ,numerique,75013,Valide,1,novote,novote,novote,1,novote,1,1,novote,novote,4,4,0,0,0,6
 49a965bnd00b6zz-c9a965bn19-4cb5-9a965bn49a965bnd-0dfzz8453zzc965bn61zz                     ,numerique,75013,Valide,2,4,4,4,4,2,2,2,4,4,10,0,4,0,6,0
 9f44953f-e6b9-4cc965bn-9a965bn6b965bn-e9a965bnf3zz845b4fc5845                     ,numerique,75013,Valide,2,3,3,2,1,1,1,1,2,1,10,5,3,2,0,0
 9ed9a965bn99bc-1db9-45fc-9a965bn61f-3zzcccb3c9a965bnf33                     ,numerique,75013,Valide,1,3,3,novote,novote,novote,novote,novote,novote,3,4,1,0,3,0,6
 mdhmzdnmmde0nwyxyjm5nzqzytq1mzjjzdk0zje3owi4ndqymzexzq== ,numerique,75013,Valide,3,2,2,2,2,1,1,2,2,1,10,3,6,1,0,0
 b9a965bn55384505-9a965bnd63-431f*y59a965bn3-e0e34bee8458454c                     ,numerique,75013,Valide,2,1,1,1,4,1,1,1,1,1,10,8,1,0,1,0
 9a965bnc4dbezze-59965bn0-4649-845f9c-ed4965bn965bn84549bzzzzzz                     ,numerique,75013,Valide,2,2,2,novote,1,1,1,1,3,1,9,5,3,1,0,1
 4zz8459a965bnebbc-c965bn4d-4d4b-8450ef-499a965bn9a965bn845d5cc845fd                     ,numerique,75013,Valide,1,1,novote,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,6
 1669a965bn43845b-4965bnc3-449a965bn845*y9a965bn53-ddfcb965bn595d8459                     ,numerique,75013,Valide,4,1,3,2,1,2,3,1,2,4,10,3,3,2,2,0
 04845965bn965bn94965bn-9f06-4ce5-9a965bne3c-f1b965bn965bnf6dzz965bnc9a965bn                     ,numerique,75013,Valide,2,2,novote,novote,1,novote,1,novote,novote,novote,4,2,2,0,0,6
 09cczze96-9zz965bnzz-4zzd6-90965bn845-f3965bnzz9a965bn051b136                     ,numerique,75013,Valide,1,1,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,6
 845138456d4d-965bn9965bnf-4cf845-915e-zzd9a965bn1be654919a965bn                     ,numerique,75013,Valide,2,2,2,novote,3,2,1,1,1,3,9,3,4,2,0,1
 6b4f59a965bnzzd-965bn655-4fef*y4ef*y4965bn996f5845845f6                     ,numerique,75013,Valide,4,3,3,novote,4,4,1,3,3,2,9,1,1,4,3,1
 9a965bn965bnb95zz3d-4e13-40ce-9zz0b-f19a965bnf965bn845d9461d                     ,numerique,75013,Valide,1,2,novote,novote,novote,novote,novote,novote,novote,novote,2,1,1,0,0,8
 561965bn69a965bne1-zz36c-48456845-901zz-6e5965bn9a965bn19965bn04zz9                     ,numerique,75013,Valide,2,2,3,2,3,1,3,3,4,1,10,2,3,4,1,0
 106c1bzz5-8459a965bn1b-4b6f*yzzdzz-e165f965bn5d1czzf                     ,numerique,75013,Valide,1,2,2,2,2,novote,2,2,2,1,9,2,7,0,0,1
 ywviyzy1mde1m965bni1ztdjnzc1zmu0ymjlmmu0otjlymfizt9a965bn965bnztk4mw== ,numerique,75013,Valide,1,1,2,3,1,3,1,1,3,3,10,5,1,4,0,0
 9a965bn9eecdbc-19a965bn64-48456e-845d5c-845bc3965bnezz053c965bn                     ,numerique,75013,Valide,3,3,3,3,2,3,2,2,4,2,10,0,4,5,1,0
 305zzczz43-9e4f-484565*y499-9a965bnbf48451c59a965bnd965bnb                     ,numerique,75013,Valide,2,1,novote,2,2,1,novote,3,3,3,8,2,3,3,0,2
 45c9a965bnb9f9a965bn-zzd64-4bzz845-845b9c-61965bn415zzzz1c49                     ,numerique,75013,Valide,1,1,novote,1,1,1,1,novote,1,1,8,8,0,0,0,2
 zjk3owrkytczywjlzgi0njbmndewmtuxyzjiy965bnq0yt9a965bn3mmu5mjqzmg== ,numerique,75013,Valide,1,2,3,3,3,novote,2,novote,1,4,8,2,2,3,1,2
 965bn390zz1e0-1f965bn845-4f965bn5-9a965bn84553-f1965bn10zzdc5641                     ,numerique,75013,Valide,3,2,3,3,2,3,1,2,3,1,10,2,3,5,0,0
 b845b084599a965bn5-fzz5b-4e9a965bnzz*yfczz-9a965bn0f845f91935f965bn                     ,numerique,75013,Valide,2,3,4,1,3,3,1,3,4,3,10,2,1,5,2,0
 yjrhm965bnnlmgjmndu5zgm3nje4m965bnm965bnnwnmzti965bnndg0zmjhzje5zwiwmg== ,numerique,75013,Valide,2,1,2,3,2,2,2,4,4,4,10,1,5,1,3,0
 163dde9a965bnzz-zz05e-4c965bnf-9a965bn15zz-9a965bn4184584584598451dzzd                     ,numerique,75013,Valide,2,2,novote,novote,novote,novote,1,2,4,4,6,1,3,0,2,4
 3zz3965bn9a965bn3bc-43ef-458455-9c0b-65965bn965bn65cb9454                     ,numerique,75013,Valide,2,novote,2,novote,novote,3,novote,novote,2,novote,4,0,3,1,0,6
 4c0bf9a965bn965bne-cfd9-4c9a965bn5-9a965bne9zz-109a965bn1965bn4b5bzz965bn3                     ,numerique,75013,Valide,4,1,novote,1,novote,novote,1,2,1,1,7,5,1,0,1,3
 9949965bn0bd*ye3845-4400-8451fzz-4919c59ed3e6                     ,numerique,75013,Valide,3,1,3,4,2,3,2,1,3,1,10,3,2,4,1,0
 mjc1mmrhotvlztuwowy965bnmdzjzwu0mjjknti3mjizmgq5y965bnizy965bnrkm9a965bn== ,numerique,75013,Valide,2,novote,novote,novote,novote,2,1,3,novote,2,5,1,3,1,0,5
 nz9a965bn0ywewotfjodvjnzhmmdjmy965bnuxmjexzje1ogjmndizodzizgezmg== ,numerique,75013,Valide,4,4,novote,novote,4,3,1,4,3,novote,7,1,0,2,4,3
 5zz4bezzef-zz38451-46965bn5-9a965bned9a965bn-cc99a965bn539b96f5                     ,numerique,75013,Valide,1,1,1,1,1,1,1,1,3,1,10,9,0,1,0,0
 ognhotflotizzmmxy965bnjlzmy965bnmdi4ytmxnt9a965bn965bnnmm1ymu965bnntyznzrmnw== ,numerique,75013,Valide,3,2,2,2,2,3,2,2,3,3,10,0,6,4,0,0
 eczze44c845-ec99-4fb4-9a965bn65c-fzz91bd1bzzb845c                     ,numerique,75013,Valide,1,1,novote,2,1,novote,1,novote,novote,novote,5,4,1,0,0,5
 05b111zze*yb04-4b9a965bn0*ydb6-0c634e9a965bn39845d1                     ,numerique,75013,Valide,1,novote,novote,novote,novote,2,novote,novote,2,2,4,1,3,0,0,6
 ytm4nzi5nge4nmzjzjvlowfmzmuxztfkodflymzkzwy965bnnjgxmty965bnyg== ,numerique,75013,Valide,2,3,2,3,1,1,3,2,3,3,10,2,3,5,0,0
 0965bn60ee99a965bn-e53965bn-4c9a965bn6-845zz14-14468459a965bnzzb5zz1845                     ,numerique,75013,Valide,1,novote,novote,novote,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
 zz0c4965bn9a965bn0965bn-8459a965bn01-49a965bn30-8459e3-45d30czzfzze0f                     ,numerique,75013,Valide,3,2,novote,novote,2,3,1,1,4,3,8,2,2,3,1,2
 9bbde5c5-czz9a965bn9-4151-9a965bnzzc6-351845c965bn845d094b                     ,numerique,75013,Valide,3,2,2,4,1,3,1,2,4,1,10,3,3,2,2,0
 3031965bn49845-4ee6-49bb-8459f9-9c60965bn39a965bnef965bn99                     ,numerique,75013,Valide,1,novote,novote,novote,1,novote,novote,1,4,novote,4,3,0,0,1,6
 b4e4zzcd5-90d845-41fe-9a965bn9a965bnzz3-ecb9a965bn3d965bnc9a965bn0965bn0                     ,numerique,75013,Valide,2,4,4,4,1,1,1,2,4,novote,9,3,2,0,4,1
 614zz965bn344-f0ce-461b-9a965bn84593-43965bn9d615b4d9                     ,numerique,75013,Valide,2,1,2,novote,novote,novote,2,2,3,4,7,1,4,1,1,3
 ot9a965bnxndvlnme0zd9a965bnwzmi965bnnzjjnwi4zjfhntdjythjzji0zmm0ywnjyw== ,numerique,75013,Valide,2,2,novote,novote,novote,novote,2,novote,novote,1,4,1,3,0,0,6
 dc965bn845ff9a965bnf*ycb845-40bb*y965bn3zz-c5c845f8454zz10f1                     ,numerique,75013,Valide,1,2,novote,novote,2,novote,novote,2,novote,novote,4,1,3,0,0,6
 9a965bn965bnzzf8459fc-edeb-4b965bnzz-845zz33-60131bzz9a965bn1965bn09a965bn                     ,numerique,75013,Valide,3,1,2,1,3,2,1,2,2,2,10,3,5,2,0,0
 c1b8451f6b-961c-4fc5-9zzeb-30df8459ced13f                     ,numerique,75013,Valide,1,1,2,2,1,1,1,1,2,2,10,6,4,0,0,0
 8451415f36-fzz965bn9a965bn-4zz6e-9166*y3965bn45311zz6ec                     ,numerique,75013,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 0e9a965bne1zzc965bn-f6845d-436845-8454b0-9a965bn965bnc98459a965bn19dzz00                     ,numerique,75013,Valide,4,3,4,4,2,novote,1,1,2,3,9,2,2,2,3,1
 33c965bnzz965bn3965bn-c5bd-49a965bncd-9965bnbb-9a965bn0ef5bzz19a965bn119                     ,numerique,75013,Valide,4,4,4,4,1,4,1,1,4,4,10,3,0,0,7,0
 54bc3549a965bn-zz9a965bnc3-49c965bn-8459bf-f9a965bn900e109a965bn5de                     ,numerique,75013,Valide,4,4,4,4,2,4,1,1,4,3,10,2,1,1,6,0
 69a965bnf999b3-54e965bn-440965bn-935b-cbf0fec0bb94                     ,numerique,75013,Valide,4,novote,novote,4,novote,novote,novote,novote,1,3,4,1,0,1,2,6
 5449a965bnzzd9a965bn4-c061-4455-9ee5-845e9a965bn965bn105845965bn599a965bn                     ,numerique,75013,Valide,2,novote,novote,novote,1,novote,1,2,4,2,6,2,3,0,1,4
 njiwmwi1zjuyngy5mjmxywrlngq1mtywogrjndm965bnzmu3yjk1yz9a965bn5m9a965bn== ,numerique,75013,Valide,1,novote,novote,novote,1,novote,1,1,novote,novote,4,4,0,0,0,6
 845431498453-41e1-43f5-84566b-ffb49a965bn19a965bnc10c9a965bn                     ,numerique,75013,Valide,3,2,3,2,3,3,3,4,3,3,10,0,2,7,1,0
 f94615c5-5fdd-4zz0f-9a965bn9a965bnc9*y0zz4f965bne3364965bn                     ,numerique,75013,Valide,1,1,4,4,novote,novote,novote,1,novote,novote,5,3,0,0,2,5
 9cf431965bnf-9a965bn84510-49a965bnzze*y4d9-f4cf845965bn5f9a965bn38455                     ,numerique,75013,Valide,1,novote,novote,2,novote,1,1,novote,novote,novote,4,3,1,0,0,6
 3zz8455f39f-dbd5-460c*yc61-f845c66zzbzz3d8451                     ,numerique,75013,Valide,1,novote,novote,novote,novote,1,1,novote,1,novote,4,4,0,0,0,6
 61zzf510c*y49965bn-40e9a965bn*y1zzb-zzzzebzzzz3f3965bn9zz                     ,numerique,75013,Valide,1,1,novote,novote,novote,novote,1,1,novote,1,5,5,0,0,0,5
 9a965bn9a965bne965bnc9965bnb-cdzz6-4zz965bnb-9fb1-90655f9a965bn39a965bn905                     ,numerique,75013,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 8456zz5czz5845-efd845-49e5-9109a965bn-df1965bneeed965bnzz845b                     ,numerique,75013,Valide,1,2,2,4,4,2,4,4,4,4,10,1,3,0,6,0
 1119a965bn63zz0-6c4f-4c46*y3bd-6845ed09cb8459a965bnzzb                     ,numerique,75013,Valide,1,1,3,1,4,2,1,1,2,2,10,5,3,1,1,0
 6zzde1c3c-1b43-40965bnf*y9d3-4965bndzzdfdbe3e845                     ,numerique,75013,Valide,2,novote,3,1,1,1,1,1,2,3,9,5,2,2,0,1
 19a965bn1965bn845500-6396-44zzf-9a965bn33d*y04zzc6f9zz0zz3                     ,numerique,75013,Valide,1,novote,novote,2,novote,novote,2,2,novote,novote,4,1,3,0,0,6
 08454900b845-9a965bn84514-48454zz-9a965bnb8450-304845dd8456965bn16b                     ,numerique,75013,Valide,3,2,2,4,3,3,3,2,3,2,10,0,4,5,1,0
 f9a965bn8458453965bnd1-cc965bn9a965bn-4zz8459-9czz6-1f9965bnb665b943                     ,numerique,75013,Valide,3,1,4,2,4,3,4,4,4,1,10,2,1,2,5,0
 6c84504965bn45-30zzc-43b5-9a965bn3e3-9a965bn1c405zz8459a965bn6d9                     ,numerique,75013,Valide,3,novote,novote,novote,1,2,3,novote,4,4,6,1,1,2,2,4
 0f635zz1965bn-9a965bnb9a965bn6-44965bn965bn*y30zz*y34f4190361845                     ,numerique,75013,Valide,4,novote,novote,novote,1,3,1,1,4,novote,6,3,0,1,2,4
 9a965bn6bfdzz9965bn-d4c5-44d1-9a965bn1cf*yc3965bn93bzzcdef                     ,numerique,75013,Valide,2,2,novote,novote,2,1,2,novote,4,3,7,1,4,1,1,3
 4845dc9a965bn99a965bnb-6bcb-4fzzd*y9fzz-63d35fb160d3                     ,numerique,75013,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 5e845ezzc05-d9a965bn96-4cf1-9a965bnzzeb-91zzb44bc5ed4                     ,numerique,75013,Valide,4,4,4,3,4,4,3,4,4,2,10,0,1,2,7,0
 639965bn965bn9a965bnd965bn*ye0b-4cfe*yd30-f99a965bn4bf845314f9                     ,numerique,75013,Valide,2,3,2,1,1,1,1,1,4,2,10,5,3,1,1,0
 4331965bnf5b-c49a965bn5-4c5965bn-845b54-145845e1845f9a965bnc9b                     ,numerique,75013,Valide,2,novote,novote,novote,novote,novote,3,novote,2,2,4,0,3,1,0,6
 ztdhotu3nwewotringflodg5ndi5mtjmzdiyyzkymgjkzdu1mdk965bnmw== ,numerique,75013,Valide,1,1,novote,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,6
 9a965bn5965bn031845b-845zz6b-46c3-94fzz-48450e1b845e9b39                     ,numerique,75013,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 otbizjuzy965bnfhnjnmymqymd9a965bn5mtu4nti5mtnjzmi0zgy0mgm0oti5m9a965bn== ,numerique,75013,Valide,3,2,2,1,2,3,1,3,2,2,10,2,5,3,0,0
 dd9965bne68450-d39b-4d43-9zz63-ebe965bnd49d0845bb                     ,numerique,75013,Valide,4,2,3,1,3,1,1,3,4,2,10,3,2,3,2,0
 4146f9a965bn04-19zz965bn-484559-8459a965bn64-1845e1845b9a965bn06f3d                     ,numerique,75013,Valide,2,1,2,2,4,1,1,2,2,4,10,3,5,0,2,0
 35cdd5d9-84549a965bn4-4c3f*y965bnd0-4f4fc93zz8450965bn9                     ,numerique,75013,Valide,2,3,3,1,3,2,2,2,2,2,10,1,6,3,0,0
 965bn965bn4965bnc845965bn3-9a965bndfzz-4991-9a965bn05c-55c06845c9a965bn5c10                     ,numerique,75013,Valide,3,2,3,3,3,3,3,3,3,2,10,0,2,8,0,0
 4ezz599a965bndf-9a965bnf44-41bd*yc5zz-e9a965bnddc9a965bn5ff539a965bn                     ,numerique,75013,Valide,3,1,novote,novote,2,novote,novote,novote,novote,1,4,2,1,1,0,6
 96614d31-zzb60-4e66-845e4zz-59a965bn4e845cd9a965bn5d61                     ,numerique,75013,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
 49a965bn1965bn9a965bn49c-845965bn9a965bnb-441e*y6zz3-zz5615de61dzz1                     ,numerique,75013,Valide,3,3,2,2,4,3,3,3,1,4,10,1,2,5,2,0
 845b0ce6bc-dd6c-4b4965bn-845b01-c56965bn965bn06zz18451zz                     ,numerique,75013,Valide,2,3,4,4,3,novote,1,2,4,3,9,1,2,3,3,1
 zz96zz9a965bnbc845-zzf9a965bnc-4fc1-9a965bn9a965bn5f-845fb44619a965bn9a965bneb0                     ,numerique,75013,Valide,1,novote,novote,novote,1,1,1,1,novote,novote,5,5,0,0,0,5
 zz9d1ec55*ye965bn9-4965bndzz-9a965bnc9965bn*y1c6999a965bn311e845                     ,numerique,75013,Valide,1,novote,1,novote,novote,novote,1,novote,1,novote,4,4,0,0,0,6
 6zz845965bn1be6-845845d6-4965bnb9a965bn*y1dzz-600zz8459a965bn6db965bn3965bn                     ,numerique,75013,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 zzc84560fcf-30f9a965bn-43f4-84559a965bn9a965bn-1636b9a965bne509a965bnf965bn                     ,numerique,75013,Valide,4,novote,novote,novote,4,novote,3,novote,1,novote,4,1,0,1,2,6
 mmqxotc3mtu1njk5zdc1mjrlmdvjyjc965bnzdq3ndexnwyzzdvjn965bnvln9a965bn== ,numerique,75013,Valide,4,3,4,4,4,4,4,4,4,4,10,0,0,1,9,0
 zz3zzc3b45-6df845-4cf5-955965bn-fdfd6ebe3f30                     ,numerique,75013,Valide,1,novote,novote,novote,1,novote,novote,novote,1,1,4,4,0,0,0,6
 zzf508454zz0-c09a965bnb-4c965bn845-9a965bnb15-549845zz4b965bn1965bn9a965bn5                     ,numerique,75013,Valide,4,4,4,4,1,4,1,4,4,4,10,2,0,0,8,0
 zz05c1cd3-6845965bnzz-41b965bn-9a965bnfe3-c99634ee8456845d                     ,numerique,75013,Valide,3,4,3,3,3,2,1,1,3,4,10,2,1,5,2,0
 084548450zzc6-6c6d-439c-845965bn0965bn-9a965bn599a965bnf845431cd965bn                     ,numerique,75013,Valide,1,3,novote,novote,1,2,2,2,3,novote,7,2,3,2,0,3
 zgm3mjqxnz9a965bn0zgyxzjbkoty1zwqyyzbiognizjizm965bnqzyjc3m965bnvlnq== ,numerique,75013,Valide,1,novote,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
 b611845e39a965bn-ef0965bn-416845*y98454-9a965bnbfc18453845f3zz9                     ,numerique,75013,Valide,2,1,novote,novote,novote,novote,2,novote,1,novote,4,2,2,0,0,6
